# MJD mag magerr filter flag distance ra dec
55266.10715  8.489  0.048 W1 10  0.2916  85.394826  -1.931191
55265.51172  8.189  0.043 W1 10  0.4027  85.394885  -1.931208
55265.37942  8.543  0.052 W1 10  0.4130  85.394916  -1.931186
55265.97485  8.302  0.044 W1 10  0.4249  85.394942  -1.931147
55265.44551  8.334  0.047 W1 10  0.4704  85.394954  -1.931150
55265.71024  8.486  0.048 W1 10  0.4724  85.394869  -1.931235
55265.64403  8.257  0.044 W1 10  0.5093  85.394896  -1.931235
55265.84255  8.505  0.049 W1 10  0.5399  85.394920  -1.931230
55265.11468  8.284  0.046 W1 10  0.5541  85.394980  -1.931077
55265.57794  8.287  0.047 W1 10  0.5961  85.394982  -1.931177
55265.24712  8.297  0.044 W1 10  0.6721  85.394949  -1.931253
55265.11481  8.140  0.045 W1 10  0.6741  85.394911  -1.931279
59110.23455  8.601  0.045 W1  5  0.4637  85.394927  -1.931195
58379.56985  9.512  0.082 W1 10  0.4938  85.394858  -1.931244
59109.77690  8.712  0.047 W1  5  0.5556  85.394929  -1.931229
59110.36545 10.165  0.136 W1 10  0.7332  85.394892  -1.931304
55266.10715  7.342  0.053 W2 10  0.2916  85.394826  -1.931191
55265.51172  7.132  0.051 W2 10  0.4027  85.394885  -1.931208
55265.37942  7.468  0.054 W2 10  0.4130  85.394916  -1.931186
55265.97485  7.036  0.051 W2 10  0.4249  85.394942  -1.931147
55265.44551  7.292  0.051 W2 10  0.4704  85.394954  -1.931150
55265.71024  7.328  0.054 W2 10  0.4724  85.394869  -1.931235
55265.64403  7.155  0.050 W2 10  0.5093  85.394896  -1.931235
55265.84255  7.046  0.052 W2 10  0.5399  85.394920  -1.931230
55265.11468  7.180  0.053 W2 10  0.5541  85.394980  -1.931077
55265.57794  7.237  0.050 W2 10  0.5961  85.394982  -1.931177
55265.24712  7.287  0.051 W2 10  0.6721  85.394949  -1.931253
55265.11481  7.056  0.052 W2 10  0.6741  85.394911  -1.931279
59110.23455  8.325  0.047 W2  5  0.4637  85.394927  -1.931195
58379.56985  8.114  0.052 W2 10  0.4938  85.394858  -1.931244
59109.77690  8.298  0.046 W2  5  0.5556  85.394929  -1.931229
59110.36545  8.431  0.053 W2 10  0.7332  85.394892  -1.931304
55266.10715  1.147  0.072 W1mW2 10  0.2916  85.394826  -1.931191
55265.51172  1.057  0.067 W1mW2 10  0.4027  85.394885  -1.931208
55265.37942  1.075  0.074 W1mW2 10  0.4130  85.394916  -1.931186
55265.97485  1.266  0.067 W1mW2 10  0.4249  85.394942  -1.931147
55265.44551  1.042  0.070 W1mW2 10  0.4704  85.394954  -1.931150
55265.71024  1.158  0.072 W1mW2 10  0.4724  85.394869  -1.931235
55265.64403  1.102  0.067 W1mW2 10  0.5093  85.394896  -1.931235
55265.84255  1.459  0.072 W1mW2 10  0.5399  85.394920  -1.931230
55265.11468  1.105  0.070 W1mW2 10  0.5541  85.394980  -1.931077
55265.57794  1.050  0.069 W1mW2 10  0.5961  85.394982  -1.931177
55265.24712  1.010  0.067 W1mW2 10  0.6721  85.394949  -1.931253
55265.11481  1.085  0.069 W1mW2 10  0.6741  85.394911  -1.931279
59110.23455  0.276  0.066 W1mW2  5  0.4637  85.394927  -1.931195
58379.56985  1.398  0.097 W1mW2 10  0.4938  85.394858  -1.931244
59109.77690  0.413  0.066 W1mW2  5  0.5556  85.394929  -1.931229
59110.36545  1.734  0.146 W1mW2 10  0.7332  85.394892  -1.931304
