# MJD mag magerr filter distance ra dec
55263.52621 12.613  0.406 W1  1.4139  83.793626  -5.502277
56727.80049 11.993  0.768 W1  1.1920  83.793577  -5.502321
56724.53798 12.596  0.532 W2  1.2177  83.793586  -5.502336
56919.44288 12.054  0.654 W1  1.1755  83.793548  -5.502353
56919.71494 12.288  0.481 W2  1.0320  83.793520  -5.502343
56919.44288 -0.234  0.812 W1mW2  1.1755  83.793548  -5.502353
57087.62686 11.642  0.631 W1  1.1957  83.793599  -5.502276
57087.52832 12.464  0.503 W2  1.1471  83.793575  -5.502314
57087.62686 -0.822  0.807 W1mW2  1.1957  83.793599  -5.502276
57281.72904 11.998  0.703 W1  1.2136  83.793535  -5.502264
57282.04244 12.453  0.506 W2  1.2408  83.793604  -5.502315
57446.65108 11.847  0.578 W1  1.1157  83.793586  -5.502256
57446.51999 12.452  0.448 W2  1.2750  83.793621  -5.502266
57446.65108 -0.606  0.731 W1mW2  1.1157  83.793586  -5.502256
57646.61493 12.140  0.700 W1  1.2305  83.793572  -5.502356
57648.74088 12.593  0.432 W2  1.0776  83.793547  -5.502318
57646.61493 -0.453  0.823 W1mW2  1.2305  83.793572  -5.502356
57811.56221 12.230  0.706 W1  1.1228  83.793572  -5.502279
57813.21114 12.472  0.465 W2  1.1105  83.793571  -5.502279
57811.56221 -0.242  0.845 W1mW2  1.1228  83.793572  -5.502279
58013.02208 11.962  0.661 W1  1.1125  83.793536  -5.502348
58013.29783 12.573  0.513 W2  1.2616  83.793578  -5.502371
58013.02208 -0.611  0.837 W1mW2  1.1125  83.793536  -5.502348
58168.48909 12.185  0.664 W1  1.1835  83.793589  -5.502288
58167.79591 12.643  0.322 W2  0.9537  83.793525  -5.502268
58168.48909 -0.458  0.738 W1mW2  1.1835  83.793589  -5.502288
58377.20067 12.048  0.690 W1  1.1169  83.793549  -5.502328
58377.18195 13.122  0.413 W2  0.9551  83.793520  -5.502301
58377.20067 -1.074  0.804 W1mW2  1.1169  83.793549  -5.502328
58534.96159 12.167  0.721 W1  1.1684  83.793589  -5.502284
58534.73556 12.638  0.510 W2  1.0602  83.793557  -5.502291
58534.96159 -0.471  0.883 W1mW2  1.1684  83.793589  -5.502284
58742.00780 12.020  0.700 W1  1.0907  83.793536  -5.502335
58741.62626 12.619  0.506 W2  0.8717  83.793507  -5.502280
58899.17922 11.833  0.667 W1  1.2920  83.793599  -5.502343
58898.89984 12.496  0.494 W2  1.3270  83.793611  -5.502337
58899.17922 -0.663  0.830 W1mW2  1.2920  83.793599  -5.502343
59108.61124 12.471  0.678 W1  1.1378  83.793559  -5.502331
59108.92743 12.707  0.326 W2  0.9127  83.793495  -5.502320
