# MJD mag magerr filter distance ra dec
56728.55473 10.642  0.119 W1  2.1790  83.871763  -5.304475
56728.55473 11.341  0.266 W2  2.1790  83.871763  -5.304475
56728.55473 -0.699  0.291 W1mW2  2.1790  83.871763  -5.304475
57281.84570 10.887  0.074 W1  2.9678  83.872271  -5.304837
57281.84570 11.853  0.482 W2  2.9678  83.872271  -5.304837
57281.84570 -0.966  0.488 W1mW2  2.9678  83.872271  -5.304837
57446.71660 11.119  0.100 W1  1.8825  83.871976  -5.305096
57446.71660 11.375  0.340 W2  1.8825  83.871976  -5.305096
57446.71660 -0.256  0.354 W1mW2  1.8825  83.871976  -5.305096
57650.23668 11.277  0.334 W1  2.0698  83.871590  -5.305177
57654.26554 11.396  0.315 W2  2.1153  83.872040  -5.304892
57818.42828 10.661  0.089 W1  2.1876  83.871194  -5.304453
57818.42828 11.582  0.346 W2  2.1876  83.871194  -5.304453
57818.42828 -0.921  0.357 W1mW2  2.1876  83.871194  -5.304453
58377.50914 10.756  0.079 W1  2.5480  83.871604  -5.305055
58377.50914 11.524  0.427 W2  2.5480  83.871604  -5.305055
58377.50914 -0.768  0.434 W1mW2  2.5480  83.871604  -5.305055
59108.96003 11.048  0.388 W1  2.0542  83.871824  -5.304561
59108.96003 11.342  0.317 W2  2.0542  83.871824  -5.304561
59108.96003 -0.294  0.501 W1mW2  2.0542  83.871824  -5.304561
