# MJD mag magerr filter distance ra dec
55247.69603 11.213  0.029 W1  0.5035 236.276416 -34.293912
55247.69603 10.233  0.031 W2  0.5035 236.276416 -34.293912
55247.69603  0.979  0.043 W1mW2  0.5035 236.276416 -34.293912
55248.21708 11.204  0.090 W1  0.5439 236.276430 -34.293909
55248.21708 10.226  0.052 W2  0.5439 236.276430 -34.293909
55248.21708  0.979  0.104 W1mW2  0.5439 236.276430 -34.293909
56709.60399 11.249  0.050 W1  0.4433 236.276381 -34.293944
56709.60399 10.229  0.037 W2  0.4433 236.276381 -34.293944
56709.60399  1.020  0.063 W1mW2  0.4433 236.276381 -34.293944
56710.02389 11.158  0.020 W1  0.4750 236.276399 -34.293937
56710.02389 10.218  0.020 W2  0.4750 236.276399 -34.293937
56710.02389  0.940  0.028 W1mW2  0.4750 236.276399 -34.293937
56712.47292 11.223  0.023 W1  0.4029 236.276371 -34.293938
56712.47292 10.231  0.027 W2  0.4029 236.276371 -34.293938
56712.47292  0.991  0.035 W1mW2  0.4029 236.276371 -34.293938
56713.05377 11.190  0.021 W1  0.4306 236.276378 -34.293945
56713.05377 10.243  0.020 W2  0.4306 236.276378 -34.293945
56713.05377  0.947  0.029 W1mW2  0.4306 236.276378 -34.293945
56890.83150 11.251  0.035 W1  0.3607 236.276334 -34.293962
56890.83150 10.274  0.020 W2  0.3607 236.276334 -34.293962
56890.83150  0.977  0.041 W1mW2  0.3607 236.276334 -34.293962
56891.35041 11.277  0.030 W1  0.3612 236.276339 -34.293958
56891.35041 10.275  0.027 W2  0.3612 236.276339 -34.293958
56891.35041  1.002  0.040 W1mW2  0.3612 236.276339 -34.293958
57073.94116 11.238  0.017 W1  0.3442 236.276359 -34.293922
57073.94116 10.230  0.017 W2  0.3442 236.276359 -34.293922
57073.94116  1.008  0.024 W1mW2  0.3442 236.276359 -34.293922
57074.48851 11.243  0.034 W1  0.4076 236.276366 -34.293949
57074.48851 10.223  0.030 W2  0.4076 236.276366 -34.293949
57074.48851  1.020  0.046 W1mW2  0.4076 236.276366 -34.293949
57249.75627 11.210  0.033 W1  0.3569 236.276338 -34.293956
57249.75627 10.196  0.037 W2  0.3569 236.276338 -34.293956
57249.75627  1.014  0.050 W1mW2  0.3569 236.276338 -34.293956
57250.32790 11.207  0.046 W1  0.3942 236.276337 -34.293969
57250.32790 10.212  0.029 W2  0.3942 236.276337 -34.293969
57250.32790  0.996  0.054 W1mW2  0.3942 236.276337 -34.293969
57257.40314 11.222  0.019 W1  0.4630 236.276343 -34.293993
57257.40314 10.217  0.021 W2  0.4630 236.276343 -34.293993
57257.40314  1.005  0.028 W1mW2  0.4630 236.276343 -34.293993
57438.54428 11.188  0.034 W1  0.3965 236.276361 -34.293950
57438.54428 10.197  0.032 W2  0.3965 236.276361 -34.293950
57438.54428  0.991  0.047 W1mW2  0.3965 236.276361 -34.293950
57439.08834 11.148  0.033 W1  0.4004 236.276369 -34.293938
57439.08834 10.140  0.018 W2  0.4004 236.276369 -34.293938
57439.08834  1.007  0.038 W1mW2  0.4004 236.276369 -34.293938
57608.64706 11.215  0.028 W1  0.3925 236.276332 -34.293974
57608.64706 10.225  0.024 W2  0.3925 236.276332 -34.293974
57608.64706  0.990  0.037 W1mW2  0.3925 236.276332 -34.293974
57609.21884 11.246  0.024 W1  0.3666 236.276315 -34.293972
57609.21884 10.268  0.048 W2  0.3666 236.276315 -34.293972
57609.21884  0.978  0.053 W1mW2  0.3666 236.276315 -34.293972
57612.36345 11.208  0.024 W1  0.3899 236.276345 -34.293965
57612.36345 10.220  0.041 W2  0.3899 236.276345 -34.293965
57612.36345  0.988  0.048 W1mW2  0.3899 236.276345 -34.293965
57802.48976 11.239  0.018 W1  0.3654 236.276346 -34.293953
57802.48976 10.238  0.024 W2  0.3654 236.276346 -34.293953
57802.48976  1.002  0.030 W1mW2  0.3654 236.276346 -34.293953
57805.69056 11.216  0.026 W1  0.3984 236.276362 -34.293950
57805.69056 10.202  0.023 W2  0.3984 236.276362 -34.293950
57805.69056  1.013  0.035 W1mW2  0.3984 236.276362 -34.293950
57806.15718 11.227  0.032 W1  0.3663 236.276356 -34.293941
57806.15718 10.220  0.022 W2  0.3663 236.276356 -34.293941
57806.15718  1.007  0.039 W1mW2  0.3663 236.276356 -34.293941
