# MJD mag magerr filter distance ra dec
55262.93065 14.387  0.089 W1  0.1269  83.552656  -6.066374
55262.93065 13.939  0.238 W2  0.1269  83.552656  -6.066374
55262.93065  0.448  0.255 W1mW2  0.1269  83.552656  -6.066374
55263.58564 14.420  0.100 W1  0.3509  83.552638  -6.066337
55263.58564 13.887  0.249 W2  0.3509  83.552638  -6.066337
55263.58564  0.532  0.268 W1mW2  0.3509  83.552638  -6.066337
56724.53785 14.449  0.067 W1  0.2734  83.552689  -6.066464
56724.53785 14.288  0.204 W2  0.2734  83.552689  -6.066464
56724.53785  0.161  0.215 W1mW2  0.2734  83.552689  -6.066464
56727.83030 14.489  0.070 W1  0.1825  83.552645  -6.066379
56727.83030 13.944  0.378 W2  0.1825  83.552645  -6.066379
56727.83030  0.545  0.384 W1mW2  0.1825  83.552645  -6.066379
56728.34396 14.523  0.152 W1  0.4007  83.552637  -6.066344
56728.34396 13.999  0.315 W2  0.4007  83.552637  -6.066344
56728.34396  0.524  0.350 W1mW2  0.4007  83.552637  -6.066344
56915.67005 14.404  0.069 W1  0.4793  83.552743  -6.066278
56915.67005 14.274  0.236 W2  0.4793  83.552743  -6.066278
56915.67005  0.130  0.246 W1mW2  0.4793  83.552743  -6.066278
56919.58712 14.461  0.118 W1  0.4054  83.552681  -6.066298
56919.58712 13.856  0.227 W2  0.4054  83.552681  -6.066298
56919.58712  0.605  0.256 W1mW2  0.4054  83.552681  -6.066298
56920.14248 14.450  0.218 W1  0.4164  83.552681  -6.066293
56920.14248 13.986  0.210 W2  0.4164  83.552681  -6.066293
56920.14248  0.464  0.303 W1mW2  0.4164  83.552681  -6.066293
57086.83868 14.414  0.156 W1  0.4049  83.552699  -6.066288
57086.83868 13.971  0.168 W2  0.4049  83.552699  -6.066288
57086.83868  0.444  0.229 W1mW2  0.4049  83.552699  -6.066288
57087.41661 14.393  0.087 W1  0.3072  83.552657  -6.066344
57087.41661 14.036  0.343 W2  0.3072  83.552657  -6.066344
57087.41661  0.357  0.354 W1mW2  0.3072  83.552657  -6.066344
57280.92746 14.284  0.061 W1  0.2160  83.552682  -6.066331
