# MJD mag magerr filter flag distance ra dec
55263.98914  8.552  0.040 W1 10  0.2329  83.989355  -6.711615
55263.52602  8.485  0.041 W1 10  0.2575  83.989361  -6.711620
55263.92293  8.505  0.040 W1 10  0.2684  83.989364  -6.711621
55264.38606  8.522  0.039 W1 10  0.2850  83.989369  -6.711619
55263.65832  8.488  0.041 W1 10  0.2884  83.989371  -6.711615
55263.26128  8.510  0.041 W1 10  0.2978  83.989370  -6.711588
55263.85684  8.573  0.042 W1 10  0.3053  83.989373  -6.711629
55263.72441  8.510  0.043 W1 10  0.3094  83.989376  -6.711600
55264.12145  8.525  0.041 W1 10  0.3311  83.989382  -6.711617
55263.79063  8.527  0.041 W1 10  0.3472  83.989387  -6.711609
55264.25375  8.531  0.039 W1 10  0.3633  83.989390  -6.711626
55263.39359  8.491  0.041 W1 10  0.3638  83.989390  -6.711592
59108.33900  8.547  0.033 W1 10  0.1295  83.989319  -6.711589
58377.21499  8.585  0.034 W1  5  0.1745  83.989318  -6.711650
57282.04269  8.611  0.033 W1 10  0.1958  83.989344  -6.711603
57446.58531  8.554  0.034 W1 10  0.1959  83.989345  -6.711613
58168.22071  8.310  0.036 W1 10  0.1971  83.989341  -6.711589
57088.21766  8.860  0.033 W1  5  0.2054  83.989347  -6.711606
56724.60356  8.505  0.033 W1 10  0.2221  83.989352  -6.711612
57811.09345  8.405  0.035 W1 10  0.2236  83.989350  -6.711627
58377.01863  8.554  0.033 W1 10  0.2281  83.989346  -6.711640
57645.88044  8.696  0.034 W1 10  0.2288  83.989354  -6.711615
58377.41121  8.550  0.035 W1 10  0.2334  83.989346  -6.711577
58899.09530  8.509  0.035 W1  5  0.2383  83.989355  -6.711623
57087.75797  8.845  0.033 W1  5  0.2390  83.989354  -6.711630
57281.58351  8.590  0.033 W1 10  0.2408  83.989357  -6.711604
56729.14710  8.586  0.035 W1 10  0.2411  83.989357  -6.711614
58741.88807  8.577  0.034 W1 10  0.2438  83.989358  -6.711602
57087.49528  8.812  0.033 W1 10  0.2529  83.989359  -6.711626
58167.89396  8.395  0.035 W1 10  0.2533  83.989353  -6.711641
56728.48864  8.553  0.035 W1 10  0.2546  83.989361  -6.711616
57818.42815  8.376  0.035 W1 10  0.2607  83.989363  -6.711611
58168.15577  8.431  0.034 W1  5  0.2630  83.989361  -6.711592
58899.81527  8.483  0.034 W1 10  0.2656  83.989364  -6.711607
58013.31995  8.557  0.034 W1 10  0.2661  83.989364  -6.711604
59108.79678  8.543  0.033 W1 10  0.2680  83.989363  -6.711593
58012.86166  8.529  0.034 W1  5  0.2682  83.989357  -6.711642
57447.30630  8.555  0.033 W1  5  0.2696  83.989365  -6.711616
58741.16848  8.580  0.033 W1 10  0.2701  83.989365  -6.711603
58534.86621  8.363  0.035 W1 10  0.2706  83.989364  -6.711626
56728.68627  8.589  0.033 W1 10  0.2714  83.989365  -6.711622
56728.75210  8.594  0.033 W1 10  0.2725  83.989366  -6.711620
58377.73847  8.578  0.035 W1 10  0.2727  83.989366  -6.711601
58168.28667  8.428  0.034 W1  5  0.2734  83.989366  -6.711613
57087.88926  8.841  0.034 W1  0  0.2736  83.989366  -6.711602
57446.71635  8.531  0.034 W1 10  0.2765  83.989361  -6.711641
59108.53523  8.542  0.033 W1 10  0.2769  83.989366  -6.711596
58013.71266  8.492  0.034 W1 10  0.2778  83.989368  -6.711609
57646.20808  8.697  0.033 W1 10  0.2784  83.989368  -6.711607
58535.12789  8.368  0.034 W1 10  0.2791  83.989368  -6.711607
57646.27353  8.677  0.034 W1 10  0.2796  83.989368  -6.711616
58013.31982  8.538  0.034 W1 10  0.2801  83.989368  -6.711604
57087.23258  8.767  0.035 W1 10  0.2802  83.989367  -6.711625
56728.55447  8.549  0.034 W1  5  0.2804  83.989366  -6.711628
57282.30501  8.593  0.036 W1 10  0.2806  83.989368  -6.711598
58168.35213  8.415  0.035 W1 10  0.2810  83.989368  -6.711620
59108.46939  8.545  0.034 W1 10  0.2823  83.989369  -6.711605
