# MJD mag magerr filter distance ra dec
55283.70691 11.270  0.030 W1  1.2127 278.145746  -2.403142
55283.70691 11.252  0.038 W2  1.2127 278.145746  -2.403142
55283.70691  0.018  0.049 W1mW2  1.2127 278.145746  -2.403142
55284.26923 11.275  0.041 W1  1.2516 278.145759  -2.403136
55284.26923 11.215  0.056 W2  1.2516 278.145759  -2.403136
55284.26923  0.060  0.069 W1mW2  1.2516 278.145759  -2.403136
55292.14215 11.280  0.020 W1  1.3306 278.145783  -2.403131
55292.14215 11.215  0.032 W2  1.3306 278.145783  -2.403131
55292.14215  0.065  0.038 W1mW2  1.3306 278.145783  -2.403131
56748.65459 11.265  0.030 W1  1.3021 278.145767  -2.403161
56748.65459 11.228  0.048 W2  1.3021 278.145767  -2.403161
56748.65459  0.037  0.056 W1mW2  1.3021 278.145767  -2.403161
56749.13188 11.272  0.021 W1  1.2878 278.145767  -2.403147
56749.13188 11.228  0.037 W2  1.2878 278.145767  -2.403147
56749.13188  0.044  0.043 W1mW2  1.2878 278.145767  -2.403147
56927.93460 11.303  0.022 W1  1.4057 278.145793  -2.403178
56927.93460 11.181  0.026 W2  1.4057 278.145793  -2.403178
56927.93460  0.122  0.034 W1mW2  1.4057 278.145793  -2.403178
56928.46080 11.258  0.033 W1  1.2737 278.145755  -2.403172
56928.46080 11.249  0.036 W2  1.2737 278.145755  -2.403172
56928.46080  0.009  0.049 W1mW2  1.2737 278.145755  -2.403172
56932.20952 11.250  0.020 W1  1.3908 278.145780  -2.403201
56932.20952 11.194  0.050 W2  1.3908 278.145780  -2.403201
56932.20952  0.056  0.054 W1mW2  1.3908 278.145780  -2.403201
57110.56898 11.456  0.477 W1  1.3149 278.145741  -2.403201
57110.57015 11.419  0.456 W2  1.3243 278.145748  -2.403194
57110.56898  0.036  0.660 W1mW2  1.3149 278.145741  -2.403201
57111.10368 11.276  0.021 W1  1.2957 278.145768  -2.403155
57111.10368 11.264  0.045 W2  1.2957 278.145768  -2.403155
57111.10368  0.012  0.050 W1mW2  1.2957 278.145768  -2.403155
57289.81388 11.290  0.022 W1  1.2368 278.145745  -2.403171
57289.81388 11.265  0.055 W2  1.2368 278.145745  -2.403171
57289.81388  0.024  0.059 W1mW2  1.2368 278.145745  -2.403171
57290.33860 11.267  0.029 W1  1.2876 278.145755  -2.403184
57290.33860 11.232  0.036 W2  1.2876 278.145755  -2.403184
57290.33860  0.034  0.046 W1mW2  1.2876 278.145755  -2.403184
57474.77412 11.281  0.037 W1  1.2761 278.145759  -2.403164
57474.77412 11.263  0.063 W2  1.2761 278.145759  -2.403164
57474.77412  0.018  0.073 W1mW2  1.2761 278.145759  -2.403164
57475.26098 11.304  0.035 W1  1.2971 278.145758  -2.403186
57475.26098 11.249  0.039 W2  1.2971 278.145758  -2.403186
57475.26098  0.055  0.053 W1mW2  1.2971 278.145758  -2.403186
57478.86546 11.256  0.019 W1  1.2604 278.145757  -2.403157
57478.86546 11.286  0.029 W2  1.2604 278.145757  -2.403157
57478.86546 -0.030  0.035 W1mW2  1.2604 278.145757  -2.403157
57648.82679 11.274  0.043 W1  1.2451 278.145742  -2.403183
57648.82679 11.261  0.053 W2  1.2451 278.145742  -2.403183
57648.82679  0.012  0.068 W1mW2  1.2451 278.145742  -2.403183
57649.33263 11.278  0.029 W1  1.3181 278.145762  -2.403189
57649.33263 11.249  0.036 W2  1.3181 278.145762  -2.403189
57649.33263  0.030  0.046 W1mW2  1.3181 278.145762  -2.403189
57841.74218 11.289  0.034 W1  1.2580 278.145751  -2.403173
57841.74218 11.245  0.039 W2  1.2580 278.145751  -2.403173
57841.74218  0.044  0.051 W1mW2  1.2580 278.145751  -2.403173
57842.28943 11.261  0.042 W1  1.2077 278.145735  -2.403175
57842.28943 11.269  0.059 W2  1.2077 278.145735  -2.403175
57842.28943 -0.007  0.072 W1mW2  1.2077 278.145735  -2.403175
58009.58205 11.295  0.060 W1  1.2325 278.145745  -2.403168
58009.58205 11.239  0.037 W2  1.2325 278.145745  -2.403168
58009.58205  0.056  0.071 W1mW2  1.2325 278.145745  -2.403168
58010.14306 11.280  0.020 W1  1.2764 278.145751  -2.403189
58010.14306 11.244  0.036 W2  1.2764 278.145751  -2.403189
58010.14306  0.036  0.041 W1mW2  1.2764 278.145751  -2.403189
58205.82253 11.291  0.025 W1  1.2117 278.145744  -2.403151
58205.82253 11.253  0.086 W2  1.2117 278.145744  -2.403151
58205.82253  0.038  0.090 W1mW2  1.2117 278.145744  -2.403151
58206.33886 11.269  0.025 W1  1.2668 278.145756  -2.403163
58206.33886 11.288  0.047 W2  1.2668 278.145756  -2.403163
58206.33886 -0.019  0.054 W1mW2  1.2668 278.145756  -2.403163
58369.88424 11.284  0.033 W1  1.2888 278.145756  -2.403182
58369.88424 11.245  0.036 W2  1.2888 278.145756  -2.403182
58369.88424  0.039  0.049 W1mW2  1.2888 278.145756  -2.403182
58370.35307 11.277  0.042 W1  1.2855 278.145760  -2.403170
58370.35307 11.253  0.043 W2  1.2855 278.145760  -2.403170
58370.35307  0.024  0.060 W1mW2  1.2855 278.145760  -2.403170
58569.83688 11.292  0.041 W1  1.2591 278.145742  -2.403196
58569.83688 11.308  0.045 W2  1.2591 278.145742  -2.403196
