# MJD mag magerr filter distance ra dec
55263.70576 11.408  0.071 W1  0.2942  83.746222  -5.605951
55263.70576 10.749  0.092 W2  0.2942  83.746222  -5.605951
55263.70576  0.660  0.116 W1mW2  0.2942  83.746222  -5.605951
56728.15965 11.427  0.053 W1  0.2942  83.746223  -5.605949
56728.15965 10.869  0.051 W2  0.2942  83.746223  -5.605949
56728.15965  0.557  0.073 W1mW2  0.2942  83.746223  -5.605949
56919.53027 11.495  0.058 W1  0.2855  83.746230  -5.605938
56919.53027 10.926  0.045 W2  0.2855  83.746230  -5.605938
56919.53027  0.568  0.074 W1mW2  0.2855  83.746230  -5.605938
57087.53085 11.496  0.054 W1  0.2939  83.746227  -5.605946
57087.53085 10.863  0.051 W2  0.2939  83.746227  -5.605946
57087.53085  0.633  0.074 W1mW2  0.2939  83.746227  -5.605946
57281.77072 11.469  0.051 W1  0.3030  83.746243  -5.605929
57281.77072 10.909  0.039 W2  0.3030  83.746243  -5.605929
57281.77072  0.560  0.065 W1mW2  0.3030  83.746243  -5.605929
57446.61829 11.447  0.043 W1  0.2509  83.746219  -5.605937
57446.61829 10.889  0.051 W2  0.2509  83.746219  -5.605937
57446.61829  0.558  0.066 W1mW2  0.2509  83.746219  -5.605937
57646.47861 11.462  0.069 W1  0.3053  83.746241  -5.605934
57646.47861 10.900  0.043 W2  0.3053  83.746241  -5.605934
57646.47861  0.562  0.081 W1mW2  0.3053  83.746241  -5.605934
57811.44634 11.521  0.056 W1  0.3017  83.746225  -5.605948
57811.44634 10.943  0.042 W2  0.3017  83.746225  -5.605948
57811.44634  0.578  0.069 W1mW2  0.3017  83.746225  -5.605948
58013.00745 11.461  0.061 W1  0.2768  83.746235  -5.605929
58013.00745 10.921  0.040 W2  0.2768  83.746235  -5.605929
58013.00745  0.541  0.072 W1mW2  0.2768  83.746235  -5.605929
58168.39253 11.465  0.049 W1  0.3318  83.746234  -5.605954
58168.39253 10.934  0.043 W2  0.3318  83.746234  -5.605954
58168.39253  0.531  0.065 W1mW2  0.3318  83.746234  -5.605954
58377.08886 11.474  0.048 W1  0.3022  83.746238  -5.605932
58377.08886 10.941  0.060 W2  0.3022  83.746238  -5.605932
58377.08886  0.533  0.077 W1mW2  0.3022  83.746238  -5.605932
58534.91002 11.448  0.052 W1  0.2905  83.746233  -5.605939
58534.91002 10.906  0.045 W2  0.2905  83.746233  -5.605939
58534.91002  0.542  0.068 W1mW2  0.2905  83.746233  -5.605939
58741.80503 11.431  0.048 W1  0.3066  83.746238  -5.605939
58741.80503 10.862  0.048 W2  0.3066  83.746238  -5.605939
58741.80503  0.569  0.068 W1mW2  0.3066  83.746238  -5.605939
58899.11226 11.417  0.052 W1  0.3042  83.746234  -5.605939
58899.11226 10.915  0.039 W2  0.3042  83.746234  -5.605939
58899.11226  0.502  0.065 W1mW2  0.3042  83.746234  -5.605939
59108.49294 11.496  0.068 W1  0.3029  83.746237  -5.605925
59108.49294 10.909  0.045 W2  0.3029  83.746237  -5.605925
59108.49294  0.588  0.082 W1mW2  0.3029  83.746237  -5.605925
