# MJD mag magerr filter distance ra dec
55283.70688  9.593  0.035 W1  1.2686 277.986975  -2.406285
55283.70688  9.338  0.032 W2  1.2686 277.986975  -2.406285
55283.70688  0.256  0.048 W1mW2  1.2686 277.986975  -2.406285
55284.22197  9.603  0.032 W1  1.2709 277.986975  -2.406287
55284.22197  9.350  0.033 W2  1.2709 277.986975  -2.406287
55284.22197  0.252  0.046 W1mW2  1.2709 277.986975  -2.406287
55292.14215  9.572  0.020 W1  1.2626 277.986980  -2.406275
55292.14215  9.343  0.021 W2  1.2626 277.986980  -2.406275
55292.14215  0.229  0.029 W1mW2  1.2626 277.986980  -2.406275
56748.55255  9.629  0.026 W1  1.3469 277.986985  -2.406313
56748.55255  9.415  0.023 W2  1.3469 277.986985  -2.406313
56748.55255  0.215  0.035 W1mW2  1.3469 277.986985  -2.406313
56749.06605  9.633  0.030 W1  1.2813 277.986972  -2.406298
56749.06605  9.445  0.040 W2  1.2813 277.986972  -2.406298
56749.06605  0.189  0.050 W1mW2  1.2813 277.986972  -2.406298
56927.80306  9.595  0.052 W1  1.2387 277.986953  -2.406304
56927.80306  9.404  0.028 W2  1.2387 277.986953  -2.406304
56927.80306  0.191  0.059 W1mW2  1.2387 277.986953  -2.406304
56928.37311  9.616  0.027 W1  1.3819 277.986976  -2.406340
56928.37311  9.424  0.025 W2  1.3819 277.986976  -2.406340
56928.37311  0.192  0.037 W1mW2  1.3819 277.986976  -2.406340
56932.20945  9.654  0.018 W1  1.3106 277.986968  -2.406319
56932.20945  9.461  0.016 W2  1.3106 277.986968  -2.406319
56932.20945  0.193  0.024 W1mW2  1.3106 277.986968  -2.406319
57110.48286  9.736  0.318 W1  1.3844 277.986990  -2.406322
57110.48286  9.577  0.324 W2  1.3844 277.986990  -2.406322
57110.48286  0.159  0.454 W1mW2  1.3844 277.986990  -2.406322
57111.03797  9.657  0.030 W1  1.4226 277.986997  -2.406333
57111.03804  9.478  0.016 W2  1.2744 277.986964  -2.406308
57286.73103  9.582  0.019 W1  1.3322 277.986982  -2.406309
57286.73103  9.355  0.018 W2  1.3322 277.986982  -2.406309
57286.73103  0.227  0.026 W1mW2  1.3322 277.986982  -2.406309
57289.74830  9.583  0.018 W1  1.2646 277.986959  -2.406310
57289.74830  9.379  0.036 W2  1.2646 277.986959  -2.406310
57289.74830  0.204  0.040 W1mW2  1.2646 277.986959  -2.406310
57290.25843  9.587  0.024 W1  1.3723 277.986979  -2.406334
57290.25843  9.377  0.042 W2  1.3723 277.986979  -2.406334
57290.25843  0.210  0.049 W1mW2  1.3723 277.986979  -2.406334
57474.67933  9.594  0.033 W1  1.3322 277.986975  -2.406319
57474.67933  9.314  0.048 W2  1.3322 277.986975  -2.406319
57474.67933  0.280  0.058 W1mW2  1.3322 277.986975  -2.406319
57475.19544  9.555  0.044 W1  1.2967 277.986963  -2.406320
57475.19544  9.338  0.045 W2  1.2967 277.986963  -2.406320
57475.19544  0.216  0.062 W1mW2  1.2967 277.986963  -2.406320
57478.79988  9.588  0.015 W1  1.3989 277.986995  -2.406323
57478.79988  9.326  0.014 W2  1.3989 277.986995  -2.406323
57478.79988  0.262  0.021 W1mW2  1.3989 277.986995  -2.406323
57648.80495  9.725  0.027 W1  1.3537 277.986971  -2.406335
57648.80495  9.533  0.028 W2  1.3537 277.986971  -2.406335
57648.80495  0.192  0.039 W1mW2  1.3537 277.986971  -2.406335
57649.25259  9.709  0.037 W1  1.3761 277.986971  -2.406346
57649.25259  9.523  0.022 W2  1.3761 277.986971  -2.406346
57649.25259  0.187  0.043 W1mW2  1.3761 277.986971  -2.406346
57841.62759  9.579  0.019 W1  1.3335 277.986980  -2.406313
57841.62759  9.405  0.019 W2  1.3335 277.986980  -2.406313
57841.62759  0.173  0.027 W1mW2  1.3335 277.986980  -2.406313
57842.16781  9.582  0.023 W1  1.3678 277.986985  -2.406323
57842.16781  9.434  0.020 W2  1.3678 277.986985  -2.406323
57842.16781  0.148  0.031 W1mW2  1.3678 277.986985  -2.406323
58008.96460  9.614  0.015 W1  1.2345 277.986917  -2.406348
58008.96460  9.388  0.015 W2  1.2345 277.986917  -2.406348
58008.96460  0.226  0.021 W1mW2  1.2345 277.986917  -2.406348
58009.53013  9.600  0.026 W1  1.3506 277.986968  -2.406338
58009.53013  9.398  0.023 W2  1.3506 277.986968  -2.406338
58009.53013  0.201  0.035 W1mW2  1.3506 277.986968  -2.406338
58010.07754  9.599  0.015 W1  1.3388 277.986959  -2.406344
58010.07754  9.413  0.015 W2  1.3388 277.986959  -2.406344
58010.07754  0.186  0.021 W1mW2  1.3388 277.986959  -2.406344
58205.78326  9.606  0.020 W1  1.3165 277.986976  -2.406310
58205.78326  9.366  0.021 W2  1.3165 277.986976  -2.406310
58205.78326  0.240  0.029 W1mW2  1.3165 277.986976  -2.406310
58206.24796  9.603  0.023 W1  1.2990 277.986965  -2.406317
58206.24796  9.381  0.030 W2  1.2990 277.986965  -2.406317
58206.24796  0.222  0.038 W1mW2  1.2990 277.986965  -2.406317
58369.75335  9.624  0.026 W1  1.3291 277.986970  -2.406325
58369.75335  9.431  0.020 W2  1.3291 277.986970  -2.406325
58369.75335  0.193  0.032 W1mW2  1.3291 277.986970  -2.406325
58370.31877  9.625  0.023 W1  1.3532 277.986966  -2.406341
58370.31877  9.434  0.027 W2  1.3532 277.986966  -2.406341
58370.31877  0.191  0.035 W1mW2  1.3532 277.986966  -2.406341
58569.77145  9.612  0.016 W1  1.3640 277.986978  -2.406331
58569.77145  9.415  0.019 W2  1.3640 277.986978  -2.406331
58569.77145  0.197  0.025 W1mW2  1.3640 277.986978  -2.406331
58572.83038  9.609  0.027 W1  1.3749 277.986976  -2.406337
58572.83038  9.436  0.025 W2  1.3749 277.986976  -2.406337
58572.83038  0.173  0.037 W1mW2  1.3749 277.986976  -2.406337
58573.29532  9.605  0.037 W1  1.3020 277.986966  -2.406319
58573.29532  9.427  0.027 W2  1.3020 277.986966  -2.406319
58573.29532  0.178  0.046 W1mW2  1.3020 277.986966  -2.406319
58733.67726  9.591  0.022 W1  1.3523 277.986961  -2.406347
58733.67726  9.377  0.024 W2  1.3523 277.986961  -2.406347
58733.67726  0.214  0.033 W1mW2  1.3523 277.986961  -2.406347
58736.75131  9.593  0.017 W1  1.3100 277.986962  -2.406327
58736.75131  9.379  0.032 W2  1.3100 277.986962  -2.406327
58736.75131  0.214  0.037 W1mW2  1.3100 277.986962  -2.406327
58737.39091  9.626  0.040 W1  1.3339 277.986962  -2.406337
58737.39091  9.386  0.035 W2  1.3339 277.986962  -2.406337
58737.39091  0.239  0.054 W1mW2  1.3339 277.986962  -2.406337
58936.93259  9.610  0.023 W1  1.3100 277.986945  -2.406349
58936.93259  9.357  0.021 W2  1.3100 277.986945  -2.406349
58936.93259  0.253  0.031 W1mW2  1.3100 277.986945  -2.406349
58937.42303  9.613  0.027 W1  1.3845 277.986976  -2.406341
58937.42303  9.361  0.021 W2  1.3845 277.986976  -2.406341
58937.42303  0.251  0.034 W1mW2  1.3845 277.986976  -2.406341
59100.84931  9.629  0.018 W1  1.3498 277.986988  -2.406303
59100.84931  9.383  0.025 W2  1.3498 277.986988  -2.406303
59100.84931  0.246  0.031 W1mW2  1.3498 277.986988  -2.406303
59101.45091  9.633  0.018 W1  1.2873 277.986961  -2.406318
59101.45091  9.381  0.037 W2  1.2873 277.986961  -2.406318
59101.45091  0.252  0.041 W1mW2  1.2873 277.986961  -2.406318
