# MJD mag magerr filter distance ra dec
55251.32476 10.256  0.028 W1  0.2064  67.375345  24.665289
55251.32476  9.033  0.044 W2  0.2064  67.375345  24.665289
55251.32476  1.223  0.052 W1mW2  0.2064  67.375345  24.665289
56713.57855 10.551  0.031 W1  0.3716  67.375366  24.665194
56713.57855  9.470  0.032 W2  0.3716  67.375366  24.665194
56713.57855  1.081  0.045 W1mW2  0.3716  67.375366  24.665194
56904.58121 10.579  0.041 W1  0.2775  67.375379  24.665228
56904.58121  9.434  0.048 W2  0.2775  67.375379  24.665228
56904.58121  1.145  0.063 W1mW2  0.2775  67.375379  24.665228
57072.60905 10.552  0.023 W1  0.3790  67.375366  24.665191
57072.60905  9.445  0.025 W2  0.3790  67.375366  24.665191
57072.60905  1.107  0.034 W1mW2  0.3790  67.375366  24.665191
57266.35341 10.506  0.048 W1  0.3042  67.375384  24.665223
57266.35341  9.375  0.052 W2  0.3042  67.375384  24.665223
57266.35341  1.130  0.071 W1mW2  0.3042  67.375384  24.665223
57432.62031 10.476  0.066 W1  0.3459  67.375372  24.665204
57432.62031  9.306  0.098 W2  0.3459  67.375372  24.665204
57432.62031  1.171  0.118 W1mW2  0.3459  67.375372  24.665204
57633.52031 10.276  0.041 W1  0.3573  67.375377  24.665202
57633.52031  9.184  0.052 W2  0.3573  67.375377  24.665202
57633.52031  1.092  0.066 W1mW2  0.3573  67.375377  24.665202
57798.77658 10.187  0.049 W1  0.4858  67.375381  24.665164
57798.77658  9.029  0.058 W2  0.4858  67.375381  24.665164
57798.77658  1.159  0.076 W1mW2  0.4858  67.375381  24.665164
57997.63976 10.327  0.029 W1  0.3777  67.375372  24.665194
57997.63976  9.303  0.027 W2  0.3777  67.375372  24.665194
57997.63976  1.024  0.040 W1mW2  0.3777  67.375372  24.665194
58155.88909 10.534  0.024 W1  0.4596  67.375375  24.665170
58155.88909  9.582  0.024 W2  0.4596  67.375375  24.665170
58155.88909  0.953  0.035 W1mW2  0.4596  67.375375  24.665170
58363.18543 10.423  0.101 W1  0.3828  67.375395  24.665203
58363.18543  9.321  0.093 W2  0.3828  67.375395  24.665203
58363.18543  1.102  0.138 W1mW2  0.3828  67.375395  24.665203
58365.16844 10.435  0.018 W1  0.3950  67.375374  24.665189
58365.16844  9.313  0.022 W2  0.3950  67.375374  24.665189
58365.16844  1.122  0.028 W1mW2  0.3950  67.375374  24.665189
58520.81586 10.476  0.035 W1  0.4679  67.375378  24.665169
58520.81586  9.411  0.048 W2  0.4679  67.375378  24.665169
58520.81586  1.065  0.060 W1mW2  0.4679  67.375378  24.665169
58728.86485 10.570  0.098 W1  0.4131  67.375396  24.665195
58728.86485  9.496  0.095 W2  0.4131  67.375396  24.665195
58728.86485  1.074  0.137 W1mW2  0.4131  67.375396  24.665195
58887.23326 10.588  0.024 W1  0.4546  67.375382  24.665175
58887.23326  9.528  0.026 W2  0.4546  67.375382  24.665175
58887.23326  1.061  0.035 W1mW2  0.4546  67.375382  24.665175
59093.11593 10.199  0.039 W1  0.3737  67.375408  24.665215
59093.11593  9.127  0.050 W2  0.3737  67.375408  24.665215
59093.11593  1.072  0.064 W1mW2  0.3737  67.375408  24.665215
