# MJD mag magerr filter distance ra dec
55263.77976 12.995  0.408 W1  0.9651  84.013438  -5.742179
55263.77976 12.372  0.366 W2  0.9651  84.013438  -5.742179
55263.77976  0.623  0.548 W1mW2  0.9651  84.013438  -5.742179
55264.26498 12.868  0.475 W1  0.9625  84.013497  -5.742179
55264.26498 12.302  0.409 W2  0.9625  84.013497  -5.742179
55264.26498  0.566  0.627 W1mW2  0.9625  84.013497  -5.742179
56724.60382 13.713  0.259 W1  1.0596  84.013573  -5.742168
56724.60382 12.993  0.173 W2  1.0596  84.013573  -5.742168
56724.60382  0.720  0.311 W1mW2  1.0596  84.013573  -5.742168
56728.62056 12.767  0.397 W1  0.9224  84.013467  -5.742192
56728.60738 12.981  0.156 W2  0.9202  84.013471  -5.742191
56728.62056 -0.214  0.426 W1mW2  0.9224  84.013467  -5.742192
56729.14736 12.662  0.076 W1  0.6813  84.013497  -5.742257
56729.14736 12.998  0.154 W2  0.6813  84.013497  -5.742257
56729.14736 -0.336  0.172 W1mW2  0.6813  84.013497  -5.742257
56915.73576 12.703  0.074 W1  0.6659  84.013542  -5.742274
56915.73576 12.723  0.083 W2  0.6659  84.013542  -5.742274
56915.73576 -0.020  0.111 W1mW2  0.6659  84.013542  -5.742274
56919.77604 13.097  0.543 W1  0.8943  84.013567  -5.742221
56919.77604 12.792  0.247 W2  0.8943  84.013567  -5.742221
56919.77604  0.305  0.596 W1mW2  0.8943  84.013567  -5.742221
56920.25608 12.879  0.446 W1  0.8144  84.013472  -5.742234
56920.27402 12.848  0.165 W2  0.8534  84.013474  -5.742221
56920.25608  0.031  0.475 W1mW2  0.8144  84.013472  -5.742234
57087.63339 12.851  0.316 W1  0.7031  84.013479  -5.742272
57087.63339 12.896  0.223 W2  0.7031  84.013479  -5.742272
57087.63339 -0.045  0.387 W1mW2  0.7031  84.013479  -5.742272
57088.21785 12.943  0.449 W1  0.7290  84.013498  -5.742254
57088.21785 12.856  0.190 W2  0.7290  84.013498  -5.742254
57088.21785  0.087  0.488 W1mW2  0.7290  84.013498  -5.742254
57281.74731 12.721  0.089 W1  0.6882  84.013514  -5.742264
57281.74731 12.891  0.159 W2  0.6882  84.013514  -5.742264
57281.74731 -0.170  0.183 W1mW2  0.6882  84.013514  -5.742264
57282.31425 12.967  0.440 W1  0.6846  84.013523  -5.742269
57282.31425 12.896  0.124 W2  0.6846  84.013523  -5.742269
57282.31425  0.072  0.458 W1mW2  0.6846  84.013523  -5.742269
57446.80397 13.040  0.560 W1  0.8989  84.013496  -5.742203
57446.80397 12.910  0.155 W2  0.8989  84.013496  -5.742203
57446.80397  0.130  0.581 W1mW2  0.8989  84.013496  -5.742203
57447.25407 12.749  0.138 W1  0.7923  84.013564  -5.742272
57447.25407 12.761  0.188 W2  0.7923  84.013564  -5.742272
57447.25407 -0.013  0.233 W1mW2  0.7923  84.013564  -5.742272
57645.81479 13.189  0.750 W1  1.2203  84.013463  -5.742106
57645.81479 13.001  0.135 W2  1.2203  84.013463  -5.742106
57645.81479  0.188  0.762 W1mW2  1.2203  84.013463  -5.742106
57646.27338 12.876  0.420 W1  0.9085  84.013498  -5.742224
57646.30315 12.890  0.153 W2  0.8990  84.013497  -5.742224
57646.27338 -0.014  0.447 W1mW2  0.9085  84.013498  -5.742224
57654.26554 12.841  0.076 W1  1.3531  84.013366  -5.742076
57654.26554 12.763  0.218 W2  1.3531  84.013366  -5.742076
57654.26554  0.078  0.231 W1mW2  1.3531  84.013366  -5.742076
57810.76626 12.881  0.427 W1  0.6943  84.013508  -5.742259
57810.76626 12.862  0.218 W2  0.6943  84.013508  -5.742259
57810.76626  0.019  0.479 W1mW2  0.6943  84.013508  -5.742259
57811.29013 12.804  0.334 W1  0.7572  84.013478  -5.742238
57811.29013 12.830  0.136 W2  0.7572  84.013478  -5.742238
57811.29013 -0.027  0.361 W1mW2  0.7572  84.013478  -5.742238
57818.42828 12.734  0.064 W1  0.4836  84.013489  -5.742309
57818.42828 12.819  0.107 W2  0.4836  84.013489  -5.742309
57818.42828 -0.085  0.125 W1mW2  0.4836  84.013489  -5.742309
58012.89416 12.965  0.552 W1  1.1507  84.013526  -5.742135
58012.89416 12.992  0.266 W2  1.1507  84.013526  -5.742135
58012.89416 -0.027  0.613 W1mW2  1.1507  84.013526  -5.742135
58013.39173 12.797  0.305 W1  0.8044  84.013501  -5.742231
58013.39173 12.946  0.349 W2  0.8044  84.013501  -5.742231
58013.39173 -0.149  0.463 W1mW2  0.8044  84.013501  -5.742231
58167.82876 12.740  0.127 W1  0.8870  84.013553  -5.742211
58167.82876 12.928  0.198 W2  0.8870  84.013553  -5.742211
58167.82876 -0.188  0.235 W1mW2  0.8870  84.013553  -5.742211
58168.33361 13.135  0.440 W1  0.7325  84.013459  -5.742241
58168.33361 12.947  0.210 W2  0.7325  84.013459  -5.742241
58168.33361  0.189  0.487 W1mW2  0.7325  84.013459  -5.742241
58376.88754 13.660  0.167 W1  0.9338  84.013531  -5.742192
58376.88754 12.857  0.088 W2  0.9338  84.013531  -5.742192
58376.88754  0.803  0.189 W1mW2  0.9338  84.013531  -5.742192
58377.38924 13.130  0.515 W1  0.9894  84.013482  -5.742176
58377.41105 13.051  0.199 W2  0.9618  84.013486  -5.742184
58377.38924  0.078  0.553 W1mW2  0.9894  84.013482  -5.742176
58378.00002 13.468  0.100 W1  1.0840  84.013556  -5.742154
58378.00002 12.791  0.110 W2  1.0840  84.013556  -5.742154
58378.00002  0.677  0.149 W1mW2  1.0840  84.013556  -5.742154
58534.80094 12.754  0.095 W1  0.8695  84.013460  -5.742217
58534.86638 12.968  0.203 W2  0.7128  84.013508  -5.742256
58534.80094 -0.215  0.224 W1mW2  0.8695  84.013460  -5.742217
58535.31502 13.034  0.455 W1  0.8223  84.013496  -5.742215
58535.31502 12.904  0.197 W2  0.8223  84.013496  -5.742215
58535.31502  0.130  0.496 W1mW2  0.8223  84.013496  -5.742215
58741.52267 12.952  0.459 W1  0.9035  84.013461  -5.742239
58741.52267 12.952  0.177 W2  0.9035  84.013461  -5.742239
58741.52267  0.000  0.493 W1mW2  0.9035  84.013461  -5.742239
58742.08417 12.706  0.063 W1  0.7393  84.013485  -5.742243
58742.08417 12.927  0.113 W2  0.7393  84.013485  -5.742243
58742.08417 -0.221  0.129 W1mW2  0.7393  84.013485  -5.742243
58748.10240 12.591  0.045 W1  0.5952  84.013447  -5.742275
58748.10240 12.879  0.097 W2  0.5952  84.013447  -5.742275
58748.10240 -0.288  0.107 W1mW2  0.5952  84.013447  -5.742275
58898.89977 12.652  0.073 W1  0.8790  84.013562  -5.742228
58898.89977 12.925  0.147 W2  0.8790  84.013562  -5.742228
58898.89977 -0.273  0.164 W1mW2  0.8790  84.013562  -5.742228
58899.48828 12.844  0.386 W1  0.7467  84.013469  -5.742252
58899.48828 12.829  0.166 W2  0.7467  84.013469  -5.742252
58899.48828  0.015  0.420 W1mW2  0.7467  84.013469  -5.742252
59108.62218 13.041  0.559 W1  1.0492  84.013490  -5.742157
59108.62218 13.021  0.161 W2  1.0492  84.013490  -5.742157
59108.62218  0.019  0.582 W1mW2  1.0492  84.013490  -5.742157
59109.18898 12.875  0.366 W1  0.9524  84.013517  -5.742188
59109.18898 12.857  0.170 W2  0.9524  84.013517  -5.742188
59109.18898  0.018  0.403 W1mW2  0.9524  84.013517  -5.742188
