# MJD mag magerr filter flag distance ra dec
55242.93321  6.560  0.078 W1 10  0.3414 168.101402 -76.618418
55242.73481  7.215  0.053 W1 10  0.3789 168.101546 -76.618410
55242.60238  7.055  0.059 W1 10  0.3871 168.101509 -76.618419
55243.66107  7.007  0.060 W1 10  0.4003 168.101583 -76.618410
55243.06564  7.003  0.063 W1 10  0.4168 168.101575 -76.618418
55242.20547  7.136  0.057 W1 10  0.4285 168.101555 -76.618426
55243.99189  7.015  0.061 W1 10  0.4614 168.101534 -76.618440
55242.47008  7.032  0.060 W1 10  0.4847 168.101565 -76.618443
55243.33025  7.023  0.062 W1 10  0.4857 168.101620 -76.618434
55242.99942  7.049  0.060 W1 10  0.4929 168.101597 -76.618441
55243.85959  7.013  0.061 W1 10  0.5070 168.101703 -76.618424
55243.52877  7.053  0.060 W1 10  0.5137 168.101632 -76.618442
55242.60251  6.504  0.077 W1 10  0.5166 168.101607 -76.618447
55242.80090  6.524  0.078 W1 10  0.5166 168.101565 -76.618454
55243.72729  7.079  0.058 W1 10  0.5433 168.101657 -76.618448
55242.86712  7.006  0.060 W1 10  0.5466 168.101670 -76.618447
55242.66860  6.838  0.067 W1 10  0.5478 168.101534 -76.618467
55243.19794  7.215  0.053 W1 10  0.5665 168.101744 -76.618438
55242.53629  6.974  0.065 W1 10  0.5693 168.101624 -76.618462
55242.33777  7.003  0.063 W1 10  0.5843 168.101587 -76.618472
55242.93333  7.053  0.062 W1 10  0.6140 168.101796 -76.618445
55243.26416  7.058  0.065 W1 10  0.6446 168.101795 -76.618457
55243.59498  7.023  0.065 W1 10  0.6649 168.101760 -76.618472
58896.07204  7.229  0.104 W1 10  0.0213 168.101225 -76.618329
56704.69786  7.299  0.093 W1 10  0.0757 168.101302 -76.618347
57603.77177  7.413  0.078 W1 10  0.0794 168.101310 -76.618313
58528.83178  7.301  0.092 W1  5  0.0855 168.101353 -76.618330
59055.84326  7.424  0.077 W1  5  0.1067 168.101321 -76.618355
58692.05748  7.504  0.064 W1 10  0.1426 168.101253 -76.618370
58692.64616  7.447  0.072 W1 10  0.1493 168.101320 -76.618368
57603.37868  7.443  0.072 W1 10  0.1752 168.101365 -76.618371
57963.90612  7.396  0.082 W1 10  0.1769 168.101271 -76.618379
57797.71846  7.244  0.102 W1 10  0.1867 168.101461 -76.618347
58893.06292  7.150  0.120 W1 10  0.1869 168.101450 -76.618353
58892.93214  7.130  0.123 W1 10  0.1922 168.101432 -76.618363
58530.20576  7.227  0.105 W1 10  0.1931 168.101349 -76.618379
58896.66073  7.286  0.095 W1 10  0.1970 168.101425 -76.618367
58529.74772  7.263  0.098 W1  5  0.1993 168.101376 -76.618377
56705.94972  7.267  0.098 W1  5  0.2036 168.101352 -76.618381
57434.70593  7.558  0.060 W1 10  0.2046 168.101335 -76.618383
56710.56024  7.280  0.095 W1 10  0.2074 168.101402 -76.618376
57604.36134  7.326  0.087 W1 10  0.2078 168.101128 -76.618380
58896.33360  7.262  0.099 W1  5  0.2137 168.101435 -76.618371
58894.24016  7.313  0.090 W1 10  0.2147 168.101162 -76.618386
58897.05306  7.203  0.111 W1 10  0.2176 168.101355 -76.618385
58529.55149  7.203  0.110 W1 10  0.2201 168.101345 -76.618387
59059.76628  7.356  0.085 W1  5  0.2215 168.101273 -76.618391
58894.30561  7.192  0.112 W1 10  0.2231 168.101430 -76.618376
57433.46056  7.477  0.067 W1 10  0.2233 168.101340 -76.618388
56704.50023  7.329  0.087 W1 10  0.2250 168.101399 -76.618382
58165.65343  7.263  0.098 W1 10  0.2258 168.101233 -76.618393
59056.36637  7.543  0.061 W1  5  0.2262 168.101294 -76.618392
58897.18345  7.093  0.128 W1 10  0.2282 168.101507 -76.618352
57964.03702  7.237  0.103 W1 10  0.2289 168.101216 -76.618393
57966.85221  7.320  0.088 W1 10  0.2368 168.100982 -76.618352
59057.02024  7.446  0.072 W1  5  0.2375 168.101106 -76.618387
59059.57018  7.322  0.088 W1 10  0.2406 168.101268 -76.618397
57963.77522  7.227  0.105 W1  5  0.2407 168.101238 -76.618397
57798.56985  7.205  0.112 W1 10  0.2416 168.101462 -76.618376
58896.00659  7.421  0.076 W1 10  0.2427 168.101295 -76.618397
58893.78238  7.156  0.119 W1 10  0.2454 168.101533 -76.618349
58164.99891  7.282  0.094 W1 10  0.2465 168.101315 -76.618397
58897.44551  7.376  0.083 W1 10  0.2466 168.101430 -76.618384
58327.69383  7.378  0.083 W1 10  0.2474 168.101143 -76.618394
57963.38238  7.349  0.085 W1 10  0.2480 168.101114 -76.618391
58328.28264  7.372  0.083 W1  5  0.2487 168.101339 -76.618396
57802.95767  7.377  0.084 W1 10  0.2490 168.101345 -76.618396
58896.92228  7.144  0.121 W1 10  0.2496 168.101399 -76.618390
57797.32550  7.322  0.090 W1 10  0.2503 168.101376 -76.618393
58892.67046  7.211  0.107 W1 10  0.2515 168.101154 -76.618396
56706.08138  7.412  0.079 W1  5  0.2527 168.101293 -76.618399
58165.84979  7.306  0.091 W1 10  0.2530 168.101327 -76.618398
58165.32617  7.356  0.085 W1 10  0.2532 168.101196 -76.618399
57797.91495  7.297  0.094 W1 10  0.2538 168.101387 -76.618393
57798.83178  7.258  0.099 W1 10  0.2544 168.101424 -76.618388
56704.82953  7.296  0.092 W1 10  0.2557 168.101434 -76.618387
56705.02715  7.269  0.096 W1 10  0.2564 168.101478 -76.618378
58895.94127  7.365  0.084 W1 10  0.2578 168.101440 -76.618387
56706.08151  7.383  0.082 W1 10  0.2590 168.101509 -76.618370
58165.19476  7.348  0.086 W1 10  0.2599 168.101403 -76.618393
58894.43639  7.250  0.101 W1 10  0.2611 168.101291 -76.618402
58893.32447  7.150  0.120 W1 10  0.2612 168.101540 -76.618358
58165.78434  7.203  0.110 W1 10  0.2632 168.101184 -76.618402
57070.40384  7.445  0.073 W1 10  0.2641 168.101447 -76.618387
58529.22436  7.245  0.101 W1 10  0.2656 168.101296 -76.618403
58528.57010  7.412  0.083 W1 10  0.2659 168.101375 -76.618398
57798.17688  7.288  0.094 W1 10  0.2673 168.101296 -76.618403
58895.67959  7.174  0.115 W1  5  0.2686 168.101250 -76.618405
58165.45708  7.292  0.093 W1 10  0.2693 168.101365 -76.618400
57968.42343  7.385  0.082 W1 10  0.2693 168.101078 -76.618393
58896.39905  7.189  0.112 W1 10  0.2712 168.101258 -76.618405
56705.22516  7.435  0.076 W1 10  0.2715 168.101425 -76.618394
58530.07485  7.259  0.099 W1 10  0.2716 168.101463 -76.618387
59055.77781  7.540  0.061 W1  5  0.2718 168.101297 -76.618405
58164.86801  7.303  0.091 W1 10  0.2719 168.101357 -76.618401
58529.35514  7.235  0.106 W1 10  0.2729 168.101434 -76.618393
57434.05052  7.452  0.072 W1 10  0.2746 168.101427 -76.618394
57433.39498  7.466  0.069 W1 10  0.2759 168.101452 -76.618391
58896.79150  7.164  0.118 W1 10  0.2761 168.101332 -76.618404
57069.68132  7.297  0.092 W1 10  0.2790 168.101523 -76.618375
58529.94395  7.321  0.090 W1 10  0.2802 168.101292 -76.618407
58896.85683  7.269  0.097 W1 10  0.2839 168.101272 -76.618409
56704.96132  7.244  0.102 W1 10  0.2840 168.101415 -76.618399
58530.00940  7.296  0.092 W1 10  0.2851 168.101330 -76.618407
58692.31915  7.284  0.094 W1 10  0.2879 168.101092 -76.618401
59055.90859  7.303  0.091 W1  5  0.2880 168.101181 -76.618408
58896.26827  7.228  0.104 W1  5  0.2897 168.101273 -76.618410
58529.09346  7.239  0.102 W1 10  0.2918 168.101401 -76.618403
58893.65160  7.105  0.126 W1  5  0.2919 168.101321 -76.618409
58326.90854  7.347  0.085 W1 10  0.2932 168.101082 -76.618402
59056.30091  7.498  0.065 W1  5  0.2932 168.101115 -76.618405
57433.85391  7.386  0.083 W1 10  0.2937 168.101444 -76.618398
57964.95360  7.365  0.083 W1 10  0.2952 168.101063 -76.618400
58691.79580  7.274  0.096 W1 10  0.2959 168.101248 -76.618412
58327.36657  7.251  0.099 W1 10  0.2961 168.101153 -76.618409
58164.93346  7.301  0.091 W1 10  0.2991 168.101337 -76.618411
58327.23567  7.224  0.107 W1 10  0.2992 168.101203 -76.618412
57433.78833  7.436  0.075 W1 10  0.3009 168.101424 -76.618403
59056.03936  7.288  0.094 W1 10  0.3013 168.101337 -76.618411
57797.65288  7.320  0.088 W1 10  0.3015 168.101433 -76.618402
57434.44387  7.401  0.083 W1 10  0.3015 168.101546 -76.618378
59055.58171  7.543  0.061 W1  5  0.3019 168.101190 -76.618413
57070.14101  7.369  0.084 W1 10  0.3022 168.101460 -76.618398
58529.42059  7.283  0.094 W1 10  0.3023 168.101395 -76.618407
57963.51328  7.221  0.106 W1 10  0.3024 168.101373 -76.618409
58893.25914  7.205  0.109 W1 10  0.3032 168.101412 -76.618405
57434.37829  7.416  0.079 W1 10  0.3039 168.101481 -76.618395
57434.57490  7.440  0.074 W1 10  0.3043 168.101243 -76.618415
58893.52070  7.223  0.105 W1 10  0.3056 168.101561 -76.618375
57604.23031  7.239  0.104 W1 10  0.3076 168.101445 -76.618403
57966.91766  7.278  0.096 W1 10  0.3083 168.101229 -76.618415
59059.70096  7.490  0.065 W1  5  0.3087 168.101205 -76.618415
58894.56716  7.370  0.084 W1 10  0.3088 168.101138 -76.618412
56710.62607  7.282  0.094 W1 10  0.3101 168.101455 -76.618402
57069.74703  7.438  0.076 W1 10  0.3111 168.101495 -76.618395
57433.59172  7.372  0.084 W1 10  0.3124 168.101579 -76.618372
58895.54830  7.348  0.085 W1 10  0.3132 168.101463 -76.618402
