# MJD mag magerr filter flag distance ra dec
55283.73989  9.260  0.029 W1 10  2.4778 278.117326  -2.295072
55283.87232  9.277  0.025 W1 10  2.5037 278.117341  -2.295097
55284.60005  9.223  0.022 W1 10  2.5286 278.117343  -2.295078
55284.20301  9.235  0.017 W1 10  2.5517 278.117345  -2.295062
55284.07071  9.196  0.019 W1 10  2.6319 278.117369  -2.295063
55284.26923  9.262  0.025 W1 10  2.6871 278.117371  -2.295021
55284.46762  9.219  0.022 W1 10  2.6942 278.117381  -2.295043
55283.60758  9.258  0.028 W1 10  2.7123 278.117395  -2.295074
55292.14215  9.240  0.022 W1 10  2.7228 278.117397  -2.295069
55284.00462  9.239  0.020 W1 10  2.7242 278.117396  -2.295063
55284.13692  9.266  0.027 W1 10  2.7428 278.117397  -2.295049
55284.33532  9.254  0.020 W1 10  2.7561 278.117403  -2.295058
57110.84092 10.677  0.022 W1  0  1.6484 278.117108  -2.295146
57478.86533  9.233  0.019 W1 10  2.2471 278.117278  -2.295135
57474.80221  9.345  0.023 W1  5  2.3749 278.117304  -2.295096
58733.74265  9.190  0.018 W1  5  2.3936 278.117311  -2.295100
57290.73212  9.272  0.018 W1  5  2.4341 278.117322  -2.295099
58205.82253  9.257  0.016 W1  5  2.4451 278.117309  -2.295048
57649.18703  9.230  0.017 W1 10  2.4524 278.117338  -2.295143
58573.63175  9.269  0.017 W1  5  2.4562 278.117335  -2.295125
58009.81573  9.256  0.018 W1  5  2.4660 278.117331  -2.295099
57290.73224  9.328  0.018 W1  5  2.4703 278.117328  -2.295085
58937.58653  9.270  0.016 W1 10  2.4787 278.117335  -2.295098
58369.85154  9.257  0.015 W1  5  2.4811 278.117332  -2.295085
57110.77534 10.370  0.019 W1  0  2.4830 278.117355  -2.295193
57290.20748  9.213  0.020 W1  5  2.4845 278.117337  -2.295100
58573.30462  9.246  0.020 W1  5  2.4859 278.117332  -2.295081
56928.06627  9.270  0.020 W1  5  2.4868 278.117331  -2.295078
58737.73253  9.275  0.015 W1  5  2.4872 278.117337  -2.295099
57290.01062  9.235  0.017 W1  5  2.4925 278.117339  -2.295101
56748.86855  9.234  0.016 W1  5  2.4935 278.117340  -2.295103
56928.19781  9.267  0.020 W1  5  2.4950 278.117339  -2.295095
56928.52660  9.263  0.015 W1  5  2.5002 278.117338  -2.295088
57475.06428  9.259  0.016 W1  5  2.5009 278.117330  -2.295061
59101.63403  9.235  0.015 W1  5  2.5027 278.117337  -2.295082
58206.08434  9.267  0.018 W1  5  2.5030 278.117335  -2.295077
58206.54250  9.238  0.019 W1  5  2.5096 278.117342  -2.295094
57841.97139  9.253  0.018 W1  5  2.5120 278.117344  -2.295098
58009.55392  9.231  0.022 W1  5  2.5132 278.117343  -2.295093
57842.03684  9.253  0.016 W1  5  2.5134 278.117339  -2.295080
57842.42968  9.213  0.016 W1  5  2.5148 278.117346  -2.295101
56928.06614  9.266  0.019 W1 10  2.5154 278.117351  -2.295123
58936.99797  9.237  0.015 W1  5  2.5159 278.117348  -2.295110
58736.88217  9.248  0.016 W1  5  2.5173 278.117344  -2.295090
58736.75126  9.201  0.020 W1  5  2.5174 278.117351  -2.295120
56748.60522  9.259  0.016 W1 10  2.5206 278.117352  -2.295120
58009.48834  9.260  0.020 W1  5  2.5211 278.117347  -2.295099
58370.30958  9.257  0.015 W1  5  2.5221 278.117345  -2.295091
59101.17625  9.232  0.018 W1  5  2.5246 278.117343  -2.295082
57290.33864  9.236  0.016 W1  5  2.5247 278.117346  -2.295091
56928.39506  9.229  0.017 W1 10  2.5253 278.117343  -2.295081
57475.32647  9.193  0.016 W1  5  2.5300 278.117344  -2.295079
57648.66303  9.249  0.018 W1  5  2.5339 278.117353  -2.295108
57290.46980  9.261  0.016 W1  5  2.5363 278.117351  -2.295098
59101.37248  9.236  0.019 W1  5  2.5424 278.117348  -2.295080
56928.19768  9.206  0.021 W1  5  2.5427 278.117349  -2.295083
57649.25261  9.209  0.016 W1  5  2.5434 278.117344  -2.295065
58009.35795  9.279  0.015 W1  5  2.5438 278.117343  -2.295063
58572.91216  9.234  0.018 W1  5  2.5441 278.117348  -2.295080
57474.60560  9.242  0.015 W1  5  2.5449 278.117349  -2.295081
57649.38364  9.221  0.018 W1  5  2.5500 278.117354  -2.295095
58010.07754  9.261  0.018 W1  5  2.5509 278.117362  -2.295125
59101.30703  9.230  0.015 W1  5  2.5511 278.117349  -2.295074
58737.47085  9.247  0.016 W1  5  2.5558 278.117352  -2.295081
57475.06440  9.270  0.018 W1  5  2.5561 278.117358  -2.295104
57110.18437  9.223  0.015 W1  5  2.5565 278.117349  -2.295069
58573.10839  9.243  0.015 W1  5  2.5568 278.117354  -2.295086
57290.27306  9.259  0.016 W1  5  2.5574 278.117358  -2.295100
56927.93473  9.213  0.018 W1  5  2.5574 278.117359  -2.295106
57110.70964  9.159  0.018 W1  5  2.5577 278.117361  -2.295110
56928.26352  9.246  0.017 W1  5  2.5579 278.117356  -2.295092
58573.37007  9.268  0.016 W1  5  2.5586 278.117356  -2.295094
58573.17384  9.235  0.018 W1 10  2.5608 278.117350  -2.295069
58370.04790  9.214  0.019 W1  5  2.5616 278.117363  -2.295115
59101.04548  9.246  0.017 W1  5  2.5620 278.117362  -2.295110
58573.23929  9.249  0.017 W1  5  2.5659 278.117363  -2.295109
58009.94663  9.265  0.016 W1  5  2.5670 278.117361  -2.295101
58737.86330  9.280  0.021 W1  5  2.5704 278.117365  -2.295113
57648.92509  9.244  0.017 W1 10  2.5733 278.117358  -2.295085
58937.12875  9.249  0.015 W1  5  2.5743 278.117360  -2.295089
57475.45750  9.230  0.019 W1  5  2.5747 278.117366  -2.295114
58370.17829  9.243  0.019 W1  5  2.5768 278.117362  -2.295096
58573.76265  9.247  0.020 W1  5  2.5769 278.117368  -2.295119
57111.16933  9.209  0.019 W1  5  2.5790 278.117363  -2.295097
58206.28069  9.249  0.017 W1  5  2.5791 278.117363  -2.295095
58205.69162  9.261  0.015 W1  5  2.5799 278.117362  -2.295090
58010.07766  9.263  0.021 W1  5  2.5809 278.117362  -2.295089
58370.57139  9.265  0.016 W1  5  2.5816 278.117359  -2.295078
56749.13188  9.261  0.017 W1  5  2.5819 278.117358  -2.295074
56748.80272  9.225  0.017 W1  5  2.5825 278.117366  -2.295102
57289.87946  9.264  0.017 W1  5  2.5826 278.117365  -2.295098
58737.20917  9.184  0.017 W1  5  2.5828 278.117367  -2.295106
58009.09563  9.268  0.019 W1  5  2.5830 278.117358  -2.295073
