# MJD mag magerr filter distance ra dec
55265.67600 12.951  0.063 W1  0.1422  85.756707  -8.100998
55265.67600 12.376  0.058 W2  0.1422  85.756707  -8.100998
55265.67600  0.576  0.085 W1mW2  0.1422  85.756707  -8.100998
56729.57748 12.873  0.047 W1  0.1418  85.756699  -8.101002
56729.57748 12.331  0.077 W2  0.1418  85.756699  -8.101002
56729.57748  0.542  0.090 W1mW2  0.1418  85.756699  -8.101002
56921.88586 12.844  0.057 W1  0.1997  85.756715  -8.100984
56921.88586 12.320  0.080 W2  0.1997  85.756715  -8.100984
56921.88586  0.524  0.099 W1mW2  0.1997  85.756715  -8.100984
57089.48705 12.712  0.050 W1  0.1652  85.756707  -8.101010
57089.48705 12.118  0.069 W2  0.1652  85.756707  -8.101010
57089.48705  0.594  0.085 W1mW2  0.1652  85.756707  -8.101010
57283.80962 12.855  0.048 W1  0.2200  85.756717  -8.100996
57283.80962 12.281  0.090 W2  0.2200  85.756717  -8.100996
57283.80962  0.574  0.103 W1mW2  0.2200  85.756717  -8.100996
57448.58888 12.987  0.056 W1  0.1932  85.756719  -8.101005
57448.58888 12.482  0.118 W2  0.1932  85.756719  -8.101005
57448.58888  0.505  0.131 W1mW2  0.1932  85.756719  -8.101005
57648.83744 13.014  0.054 W1  0.1975  85.756718  -8.100993
57648.83744 12.500  0.072 W2  0.1975  85.756718  -8.100993
57648.83744  0.514  0.090 W1mW2  0.1975  85.756718  -8.100993
57813.26943 13.047  0.075 W1  0.1732  85.756714  -8.100998
57813.26943 12.528  0.099 W2  0.1732  85.756714  -8.100998
57813.26943  0.519  0.124 W1mW2  0.1732  85.756714  -8.100998
58015.01295 13.009  0.062 W1  0.2101  85.756714  -8.100994
58015.01295 12.475  0.086 W2  0.2101  85.756714  -8.100994
58015.01295  0.534  0.106 W1mW2  0.2101  85.756714  -8.100994
58170.21465 13.049  0.110 W1  0.1983  85.756717  -8.100998
58170.21465 12.486  0.112 W2  0.1983  85.756717  -8.100998
58170.21465  0.563  0.157 W1mW2  0.1983  85.756717  -8.100998
58379.14557 13.005  0.051 W1  0.2319  85.756733  -8.100998
58379.14557 12.470  0.117 W2  0.2319  85.756733  -8.100998
58379.14557  0.535  0.128 W1mW2  0.2319  85.756733  -8.100998
58536.86394 13.051  0.062 W1  0.1736  85.756713  -8.101003
58536.86394 12.474  0.089 W2  0.1736  85.756713  -8.101003
58536.86394  0.577  0.109 W1mW2  0.1736  85.756713  -8.101003
58743.76029 13.010  0.051 W1  0.2080  85.756720  -8.100988
58743.76029 12.450  0.078 W2  0.2080  85.756720  -8.100988
58743.76029  0.560  0.093 W1mW2  0.2080  85.756720  -8.100988
58901.06769 13.023  0.066 W1  0.2294  85.756718  -8.100995
58901.06769 12.450  0.082 W2  0.2294  85.756718  -8.100995
58901.06769  0.573  0.105 W1mW2  0.2294  85.756718  -8.100995
59110.49068 13.035  0.055 W1  0.1771  85.756716  -8.100998
59110.49068 12.513  0.069 W2  0.1771  85.756716  -8.100998
59110.49068  0.523  0.088 W1mW2  0.1771  85.756716  -8.100998
