# MJD mag magerr filter distance ra dec
55263.87370 12.179  0.090 W1  0.2282  83.882117  -4.685452
55263.87370 12.079  0.120 W2  0.2282  83.882117  -4.685452
55263.87370  0.101  0.150 W1mW2  0.2282  83.882117  -4.685452
56728.38558 12.237  0.097 W1  0.2017  83.882121  -4.685471
56728.41443 12.030  0.104 W2  0.2063  83.882123  -4.685474
56728.38558  0.207  0.142 W1mW2  0.2017  83.882121  -4.685471
56919.87920 12.193  0.102 W1  0.3172  83.882148  -4.685458
56919.87920 12.038  0.080 W2  0.3172  83.882148  -4.685458
56919.87920  0.155  0.130 W1mW2  0.3172  83.882148  -4.685458
57087.71794 12.225  0.134 W1  0.2653  83.882115  -4.685465
57087.71794 12.020  0.087 W2  0.2653  83.882115  -4.685465
57087.71794  0.205  0.160 W1mW2  0.2653  83.882115  -4.685465
57281.92751 12.154  0.110 W1  0.3222  83.882136  -4.685453
57281.92751 11.948  0.132 W2  0.3222  83.882136  -4.685453
57281.92751  0.205  0.171 W1mW2  0.3222  83.882136  -4.685453
57446.78737 12.214  0.102 W1  0.2518  83.882132  -4.685467
57446.78737 12.030  0.085 W2  0.2518  83.882132  -4.685467
57446.78737  0.184  0.133 W1mW2  0.2518  83.882132  -4.685467
57646.74114 12.236  0.086 W1  0.3110  83.882152  -4.685461
57646.74114 12.043  0.082 W2  0.3110  83.882152  -4.685461
57646.74114  0.193  0.119 W1mW2  0.3110  83.882152  -4.685461
57811.67235 12.245  0.096 W1  0.2734  83.882130  -4.685453
57811.67235 12.072  0.093 W2  0.2734  83.882130  -4.685453
57811.67235  0.174  0.134 W1mW2  0.2734  83.882130  -4.685453
58013.13246 12.223  0.102 W1  0.3230  83.882153  -4.685452
58013.13246 12.034  0.087 W2  0.3230  83.882153  -4.685452
58013.13246  0.189  0.134 W1mW2  0.3230  83.882153  -4.685452
58168.65240 12.167  0.082 W1  0.2597  83.882130  -4.685452
58168.65240 12.012  0.073 W2  0.2597  83.882130  -4.685452
58168.65240  0.155  0.110 W1mW2  0.2597  83.882130  -4.685452
58377.31270 12.284  0.088 W1  0.3155  83.882151  -4.685451
58377.31270 12.079  0.105 W2  0.3155  83.882151  -4.685451
58377.31270  0.204  0.137 W1mW2  0.3155  83.882151  -4.685451
58535.09556 12.256  0.164 W1  0.2813  83.882129  -4.685443
58535.09556 12.069  0.137 W2  0.2813  83.882129  -4.685443
58535.09556  0.187  0.213 W1mW2  0.2813  83.882129  -4.685443
58741.99674 12.270  0.091 W1  0.3086  83.882157  -4.685466
58741.99674 12.101  0.091 W2  0.3086  83.882157  -4.685466
58741.99674  0.169  0.129 W1mW2  0.3086  83.882157  -4.685466
58899.34466 12.272  0.087 W1  0.2886  83.882131  -4.685448
58899.34466 12.097  0.113 W2  0.2886  83.882131  -4.685448
58899.34466  0.175  0.143 W1mW2  0.2886  83.882131  -4.685448
59108.72631 12.276  0.107 W1  0.3400  83.882152  -4.685458
59108.72631 12.089  0.087 W2  0.3400  83.882152  -4.685458
59108.72631  0.187  0.138 W1mW2  0.3400  83.882152  -4.685458
