# MJD mag magerr filter flag distance ra dec
55364.83768 12.321  0.099 W1 10  1.0319 328.392499  47.267744
55364.83768 12.492  0.304 W2 10  1.0319 328.392499  47.267744
55364.83768 -0.171  0.320 W1mW2 10  1.0319 328.392499  47.267744
