# MJD mag magerr filter distance ra dec
55262.79848 11.035  0.036 W1  0.3150  83.246871  -5.407246
55262.79848 10.803  0.036 W2  0.3150  83.246871  -5.407246
55262.79848  0.231  0.051 W1mW2  0.3150  83.246871  -5.407246
55263.31302 11.042  0.033 W1  0.2896  83.246870  -5.407237
55263.31302 10.836  0.039 W2  0.2896  83.246870  -5.407237
55263.31302  0.206  0.052 W1mW2  0.2896  83.246870  -5.407237
56724.50507 11.044  0.030 W1  0.2845  83.246884  -5.407227
56724.50507 10.768  0.038 W2  0.2845  83.246884  -5.407227
56724.50507  0.276  0.048 W1mW2  0.2845  83.246884  -5.407227
56727.67678 11.057  0.123 W1  0.3950  83.246913  -5.407213
56727.67678 10.842  0.153 W2  0.3950  83.246913  -5.407213
56727.67678  0.215  0.196 W1mW2  0.3950  83.246913  -5.407213
56728.24199 11.017  0.024 W1  0.3235  83.246882  -5.407243
56728.24199 10.754  0.035 W2  0.3235  83.246882  -5.407243
56728.24199  0.262  0.043 W1mW2  0.3235  83.246882  -5.407243
56915.66992 10.971  0.019 W1  0.3252  83.246881  -5.407245
56915.66992 10.699  0.021 W2  0.3252  83.246881  -5.407245
56915.66992  0.272  0.028 W1mW2  0.3252  83.246881  -5.407245
56918.89278 11.027  0.029 W1  0.3067  83.246897  -5.407220
56918.89278 10.752  0.028 W2  0.3067  83.246897  -5.407220
56918.89278  0.276  0.041 W1mW2  0.3067  83.246897  -5.407220
56919.45478 10.948  0.022 W1  0.3202  83.246891  -5.407235
56919.45478 10.692  0.037 W2  0.3202  83.246891  -5.407235
56919.45478  0.256  0.043 W1mW2  0.3202  83.246891  -5.407235
57086.76376 11.040  0.024 W1  0.3585  83.246890  -5.407250
57086.76376 10.780  0.043 W2  0.3585  83.246890  -5.407250
57086.76376  0.260  0.049 W1mW2  0.3585  83.246890  -5.407250
57087.26569 11.020  0.024 W1  0.3137  83.246879  -5.407242
57087.26569 10.766  0.029 W2  0.3137  83.246879  -5.407242
57087.26569  0.254  0.038 W1mW2  0.3137  83.246879  -5.407242
57280.79614 11.040  0.023 W1  0.2871  83.246888  -5.407221
57280.79614 10.780  0.024 W2  0.2871  83.246888  -5.407221
57280.79614  0.259  0.033 W1mW2  0.2871  83.246888  -5.407221
57281.35367 11.042  0.039 W1  0.3412  83.246893  -5.407240
57281.35367 10.772  0.040 W2  0.3412  83.246893  -5.407240
57281.35367  0.270  0.055 W1mW2  0.3412  83.246893  -5.407240
57445.74985 11.035  0.020 W1  0.2853  83.246880  -5.407231
57445.74985 10.818  0.025 W2  0.2853  83.246880  -5.407231
57445.74985  0.217  0.032 W1mW2  0.2853  83.246880  -5.407231
57446.29880 11.036  0.021 W1  0.3447  83.246892  -5.407243
57446.29880 10.815  0.033 W2  0.3447  83.246892  -5.407243
57446.29880  0.220  0.039 W1mW2  0.3447  83.246892  -5.407243
57644.96309 11.067  0.018 W1  0.2844  83.246881  -5.407230
57644.96309 10.806  0.021 W2  0.2844  83.246881  -5.407230
57644.96309  0.261  0.028 W1mW2  0.2844  83.246881  -5.407230
