# MJD mag magerr filter distance ra dec
55283.61439 11.958  0.048 W1  1.0770 277.769367  -3.214115
55283.61439 11.399  0.063 W2  1.0770 277.769367  -3.214115
55283.61439  0.559  0.079 W1mW2  1.0770 277.769367  -3.214115
55284.15908 11.910  0.034 W1  1.0647 277.769365  -3.214111
55284.15908 11.386  0.054 W2  1.0647 277.769365  -3.214111
55284.15908  0.524  0.064 W1mW2  1.0647 277.769365  -3.214111
55292.14228 11.861  0.029 W1  1.0823 277.769371  -3.214114
55292.14228 11.272  0.030 W2  1.0823 277.769371  -3.214114
55292.14228  0.589  0.042 W1mW2  1.0823 277.769371  -3.214114
56747.88117 12.067  0.026 W1  1.1614 277.769385  -3.214131
56747.88117 11.528  0.028 W2  1.1614 277.769385  -3.214131
56747.88117  0.539  0.038 W1mW2  1.1614 277.769385  -3.214131
56748.41981 12.069  0.060 W1  1.0682 277.769367  -3.214111
56748.41981 11.557  0.075 W2  1.0682 277.769367  -3.214111
56748.41981  0.513  0.096 W1mW2  1.0682 277.769367  -3.214111
56927.76348 11.985  0.039 W1  1.0579 277.769365  -3.214109
56927.76348 11.499  0.060 W2  1.0579 277.769365  -3.214109
56927.76348  0.485  0.072 W1mW2  1.0579 277.769365  -3.214109
56928.23049 12.018  0.056 W1  1.0896 277.769338  -3.214140
56928.23049 11.552  0.096 W2  1.0896 277.769338  -3.214140
56928.23049  0.466  0.111 W1mW2  1.0896 277.769338  -3.214140
56932.14362 12.080  0.025 W1  0.9226 277.769339  -3.214083
56932.14362 11.510  0.034 W2  0.9226 277.769339  -3.214083
56932.14362  0.570  0.042 W1mW2  0.9226 277.769339  -3.214083
57109.85628 11.944  0.053 W1  1.1021 277.769390  -3.214098
57109.85628 11.485  0.050 W2  1.1021 277.769390  -3.214098
57109.85628  0.460  0.073 W1mW2  1.1021 277.769390  -3.214098
57110.30931 11.934  0.033 W1  1.0775 277.769361  -3.214120
57110.30931 11.422  0.042 W2  1.0775 277.769361  -3.214120
57110.30931  0.512  0.053 W1mW2  1.0775 277.769361  -3.214120
57286.59961 12.005  0.042 W1  1.0801 277.769370  -3.214114
57286.59961 11.497  0.035 W2  1.0801 277.769370  -3.214114
57286.59961  0.508  0.055 W1mW2  1.0801 277.769370  -3.214114
57289.69191 11.995  0.044 W1  1.0205 277.769341  -3.214114
57289.69191 11.497  0.046 W2  1.0205 277.769341  -3.214114
57289.69191  0.499  0.064 W1mW2  1.0205 277.769341  -3.214114
57290.15807 12.001  0.027 W1  1.1069 277.769356  -3.214134
57290.15807 11.511  0.043 W2  1.1069 277.769356  -3.214134
57290.15807  0.490  0.051 W1mW2  1.1069 277.769356  -3.214134
57474.50743 11.874  0.033 W1  1.0392 277.769361  -3.214105
57474.50743 11.381  0.038 W2  1.0392 277.769361  -3.214105
57474.50743  0.493  0.050 W1mW2  1.0392 277.769361  -3.214105
57475.06453 11.887  0.024 W1  1.0108 277.769369  -3.214089
57475.06453 11.349  0.029 W2  1.0108 277.769369  -3.214089
57475.06453  0.538  0.038 W1mW2  1.0108 277.769369  -3.214089
57478.80000 11.945  0.022 W1  1.0878 277.769341  -3.214139
57478.80000 11.379  0.035 W2  1.0878 277.769341  -3.214139
57478.80000  0.566  0.041 W1mW2  1.0878 277.769341  -3.214139
57648.68250 12.080  0.057 W1  1.0851 277.769345  -3.214133
57648.68250 11.609  0.065 W2  1.0851 277.769345  -3.214133
57648.68250  0.471  0.086 W1mW2  1.0851 277.769345  -3.214133
57649.18697 12.146  0.057 W1  1.0430 277.769316  -3.214141
57649.18697 11.627  0.043 W2  1.0430 277.769316  -3.214141
57649.18697  0.520  0.071 W1mW2  1.0430 277.769316  -3.214141
57841.51910 12.227  0.186 W1  0.9763 277.769348  -3.214092
57841.51315 11.712  0.049 W2  0.9823 277.769347  -3.214096
57841.51910  0.515  0.193 W1mW2  0.9763 277.769348  -3.214092
57842.03697 12.134  0.026 W1  1.0951 277.769337  -3.214145
57842.03697 11.715  0.037 W2  1.0951 277.769337  -3.214145
57842.03697  0.419  0.045 W1mW2  1.0951 277.769337  -3.214145
58008.89903 12.062  0.039 W1  0.9829 277.769321  -3.214117
58008.89903 11.503  0.043 W2  0.9829 277.769321  -3.214117
58008.89903  0.559  0.058 W1mW2  0.9829 277.769321  -3.214117
58009.37536 12.047  0.063 W1  1.0515 277.769349  -3.214116
58009.37536 11.548  0.051 W2  1.0515 277.769349  -3.214116
58009.37536  0.499  0.081 W1mW2  1.0515 277.769349  -3.214116
58205.62634 12.027  0.032 W1  1.0147 277.769354  -3.214104
58205.62634 11.556  0.050 W2  1.0147 277.769354  -3.214104
58205.62634  0.471  0.060 W1mW2  1.0147 277.769354  -3.214104
58206.14991 12.075  0.031 W1  1.0876 277.769357  -3.214126
58206.14991 11.577  0.071 W2  1.0876 277.769357  -3.214126
58206.14991  0.498  0.078 W1mW2  1.0876 277.769357  -3.214126
58369.65506 12.049  0.039 W1  1.0394 277.769353  -3.214112
58369.65506 11.569  0.057 W2  1.0394 277.769353  -3.214112
