# MJD mag magerr filter flag distance ra dec
55263.39384 10.694  0.024 W1 10  0.0228  83.670045  -5.444057
55263.98940 10.701  0.034 W1 10  0.0396  83.670038  -5.444049
55263.65858 10.740  0.029 W1 10  0.0523  83.670041  -5.444075
55263.26154 10.717  0.029 W1 10  0.0563  83.670041  -5.444076
55263.72466 10.659  0.022 W1 10  0.0625  83.670042  -5.444077
55263.59236 10.685  0.023 W1 10  0.0671  83.670059  -5.444058
55263.12923 10.695  0.024 W1 10  0.0718  83.670057  -5.444070
55262.99693 10.713  0.024 W1 10  0.0724  83.670059  -5.444067
55263.46006 10.729  0.030 W1 10  0.0918  83.670063  -5.444049
55264.12170 10.721  0.028 W1 10  0.0930  83.670029  -5.444083
55263.52615 10.668  0.032 W1 10  0.1271  83.670074  -5.444068
55263.52627 10.720  0.031 W1 10  0.1524  83.670080  -5.444075
55263.85697 10.562  0.025 W1 10  0.4731  83.670171  -5.444045
56919.48471 10.599  0.022 W1 10  0.0061  83.670042  -5.444060
56919.87933 10.532  0.021 W1 10  0.0075  83.670042  -5.444061
58898.57233 10.921  0.031 W1 10  0.0097  83.670038  -5.444062
57087.10155 10.845  0.025 W1 10  0.0147  83.670043  -5.444062
57810.56984 10.693  0.023 W1 10  0.0154  83.670044  -5.444059
58741.23368 10.940  0.023 W1 10  0.0154  83.670042  -5.444056
59108.07719 10.700  0.022 W1 10  0.0157  83.670044  -5.444059
57446.45441 10.381  0.020 W1 10  0.0238  83.670045  -5.444055
59108.79652 10.654  0.024 W1 10  0.0257  83.670046  -5.444056
57281.32094 10.664  0.021 W1 10  0.0259  83.670046  -5.444063
58741.29913 11.005  0.028 W1 10  0.0266  83.670047  -5.444057
57087.69252 10.875  0.024 W1 10  0.0280  83.670046  -5.444065
57810.76632 10.692  0.022 W1 10  0.0285  83.670033  -5.444064
58534.47388 10.960  0.035 W1 10  0.0298  83.670046  -5.444065
58168.35238 10.763  0.021 W1 10  0.0300  83.670035  -5.444067
57810.89723 10.735  0.026 W1 10  0.0360  83.670050  -5.444062
57087.95522 10.941  0.024 W1 10  0.0362  83.670043  -5.444051
58377.01838 10.591  0.028 W1  0  0.0375  83.670030  -5.444058
58899.42307 10.818  0.023 W1 10  0.0389  83.670049  -5.444065
58377.08383 10.590  0.022 W1 10  0.0390  83.670048  -5.444067
58535.32437 10.729  0.023 W1 10  0.0394  83.670043  -5.444070
56728.42306 10.234  0.018 W1  0  0.0395  83.670042  -5.444049
56920.07671 10.553  0.027 W1 10  0.0404  83.670048  -5.444068
57281.77999 10.685  0.023 W1 10  0.0414  83.670051  -5.444057
57646.01134 10.800  0.026 W1 10  0.0423  83.670046  -5.444050
57811.29019 10.728  0.022 W1 10  0.0430  83.670029  -5.444066
58377.47641 10.533  0.020 W1 10  0.0432  83.670047  -5.444050
58013.18879 10.311  0.024 W1 10  0.0439  83.670052  -5.444059
58748.10240 10.618  0.023 W1  5  0.0455  83.670046  -5.444049
57087.23283 10.918  0.025 W1 10  0.0458  83.670046  -5.444071
57811.02826 10.785  0.023 W1 10  0.0464  83.670052  -5.444065
58377.21473 10.531  0.021 W1 10  0.0468  83.670038  -5.444073
57810.83177 10.757  0.028 W1 10  0.0471  83.670046  -5.444048
57281.71441 10.604  0.022 W1 10  0.0496  83.670050  -5.444069
58168.09057 10.761  0.021 W1 10  0.0509  83.670041  -5.444074
59108.92730 10.693  0.023 W1 10  0.0539  83.670051  -5.444070
56919.81350 10.570  0.021 W1 10  0.0550  83.670053  -5.444068
58898.83439 10.848  0.027 W1 10  0.0550  83.670025  -5.444056
58534.60478 10.823  0.025 W1  5  0.0551  83.670045  -5.444075
58899.03062 10.784  0.026 W1 10  0.0555  83.670047  -5.444074
58741.10290 10.937  0.021 W1 10  0.0558  83.670054  -5.444053
57446.06119 10.482  0.021 W1  5  0.0564  83.670054  -5.444052
58012.99231 10.304  0.019 W1 10  0.0565  83.670050  -5.444072
57645.94576 10.788  0.022 W1 10  0.0573  83.670043  -5.444076
57446.32338 10.408  0.020 W1 10  0.0576  83.670045  -5.444045
