# MJD mag magerr filter distance ra dec
55263.65856  9.684  0.054 W1  0.2903  83.832479  -5.259723
55263.65856  7.478  0.058 W2  0.2903  83.832479  -5.259723
55263.65856  2.206  0.080 W1mW2  0.2903  83.832479  -5.259723
56728.21093  9.680  0.115 W1  0.1968  83.832484  -5.259733
56728.21093  7.541  0.059 W2  0.1968  83.832484  -5.259733
56728.21093  2.139  0.129 W1mW2  0.1968  83.832484  -5.259733
56919.39699  9.769  0.057 W1  0.4007  83.832479  -5.259676
56919.39699  7.655  0.054 W2  0.4007  83.832479  -5.259676
56919.39699  2.113  0.078 W1mW2  0.4007  83.832479  -5.259676
57087.59406  9.777  0.060 W1  0.1513  83.832481  -5.259749
57087.59406  7.687  0.056 W2  0.1513  83.832481  -5.259749
57087.59406  2.090  0.082 W1mW2  0.1513  83.832481  -5.259749
57281.97682  9.911  0.082 W1  0.4795  83.832503  -5.259665
57281.97682  7.766  0.079 W2  0.4795  83.832503  -5.259665
57281.97682  2.144  0.114 W1mW2  0.4795  83.832503  -5.259665
57446.74291 10.126  0.088 W1  0.3022  83.832432  -5.259732
57446.74291  7.895  0.055 W2  0.3022  83.832432  -5.259732
57446.74291  2.231  0.104 W1mW2  0.3022  83.832432  -5.259732
57646.62891  9.679  0.056 W1  0.4192  83.832495  -5.259667
57646.62891  7.567  0.055 W2  0.4192  83.832495  -5.259667
57646.62891  2.113  0.079 W1mW2  0.4192  83.832495  -5.259667
57811.90418  9.783  0.069 W1  0.1471  83.832490  -5.259747
57811.90418  7.685  0.054 W2  0.1471  83.832490  -5.259747
57811.90418  2.098  0.088 W1mW2  0.1471  83.832490  -5.259747
58013.14504  9.738  0.080 W1  0.3620  83.832507  -5.259691
58013.14504  7.661  0.060 W2  0.3620  83.832507  -5.259691
58013.14504  2.076  0.100 W1mW2  0.3620  83.832507  -5.259691
58169.22269  9.948  0.109 W1  0.1912  83.832489  -5.259739
58169.22269  7.754  0.051 W2  0.1912  83.832489  -5.259739
58169.22269  2.194  0.120 W1mW2  0.1912  83.832489  -5.259739
58377.16556 10.031  0.091 W1  0.4575  83.832481  -5.259657
58377.16556  7.832  0.062 W2  0.4575  83.832481  -5.259657
58377.16556  2.199  0.110 W1mW2  0.4575  83.832481  -5.259657
58535.10014  9.868  0.054 W1  0.2102  83.832535  -5.259744
58535.10014  7.741  0.072 W2  0.2102  83.832535  -5.259744
58535.10014  2.128  0.090 W1mW2  0.2102  83.832535  -5.259744
58741.44445  9.843  0.084 W1  0.2940  83.832526  -5.259706
58741.44445  7.714  0.058 W2  0.2940  83.832526  -5.259706
58741.44445  2.129  0.102 W1mW2  0.2940  83.832526  -5.259706
58899.16146  9.796  0.094 W1  0.1163  83.832503  -5.259767
58899.16146  7.670  0.049 W2  0.1163  83.832503  -5.259767
58899.16146  2.127  0.107 W1mW2  0.1163  83.832503  -5.259767
59108.54936  9.713  0.061 W1  0.3222  83.832508  -5.259698
59108.54936  7.619  0.057 W2  0.3222  83.832508  -5.259698
59108.54936  2.093  0.084 W1mW2  0.3222  83.832508  -5.259698
