# MJD mag magerr filter distance ra dec
55264.98238  9.271  0.025 W1  1.3538  85.391619  -1.897917
55264.98238  8.474  0.052 W2  1.3538  85.391619  -1.897917
55264.98238  0.797  0.058 W1mW2  1.3538  85.391619  -1.897917
55265.50346  9.134  0.082 W1  1.4500  85.391696  -1.897904
55265.50346  8.481  0.088 W2  1.4500  85.391696  -1.897904
55265.50346  0.653  0.120 W1mW2  1.4500  85.391696  -1.897904
55266.10715  8.899  0.039 W1  2.2604  85.391449  -1.898186
55266.10715  8.372  0.053 W2  2.2604  85.391449  -1.898186
55266.10715  0.527  0.066 W1mW2  2.2604  85.391449  -1.898186
58742.99922  9.434  0.020 W1  2.5029  85.391735  -1.898214
58742.99922 11.795  0.142 W2  2.5029  85.391735  -1.898214
58742.99922 -2.361  0.143 W1mW2  2.5029  85.391735  -1.898214
58743.06467  9.358  0.018 W1  2.5386  85.391720  -1.898230
59110.23455  9.391  0.018 W1  1.6319  85.391497  -1.898013
59110.23455 11.142  0.082 W2  1.6319  85.391497  -1.898013
59110.23455 -1.751  0.084 W1mW2  1.6319  85.391497  -1.898013
