# MJD mag magerr filter distance ra dec
55282.88017 13.023  0.156 W1  1.8463 277.390957  -4.004666
55282.88017 12.325  0.290 W2  1.8463 277.390957  -4.004666
55282.88017  0.698  0.330 W1mW2  1.8463 277.390957  -4.004666
55283.42413 13.101  0.066 W1  1.6529 277.390907  -4.004621
55283.42413 12.484  0.125 W2  1.6529 277.390907  -4.004621
55283.42413  0.617  0.141 W1mW2  1.6529 277.390907  -4.004621
56747.74963 12.959  0.092 W1  2.1843 277.390967  -4.004757
56747.74963 12.423  0.111 W2  2.1843 277.390967  -4.004757
56747.74963  0.536  0.145 W1mW2  2.1843 277.390967  -4.004757
56748.22364 12.932  0.071 W1  2.2416 277.390999  -4.004769
56748.22364 12.452  0.096 W2  2.2416 277.390999  -4.004769
56748.22364  0.480  0.119 W1mW2  2.2416 277.390999  -4.004769
56927.45206 13.033  0.073 W1  1.9714 277.390928  -4.004707
56927.45206 12.461  0.113 W2  1.9714 277.390928  -4.004707
56927.45206  0.572  0.135 W1mW2  1.9714 277.390928  -4.004707
56928.06595 13.140  0.047 W1  2.1559 277.391006  -4.004726
56928.06595 12.386  0.101 W2  2.1559 277.391006  -4.004726
56928.06595  0.755  0.111 W1mW2  2.1559 277.391006  -4.004726
56932.14349 13.141  0.037 W1  1.6539 277.390850  -4.004629
56932.14349 12.517  0.065 W2  1.6539 277.390850  -4.004629
56932.14349  0.624  0.075 W1mW2  1.6539 277.390850  -4.004629
57109.74697 13.045  0.082 W1  1.9233 277.390938  -4.004692
57109.74697 12.439  0.095 W2  1.9233 277.390938  -4.004692
57109.74697  0.606  0.126 W1mW2  1.9233 277.390938  -4.004692
57110.28318 13.005  0.095 W1  2.2062 277.390992  -4.004758
57110.28318 12.487  0.154 W2  2.2062 277.390992  -4.004758
57110.28318  0.518  0.181 W1mW2  2.2062 277.390992  -4.004758
57286.41092 12.989  0.064 W1  2.0712 277.390940  -4.004729
57286.41092 12.501  0.115 W2  2.0712 277.390940  -4.004729
57286.41092  0.488  0.131 W1mW2  2.0712 277.390940  -4.004729
57288.96084 13.094  0.036 W1  2.3341 277.391017  -4.004791
57288.96084 12.522  0.063 W2  2.3341 277.391017  -4.004791
57288.96084  0.572  0.073 W1mW2  2.3341 277.391017  -4.004791
57289.46376 13.130  0.122 W1  2.0674 277.390957  -4.004725
57289.46376 12.629  0.100 W2  2.0674 277.390957  -4.004725
57289.46376  0.501  0.158 W1mW2  2.0674 277.390957  -4.004725
57473.75393 13.172  0.093 W1  2.1051 277.390954  -4.004735
57473.75393 12.580  0.070 W2  2.1051 277.390954  -4.004735
57473.75393  0.592  0.117 W1mW2  2.1051 277.390954  -4.004735
57474.30631 13.321  0.158 W1  2.2399 277.390957  -4.004775
57474.30631 12.744  0.137 W2  2.2399 277.390957  -4.004775
57474.30631  0.578  0.209 W1mW2  2.2399 277.390957  -4.004775
57647.87659 13.141  0.040 W1  1.8929 277.390978  -4.004675
57647.87659 12.364  0.053 W2  1.8929 277.390978  -4.004675
57647.87659  0.777  0.066 W1mW2  1.8929 277.390978  -4.004675
57648.39472 13.096  0.130 W1  1.9109 277.390905  -4.004691
57648.39472 12.538  0.103 W2  1.9109 277.390905  -4.004691
57648.39472  0.558  0.166 W1mW2  1.9109 277.390905  -4.004691
57840.79296 13.059  0.124 W1  2.0604 277.390931  -4.004732
57840.79296 12.682  0.183 W2  2.0604 277.390931  -4.004732
57840.79296  0.377  0.221 W1mW2  2.0604 277.390931  -4.004732
57841.30864 13.071  0.090 W1  2.1925 277.390958  -4.004762
57841.30864 12.562  0.103 W2  2.1925 277.390958  -4.004762
57841.30864  0.509  0.137 W1mW2  2.1925 277.390958  -4.004762
58008.65339 13.058  0.096 W1  1.8501 277.390899  -4.004676
58008.65339 12.490  0.123 W2  1.8501 277.390899  -4.004676
58008.65339  0.568  0.156 W1mW2  1.8501 277.390899  -4.004676
58009.22631 12.957  0.100 W1  2.1671 277.390996  -4.004748
58009.22631 12.442  0.089 W2  2.1671 277.390996  -4.004748
58009.22631  0.515  0.134 W1mW2  2.1671 277.390996  -4.004748
58204.90658 13.046  0.042 W1  2.7348 277.391155  -4.004857
58204.90658 12.732  0.074 W2  2.7348 277.391155  -4.004857
58204.90658  0.314  0.085 W1mW2  2.7348 277.391155  -4.004857
58205.44801 13.091  0.093 W1  1.9323 277.390931  -4.004696
58205.44801 12.516  0.115 W2  1.9323 277.390931  -4.004696
58205.44801  0.575  0.148 W1mW2  1.9323 277.390931  -4.004696
58368.93509 13.206  0.042 W1  1.4351 277.390892  -4.004564
58368.93509 12.518  0.058 W2  1.4351 277.390892  -4.004564
58368.93509  0.688  0.072 W1mW2  1.4351 277.390892  -4.004564
58369.44066 13.009  0.120 W1  2.0111 277.390912  -4.004721
58369.44066 12.413  0.108 W2  2.0111 277.390912  -4.004721
58369.44066  0.596  0.161 W1mW2  2.0111 277.390912  -4.004721
58569.49551 13.010  0.142 W1  2.0967 277.390959  -4.004735
58569.49551 12.411  0.153 W2  2.0967 277.390959  -4.004735
58569.49551  0.599  0.209 W1mW2  2.0967 277.390959  -4.004735
58571.95292 13.102  0.184 W1  2.1981 277.390944  -4.004770
58571.95292 12.611  0.060 W2  2.1981 277.390944  -4.004770
58571.95292  0.491  0.193 W1mW2  2.1981 277.390944  -4.004770
58572.47623 13.180  0.170 W1  2.1378 277.390958  -4.004749
58572.47623 12.575  0.133 W2  2.1378 277.390958  -4.004749
58572.47623  0.605  0.216 W1mW2  2.1378 277.390958  -4.004749
58732.95736 13.008  0.036 W1  2.5376 277.391027  -4.004847
58732.95736 12.439  0.060 W2  2.5376 277.391027  -4.004847
58732.95736  0.569  0.070 W1mW2  2.5376 277.391027  -4.004847
58733.44427 12.987  0.118 W1  1.9067 277.390959  -4.004679
58733.44427 12.412  0.132 W2  1.9067 277.390959  -4.004679
58733.44427  0.576  0.177 W1mW2  1.9067 277.390959  -4.004679
58735.96597 12.915  0.035 W1  1.4436 277.390866  -4.004569
58735.96597 12.247  0.068 W2  1.4436 277.390866  -4.004569
58735.96597  0.668  0.076 W1mW2  1.4436 277.390866  -4.004569
58736.53513 13.155  0.135 W1  1.8784 277.390898  -4.004684
58736.53513 12.479  0.159 W2  1.8784 277.390898  -4.004684
58736.53513  0.676  0.208 W1mW2  1.8784 277.390898  -4.004684
58936.57971 13.059  0.109 W1  1.9817 277.390912  -4.004711
58936.57971 12.529  0.081 W2  1.9817 277.390912  -4.004711
58936.57971  0.530  0.136 W1mW2  1.9817 277.390912  -4.004711
58937.12907 12.980  0.095 W1  2.1737 277.391022  -4.004743
58937.12907 12.506  0.101 W2  2.1737 277.391022  -4.004743
58937.12907  0.475  0.139 W1mW2  2.1737 277.391022  -4.004743
59100.56561 13.137  0.121 W1  1.8272 277.390890  -4.004672
59100.56561 12.490  0.101 W2  1.8272 277.390890  -4.004672
59100.56561  0.648  0.158 W1mW2  1.8272 277.390890  -4.004672
59101.17593 12.889  0.116 W1  2.6768 277.391027  -4.004886
59101.17593 12.398  0.105 W2  2.6768 277.391027  -4.004886
59101.17593  0.491  0.157 W1mW2  2.6768 277.391027  -4.004886
