# MJD mag magerr filter flag distance ra dec
55263.79075 12.037  0.028 W1 10  0.1518  83.951258  -5.836447
55263.98927 11.991  0.028 W1 10  0.1795  83.951264  -5.836463
55264.12158 11.978  0.025 W1 10  0.1887  83.951281  -5.836472
55264.38619 11.991  0.039 W1 10  0.2116  83.951276  -5.836477
55263.72466 11.979  0.032 W1 10  0.2241  83.951317  -5.836476
55263.26154 12.156  0.047 W1 10  0.2413  83.951239  -5.836464
55264.25388 11.975  0.028 W1 10  0.2505  83.951294  -5.836489
55263.65845 11.960  0.025 W1 10  0.2726  83.951266  -5.836492
55263.85697 11.975  0.027 W1 10  0.2780  83.951269  -5.836494
55263.92306 12.033  0.030 W1 10  0.2945  83.951270  -5.836499
55263.52615 12.063  0.035 W1 10  0.3047  83.951259  -5.836499
55263.39384 12.046  0.030 W1 10  0.3271  83.951271  -5.836509
55264.38631 12.128  0.041 W1 10  0.3786  83.951244  -5.836515
57810.56971 11.958  0.030 W1 10  0.0701  83.951277  -5.836434
57446.58544 12.047  0.029 W1  5  0.0829  83.951303  -5.836439
58377.28018 12.079  0.030 W1 10  0.0855  83.951270  -5.836432
57811.42110 11.955  0.033 W1 10  0.1027  83.951282  -5.836448
58741.29926 11.997  0.028 W1  5  0.1131  83.951273  -5.836447
58013.31969 12.038  0.032 W1 10  0.1168  83.951274  -5.836448
57646.20795 12.011  0.027 W1 10  0.1207  83.951285  -5.836453
57810.83177 12.059  0.032 W1 10  0.1243  83.951309  -5.836449
57645.61825 12.087  0.031 W1 10  0.1273  83.951259  -5.836437
56728.55473 12.045  0.029 W1  0  0.1307  83.951302  -5.836454
56919.48484 12.046  0.028 W1  5  0.1318  83.951321  -5.836440
57281.58338 11.948  0.025 W1  5  0.1318  83.951280  -5.836455
56920.20825 11.972  0.023 W1 10  0.1353  83.951273  -5.836454
58741.16835 12.055  0.026 W1 10  0.1366  83.951277  -5.836456
56920.07671 11.947  0.023 W1 10  0.1420  83.951269  -5.836453
58899.68462 12.049  0.025 W1 10  0.1425  83.951284  -5.836459
57646.20782 12.044  0.030 W1 10  0.1425  83.951265  -5.836451
58899.09556 12.061  0.025 W1 10  0.1449  83.951264  -5.836451
58013.05788 12.046  0.028 W1 10  0.1490  83.951293  -5.836461
58741.43003 12.142  0.028 W1 10  0.1499  83.951292  -5.836462
58742.14962 12.059  0.029 W1 10  0.1514  83.951281  -5.836461
59108.73120 12.111  0.030 W1  5  0.1515  83.951269  -5.836457
59108.20810 12.040  0.024 W1 10  0.1524  83.951319  -5.836451
57645.74928 12.045  0.030 W1 10  0.1530  83.951289  -5.836462
56920.01100 12.017  0.026 W1 10  0.1564  83.951282  -5.836463
58899.42307 12.055  0.037 W1 10  0.1574  83.951267  -5.836457
56920.47133 12.012  0.024 W1  5  0.1579  83.951292  -5.836464
59108.33887 12.070  0.027 W1 10  0.1584  83.951259  -5.836451
58534.73556 11.992  0.033 W1 10  0.1692  83.951286  -5.836467
56919.74792 11.974  0.023 W1 10  0.1705  83.951299  -5.836467
56728.62056 11.977  0.029 W1  0  0.1731  83.951280  -5.836467
58535.06269 12.056  0.028 W1 10  0.1734  83.951286  -5.836468
57446.91321 12.130  0.029 W1  5  0.1739  83.951249  -5.836445
59108.79665 12.028  0.028 W1 10  0.1768  83.951281  -5.836468
58377.34563 12.037  0.027 W1 10  0.1770  83.951264  -5.836462
58741.75704 12.251  0.048 W1 10  0.1772  83.951302  -5.836468
