# MJD mag magerr filter distance ra dec
55255.41676  9.396  0.044 W1  1.4258 247.396237 -24.602919
55255.41676  9.104  0.050 W2  1.4258 247.396237 -24.602919
55255.41676  0.292  0.066 W1mW2  1.4258 247.396237 -24.602919
56719.42350  9.415  0.022 W1  1.3889 247.396199 -24.602970
56719.42350  9.122  0.024 W2  1.3889 247.396199 -24.602970
56719.42350  0.293  0.033 W1mW2  1.3889 247.396199 -24.602970
56898.79281  9.432  0.030 W1  1.3768 247.396194 -24.602971
56898.79281  9.248  0.429 W2  1.3768 247.396194 -24.602971
56898.79281  0.184  0.430 W1mW2  1.3768 247.396194 -24.602971
57081.32492  9.415  0.018 W1  1.3931 247.396202 -24.602967
57081.32492  9.121  0.022 W2  1.3931 247.396202 -24.602967
57081.32492  0.294  0.028 W1mW2  1.3931 247.396202 -24.602967
57259.70121  9.406  0.038 W1  1.3756 247.396185 -24.602981
57259.70121  9.125  0.068 W2  1.3756 247.396185 -24.602981
57259.70121  0.281  0.078 W1mW2  1.3756 247.396185 -24.602981
57445.56528  9.397  0.033 W1  1.3998 247.396202 -24.602971
57445.56528  9.120  0.030 W2  1.3998 247.396202 -24.602971
57445.56528  0.277  0.044 W1mW2  1.3998 247.396202 -24.602971
57619.14597  9.416  0.034 W1  1.3874 247.396192 -24.602978
57619.14597  9.132  0.021 W2  1.3874 247.396192 -24.602978
57619.14597  0.284  0.040 W1mW2  1.3874 247.396192 -24.602978
57812.70394  9.411  0.022 W1  1.3892 247.396194 -24.602978
57812.70394  9.105  0.049 W2  1.3892 247.396194 -24.602978
57812.70394  0.305  0.054 W1mW2  1.3892 247.396194 -24.602978
57979.58870  9.403  0.044 W1  1.4037 247.396189 -24.602992
57979.58870  9.123  0.034 W2  1.4037 247.396189 -24.602992
57979.58870  0.280  0.056 W1mW2  1.4037 247.396189 -24.602992
58176.86626  9.419  0.021 W1  1.3713 247.396184 -24.602983
58176.86626  9.126  0.020 W2  1.3713 247.396184 -24.602983
58176.86626  0.293  0.029 W1mW2  1.3713 247.396184 -24.602983
58339.99000  9.399  0.050 W1  1.3950 247.396183 -24.602997
58339.99000  9.137  0.026 W2  1.3950 247.396183 -24.602997
58339.99000  0.262  0.057 W1mW2  1.3950 247.396183 -24.602997
58543.66732  9.407  0.024 W1  1.4096 247.396192 -24.602987
58543.66732  9.114  0.072 W2  1.4096 247.396192 -24.602987
58543.66732  0.294  0.076 W1mW2  1.4096 247.396192 -24.602987
58705.89735  9.407  0.029 W1  1.4110 247.396183 -24.603005
58705.89735  9.117  0.065 W2  1.4110 247.396183 -24.603005
58705.89735  0.290  0.071 W1mW2  1.4110 247.396183 -24.603005
58908.16755  9.411  0.022 W1  1.4375 247.396197 -24.602999
58908.16755  9.128  0.020 W2  1.4375 247.396197 -24.602999
58908.16755  0.283  0.030 W1mW2  1.4375 247.396197 -24.602999
59071.35247  9.420  0.028 W1  1.3997 247.396172 -24.603011
59071.35247  9.151  0.030 W2  1.3997 247.396172 -24.603011
59071.35247  0.268  0.041 W1mW2  1.3997 247.396172 -24.603011
