# MJD mag magerr filter distance ra dec
55262.99680 10.128  0.020 W1  0.2220  83.650608  -6.092971
55262.99680  9.590  0.018 W2  0.2220  83.650608  -6.092971
55262.99680  0.538  0.027 W1mW2  0.2220  83.650608  -6.092971
55263.56469 10.141  0.062 W1  0.2990  83.650588  -6.092974
55263.56469  9.651  0.052 W2  0.2990  83.650588  -6.092974
55263.56469  0.489  0.081 W1mW2  0.2990  83.650588  -6.092974
55264.12158 10.197  0.022 W1  0.3015  83.650586  -6.092973
55264.12158  9.662  0.020 W2  0.3015  83.650586  -6.092973
55264.12158  0.535  0.030 W1mW2  0.3015  83.650586  -6.092973
56724.53785 10.144  0.018 W1  0.2754  83.650595  -6.092954
56724.53785  9.721  0.014 W2  0.2754  83.650595  -6.092954
56724.53785  0.423  0.023 W1mW2  0.2754  83.650595  -6.092954
56727.89614 10.292  0.017 W1  0.2466  83.650602  -6.092978
56727.89614  9.844  0.016 W2  0.2466  83.650602  -6.092978
56727.89614  0.448  0.023 W1mW2  0.2466  83.650602  -6.092978
56728.48222 10.283  0.023 W1  0.2396  83.650603  -6.092969
56728.48222  9.803  0.024 W2  0.2396  83.650603  -6.092969
56728.48222  0.480  0.033 W1mW2  0.2396  83.650603  -6.092969
56915.67005 10.332  0.015 W1  0.1780  83.650622  -6.092958
56915.67005  9.758  0.016 W2  0.1780  83.650622  -6.092958
56915.67005  0.574  0.022 W1mW2  0.1780  83.650622  -6.092958
56919.67118 10.204  0.040 W1  0.2263  83.650609  -6.092956
56919.67118  9.714  0.042 W2  0.2263  83.650609  -6.092956
56919.67118  0.491  0.059 W1mW2  0.2263  83.650609  -6.092956
56920.18202 10.153  0.022 W1  0.2381  83.650606  -6.092952
56920.18202  9.675  0.030 W2  0.2381  83.650606  -6.092952
56920.18202  0.478  0.037 W1mW2  0.2381  83.650606  -6.092952
57086.90436 10.006  0.030 W1  0.1726  83.650623  -6.092981
57086.90436  9.530  0.048 W2  0.1726  83.650623  -6.092981
57086.90436  0.476  0.056 W1mW2  0.1726  83.650623  -6.092981
57087.49541 10.114  0.044 W1  0.2467  83.650602  -6.092970
57087.49541  9.617  0.034 W2  0.2467  83.650602  -6.092970
57087.49541  0.497  0.056 W1mW2  0.2467  83.650602  -6.092970
57281.54165 10.025  0.029 W1  0.2327  83.650608  -6.092954
57281.54165  9.577  0.021 W2  0.2327  83.650608  -6.092954
57281.54165  0.448  0.036 W1mW2  0.2327  83.650608  -6.092954
57282.10814 10.041  0.016 W1  0.1969  83.650623  -6.092949
57282.10814  9.563  0.022 W2  0.1969  83.650623  -6.092949
57282.10814  0.478  0.027 W1mW2  0.1969  83.650623  -6.092949
57445.93003 10.051  0.019 W1  0.2372  83.650606  -6.092953
57445.93003  9.550  0.017 W2  0.2372  83.650606  -6.092953
57445.93003  0.501  0.025 W1mW2  0.2372  83.650606  -6.092953
57446.49606 10.095  0.034 W1  0.2265  83.650608  -6.092965
57446.49606  9.629  0.025 W2  0.2265  83.650608  -6.092965
57446.49606  0.466  0.042 W1mW2  0.2265  83.650608  -6.092965
57447.04424 10.075  0.015 W1  0.2618  83.650597  -6.092961
57447.04424  9.584  0.013 W2  0.2618  83.650597  -6.092961
57447.04424  0.491  0.020 W1mW2  0.2618  83.650597  -6.092961
57645.69206 10.114  0.023 W1  0.2006  83.650616  -6.092967
