# MJD mag magerr filter distance ra dec
55263.79075 14.092  0.090 W1  0.1724  84.291496  -5.808443
55263.79075 12.889  0.105 W2  0.1724  84.291496  -5.808443
55263.79075  1.203  0.139 W1mW2  0.1724  84.291496  -5.808443
55264.36641 14.174  0.100 W1  0.2401  84.291522  -5.808412
55264.36641 12.835  0.114 W2  0.2401  84.291522  -5.808412
55264.36641  1.339  0.152 W1mW2  0.2401  84.291522  -5.808412
56724.60382 14.187  0.079 W1  0.2131  84.291519  -5.808410
56724.60382 12.849  0.082 W2  0.2131  84.291519  -5.808410
56724.60382  1.338  0.114 W1mW2  0.2131  84.291519  -5.808410
56728.65346 14.187  0.078 W1  0.3283  84.291530  -5.808393
56728.67697 12.891  0.103 W2  0.3005  84.291518  -5.808392
56728.65346  1.295  0.129 W1mW2  0.3283  84.291530  -5.808393
56729.27905 14.099  0.108 W1  0.3640  84.291553  -5.808418
56729.27905 12.914  0.108 W2  0.3640  84.291553  -5.808418
56729.27905  1.185  0.152 W1mW2  0.3640  84.291553  -5.808418
56915.73582 14.073  0.088 W1  0.4180  84.291563  -5.808457
56915.73582 12.916  0.098 W2  0.4180  84.291563  -5.808457
56915.73582  1.157  0.132 W1mW2  0.4180  84.291563  -5.808457
56919.87946 14.007  0.062 W1  0.1097  84.291488  -5.808407
56919.87946 12.817  0.059 W2  0.1097  84.291488  -5.808407
56919.87946  1.190  0.086 W1mW2  0.1097  84.291488  -5.808407
56920.48929 14.066  0.106 W1  0.2400  84.291514  -5.808404
56920.48929 12.877  0.104 W2  0.2400  84.291514  -5.808404
56920.48929  1.188  0.149 W1mW2  0.2400  84.291514  -5.808404
57087.78002 14.126  0.157 W1  0.2533  84.291499  -5.808408
57087.78002 12.852  0.144 W2  0.2533  84.291499  -5.808408
57087.78002  1.274  0.213 W1mW2  0.2533  84.291499  -5.808408
57088.30227 14.074  0.106 W1  0.3210  84.291535  -5.808417
57088.30227 12.906  0.095 W2  0.3210  84.291535  -5.808417
57088.30227  1.168  0.142 W1mW2  0.3210  84.291535  -5.808417
57281.84570 14.061  0.087 W1  0.3058  84.291472  -5.808390
57281.84570 12.679  0.090 W2  0.3058  84.291472  -5.808390
57281.84570  1.382  0.125 W1mW2  0.3058  84.291472  -5.808390
57282.42296 14.075  0.110 W1  0.3306  84.291536  -5.808395
57282.42296 12.807  0.092 W2  0.3306  84.291536  -5.808395
57282.42296  1.268  0.143 W1mW2  0.3306  84.291536  -5.808395
57446.84767 14.012  0.066 W1  0.3044  84.291485  -5.808492
57446.84767 12.807  0.069 W2  0.3044  84.291485  -5.808492
57446.84767  1.205  0.095 W1mW2  0.3044  84.291485  -5.808492
57447.29992 14.012  0.077 W1  0.2760  84.291497  -5.808433
57447.29992 12.802  0.100 W2  0.2760  84.291497  -5.808433
57447.29992  1.210  0.127 W1mW2  0.2760  84.291497  -5.808433
57646.50268 14.024  0.117 W1  0.2951  84.291517  -5.808377
57646.50268 12.794  0.110 W2  0.2951  84.291517  -5.808377
57646.50268  1.230  0.160 W1mW2  0.2951  84.291517  -5.808377
57810.89722 14.025  0.117 W1  0.2751  84.291496  -5.808446
57810.89722 12.751  0.086 W2  0.2751  84.291496  -5.808446
57810.89722  1.274  0.145 W1mW2  0.2751  84.291496  -5.808446
57811.47930 13.980  0.099 W1  0.2142  84.291498  -5.808424
57811.47930 12.839  0.106 W2  0.2142  84.291498  -5.808424
57811.47930  1.141  0.145 W1mW2  0.2142  84.291498  -5.808424
57818.42828 13.951  0.057 W1  0.1361  84.291492  -5.808400
57818.42828 12.866  0.086 W2  0.1361  84.291492  -5.808400
57818.42828  1.085  0.103 W1mW2  0.1361  84.291492  -5.808400
58012.99243 14.207  0.067 W1  0.4162  84.291501  -5.808312
58012.99243 12.736  0.057 W2  0.4162  84.291501  -5.808312
58012.99243  1.471  0.088 W1mW2  0.4162  84.291501  -5.808312
58013.58754 14.088  0.122 W1  0.2757  84.291508  -5.808383
58013.58754 12.816  0.091 W2  0.2757  84.291508  -5.808383
58013.58754  1.272  0.152 W1mW2  0.2757  84.291508  -5.808383
58014.10537 14.047  0.056 W1  0.2771  84.291437  -5.808346
58014.10537 12.802  0.063 W2  0.2771  84.291437  -5.808346
58014.10537  1.245  0.084 W1mW2  0.2771  84.291437  -5.808346
58168.48975 14.029  0.121 W1  0.2494  84.291507  -5.808417
58168.48975 12.782  0.090 W2  0.2494  84.291507  -5.808417
58168.48975  1.247  0.151 W1mW2  0.2494  84.291507  -5.808417
58169.00684 14.055  0.112 W1  0.1507  84.291494  -5.808415
58169.00684 12.771  0.065 W2  0.1507  84.291494  -5.808415
58169.00684  1.284  0.130 W1mW2  0.1507  84.291494  -5.808415
58174.04609 13.924  0.052 W1  0.0860  84.291481  -5.808409
58174.04609 12.830  0.095 W2  0.0860  84.291481  -5.808409
58174.04609  1.094  0.108 W1mW2  0.0860  84.291481  -5.808409
58377.56572 14.102  0.100 W1  0.3701  84.291516  -5.808418
58377.56572 12.795  0.112 W2  0.3701  84.291516  -5.808418
58377.56572  1.307  0.150 W1mW2  0.3701  84.291516  -5.808418
58378.13071 14.168  0.085 W1  0.2962  84.291519  -5.808379
58378.13071 12.786  0.080 W2  0.2962  84.291519  -5.808379
58378.13071  1.382  0.117 W1mW2  0.2962  84.291519  -5.808379
58534.99724 14.084  0.057 W1  0.3101  84.291546  -5.808411
58534.99724 12.792  0.069 W2  0.3101  84.291546  -5.808411
58534.99724  1.292  0.089 W1mW2  0.3101  84.291546  -5.808411
58535.53252 14.082  0.113 W1  0.2598  84.291514  -5.808415
58535.53252 12.882  0.144 W2  0.2598  84.291514  -5.808415
58535.53252  1.200  0.183 W1mW2  0.2598  84.291514  -5.808415
58741.77579 14.224  0.139 W1  0.2979  84.291494  -5.808431
58741.77579 12.823  0.111 W2  0.2979  84.291494  -5.808431
58741.77579  1.401  0.177 W1mW2  0.2979  84.291494  -5.808431
58742.18884 14.122  0.149 W1  0.3515  84.291531  -5.808397
58742.18884 12.801  0.074 W2  0.3515  84.291531  -5.808397
58742.18884  1.321  0.166 W1mW2  0.3515  84.291531  -5.808397
58748.16836 14.167  0.063 W1  0.3360  84.291546  -5.808384
58748.16836 12.861  0.072 W2  0.3360  84.291546  -5.808384
58748.16836  1.306  0.096 W1mW2  0.3360  84.291546  -5.808384
58899.58097 14.140  0.103 W1  0.2273  84.291501  -5.808433
58899.58097 12.860  0.092 W2  0.2273  84.291501  -5.808433
58899.58097  1.280  0.138 W1mW2  0.2273  84.291501  -5.808433
58900.14247 14.012  0.094 W1  0.2036  84.291502  -5.808405
58900.14247 12.777  0.070 W2  0.2036  84.291502  -5.808405
58900.14247  1.235  0.117 W1mW2  0.2036  84.291502  -5.808405
59108.82275 14.246  0.157 W1  0.3391  84.291530  -5.808434
59108.82275 12.863  0.083 W2  0.3391  84.291530  -5.808434
59108.82275  1.383  0.177 W1mW2  0.3391  84.291530  -5.808434
59109.32912 14.167  0.101 W1  0.2973  84.291460  -5.808401
59109.32912 12.850  0.148 W2  0.2973  84.291460  -5.808401
59109.32912  1.317  0.179 W1mW2  0.2973  84.291460  -5.808401
