# MJD mag magerr filter distance ra dec
55288.11888  6.722  0.090 W1  0.8353 285.263544 -37.060986
55288.11888  6.708  0.064 W2  0.8353 285.263544 -37.060986
55288.11888  0.014  0.110 W1mW2  0.8353 285.263544 -37.060986
56934.01819  7.349  0.533 W1  1.2595 285.263318 -37.060996
56934.01819  7.349  1.021 W2  1.2595 285.263318 -37.060996
56934.01819 -0.000  1.152 W1mW2  1.2595 285.263318 -37.060996
57114.31264  7.181  0.374 W1  1.0566 285.263392 -37.060980
57114.30096  7.061  0.440 W2  1.0969 285.263356 -37.060998
57114.31264  0.119  0.578 W1mW2  1.0566 285.263392 -37.060980
57293.83321  6.877  0.340 W1  1.0011 285.263484 -37.061032
57293.83321  6.793  0.267 W2  1.0011 285.263484 -37.061032
57293.83321  0.085  0.432 W1mW2  1.0011 285.263484 -37.061032
57480.60031  7.432  0.906 W1  1.1392 285.263216 -37.061040
57480.41658  7.050  0.361 W2  1.0044 285.263274 -37.061012
57480.60031  0.382  0.975 W1mW2  1.1392 285.263216 -37.061040
57652.83133  7.652  1.329 W1  1.2993 285.263386 -37.060965
57652.79679  7.323  1.345 W2  1.2131 285.263394 -37.060919
57652.83133  0.330  1.891 W1mW2  1.2993 285.263386 -37.060965
57845.63538  7.517  1.044 W1  1.2084 285.263351 -37.060956
57845.65564  6.840  0.181 W2  0.8914 285.263346 -37.061044
57845.63538  0.677  1.060 W1mW2  1.2084 285.263351 -37.060956
58013.13360  7.196  0.569 W1  1.1371 285.263312 -37.060979
58013.07449  6.844  0.185 W2  1.0435 285.263386 -37.061022
58013.13360  0.352  0.598 W1mW2  1.1371 285.263312 -37.060979
58209.67387  6.899  0.565 W1  0.9014 285.263312 -37.060997
58209.67387  6.838  0.211 W2  0.9014 285.263312 -37.060997
58209.67387  0.061  0.603 W1mW2  0.9014 285.263312 -37.060997
58373.84590  7.597  1.229 W1  1.3801 285.263407 -37.060893
58373.90203  7.134  0.780 W2  1.2537 285.263470 -37.060994
58373.84590  0.463  1.455 W1mW2  1.3801 285.263407 -37.060893
58576.70361  7.580  1.177 W1  1.1287 285.263188 -37.061075
58576.75219  6.900  0.105 W2  1.0215 285.263255 -37.061060
58576.70361  0.680  1.182 W1mW2  1.1287 285.263188 -37.061075
58740.80716  7.112  0.689 W1  1.1360 285.263379 -37.061090
58740.81516  6.754  0.072 W2  1.0057 285.263461 -37.061081
58740.80716  0.358  0.693 W1mW2  1.1360 285.263379 -37.061090
58940.83675  7.429  0.990 W1  1.0198 285.263253 -37.061053
58940.84657  6.929  0.207 W2  0.8004 285.263344 -37.061010
58940.83675  0.501  1.012 W1mW2  1.0198 285.263253 -37.061053
58941.10822  7.823  1.003 W1  1.4982 285.263176 -37.061132
58941.10822  7.802  1.383 W2  1.4982 285.263176 -37.061132
58941.10822  0.021  1.708 W1mW2  1.4982 285.263176 -37.061132
59105.08801  7.185  0.882 W1  0.9902 285.263393 -37.061018
59105.09395  6.867  0.231 W2  1.0295 285.263417 -37.061046
59105.08801  0.319  0.912 W1mW2  0.9902 285.263393 -37.061018
