# MJD mag magerr filter distance ra dec
55281.72220  6.969  0.089 W1  1.4547 276.051638  -3.178441
55281.72220  6.942  0.053 W2  1.4547 276.051638  -3.178441
55281.72220  0.027  0.104 W1mW2  1.4547 276.051638  -3.178441
55282.27512  6.897  0.072 W1  1.3923 276.051624  -3.178429
55282.27512  6.926  0.070 W2  1.3923 276.051624  -3.178429
55282.27512 -0.029  0.101 W1mW2  1.3923 276.051624  -3.178429
56746.58644  6.981  0.143 W1  1.3044 276.051576  -3.178462
56746.58644  6.944  0.071 W2  1.3044 276.051576  -3.178462
56746.58644  0.037  0.160 W1mW2  1.3044 276.051576  -3.178462
56747.15700  6.994  0.135 W1  1.2786 276.051580  -3.178461
56747.15700  6.929  0.049 W2  1.2786 276.051580  -3.178461
56747.15700  0.065  0.144 W1mW2  1.2786 276.051580  -3.178461
56925.89573  6.925  0.141 W1  1.5027 276.051641  -3.178477
56925.89573  6.883  0.051 W2  1.5027 276.051641  -3.178477
56925.89573  0.042  0.150 W1mW2  1.5027 276.051641  -3.178477
56926.41363  6.911  0.138 W1  1.4790 276.051620  -3.178507
56926.41363  6.864  0.060 W2  1.4790 276.051620  -3.178507
56926.41363  0.046  0.150 W1mW2  1.4790 276.051620  -3.178507
57108.56096  6.918  0.183 W1  1.2315 276.051559  -3.178458
57108.56096  6.890  0.056 W2  1.2315 276.051559  -3.178458
57108.56096  0.028  0.192 W1mW2  1.2315 276.051559  -3.178458
57109.06838  6.905  0.129 W1  1.1982 276.051551  -3.178472
57109.06838  6.867  0.051 W2  1.1982 276.051551  -3.178472
57109.06838  0.038  0.139 W1mW2  1.1982 276.051551  -3.178472
57284.82859  6.953  0.130 W1  1.4400 276.051613  -3.178498
57284.82859  6.965  0.061 W2  1.4400 276.051613  -3.178498
57284.82859 -0.011  0.144 W1mW2  1.4400 276.051613  -3.178498
57285.37962  7.024  0.192 W1  1.4580 276.051616  -3.178489
57285.37962  6.980  0.063 W2  1.4580 276.051616  -3.178489
57285.37962  0.044  0.202 W1mW2  1.4580 276.051616  -3.178489
57287.78035  7.131  0.174 W1  1.4287 276.051618  -3.178480
57287.78035  7.011  0.050 W2  1.4287 276.051618  -3.178480
57287.78035  0.120  0.181 W1mW2  1.4287 276.051618  -3.178480
57288.35101  7.086  0.184 W1  1.5022 276.051629  -3.178488
57288.35101  6.982  0.058 W2  1.5022 276.051629  -3.178488
57288.35101  0.104  0.193 W1mW2  1.5022 276.051629  -3.178488
57472.71336  7.036  0.145 W1  1.2774 276.051578  -3.178460
57472.71336  7.029  0.056 W2  1.2774 276.051578  -3.178460
57472.71336  0.007  0.155 W1mW2  1.2774 276.051578  -3.178460
57473.22946  7.082  0.146 W1  1.3442 276.051602  -3.178456
57473.22946  7.032  0.048 W2  1.3442 276.051602  -3.178456
57473.22946  0.049  0.154 W1mW2  1.3442 276.051602  -3.178456
57478.66897  7.113  0.125 W1  1.2416 276.051590  -3.178389
57478.66897  7.023  0.047 W2  1.2416 276.051590  -3.178389
57478.66897  0.090  0.134 W1mW2  1.2416 276.051590  -3.178389
57646.74124  6.961  0.137 W1  1.4220 276.051624  -3.178453
57646.74124  6.942  0.057 W2  1.4220 276.051624  -3.178453
57646.74124  0.019  0.148 W1mW2  1.4220 276.051624  -3.178453
57647.30354  6.975  0.156 W1  1.5114 276.051625  -3.178517
57647.30354  6.952  0.050 W2  1.5114 276.051625  -3.178517
57647.30354  0.024  0.163 W1mW2  1.5114 276.051625  -3.178517
57839.74508  7.210  0.255 W1  1.2680 276.051558  -3.178493
57839.74508  7.030  0.180 W2  1.2680 276.051558  -3.178493
57839.74508  0.180  0.312 W1mW2  1.2680 276.051558  -3.178493
57840.21656  7.129  0.162 W1  1.3347 276.051610  -3.178414
57840.21656  6.900  0.070 W2  1.3347 276.051610  -3.178414
57840.21656  0.229  0.176 W1mW2  1.3347 276.051610  -3.178414
58007.58241  6.904  0.163 W1  1.4746 276.051626  -3.178491
58007.58241  6.925  0.057 W2  1.4746 276.051626  -3.178491
58007.58241 -0.021  0.172 W1mW2  1.4746 276.051626  -3.178491
58008.11348  6.961  0.126 W1  1.5528 276.051649  -3.178494
58008.11348  6.879  0.050 W2  1.5528 276.051649  -3.178494
58008.11348  0.082  0.136 W1mW2  1.5528 276.051649  -3.178494
58203.83315  6.985  0.171 W1  1.3065 276.051600  -3.178428
58203.83315  6.959  0.053 W2  1.3065 276.051600  -3.178428
58203.83315  0.026  0.180 W1mW2  1.3065 276.051600  -3.178428
58204.25195  7.002  0.202 W1  1.3083 276.051591  -3.178450
58204.25195  6.969  0.056 W2  1.3083 276.051591  -3.178450
58204.25195  0.033  0.210 W1mW2  1.3083 276.051591  -3.178450
58367.80647  6.990  0.182 W1  1.4080 276.051597  -3.178509
58367.80647  6.974  0.054 W2  1.4080 276.051597  -3.178509
58367.80647  0.016  0.190 W1mW2  1.4080 276.051597  -3.178509
58368.27357  6.976  0.201 W1  1.4915 276.051625  -3.178501
58368.27357  6.968  0.054 W2  1.4915 276.051625  -3.178501
58368.27357  0.007  0.208 W1mW2  1.4915 276.051625  -3.178501
58567.80892  7.070  0.185 W1  1.3222 276.051604  -3.178427
58567.80892  6.963  0.080 W2  1.3222 276.051604  -3.178427
58567.80892  0.107  0.201 W1mW2  1.3222 276.051604  -3.178427
58568.35100  7.062  0.197 W1  1.2739 276.051528  -3.178498
58568.35100  6.996  0.058 W2  1.2739 276.051528  -3.178498
58568.35100  0.066  0.205 W1mW2  1.2739 276.051528  -3.178498
58570.81879  7.026  0.220 W1  1.0947 276.051522  -3.178450
58570.81879  6.980  0.050 W2  1.0947 276.051522  -3.178450
58570.81879  0.047  0.226 W1mW2  1.0947 276.051522  -3.178450
58571.35526  7.040  0.179 W1  1.3348 276.051589  -3.178470
58571.35526  6.968  0.055 W2  1.3348 276.051589  -3.178470
58571.35526  0.072  0.187 W1mW2  1.3348 276.051589  -3.178470
58731.78008  7.006  0.194 W1  1.4027 276.051603  -3.178493
58731.78008  6.951  0.063 W2  1.4027 276.051603  -3.178493
58731.78008  0.055  0.204 W1mW2  1.4027 276.051603  -3.178493
58732.38845  7.017  0.202 W1  1.5093 276.051625  -3.178515
58732.38845  6.996  0.058 W2  1.5093 276.051625  -3.178515
58732.38845  0.022  0.210 W1mW2  1.5093 276.051625  -3.178515
58734.75601  7.043  0.202 W1  1.3676 276.051575  -3.178522
58734.75601  7.007  0.055 W2  1.3676 276.051575  -3.178522
58734.75601  0.035  0.209 W1mW2  1.3676 276.051575  -3.178522
58735.38934  6.993  0.179 W1  1.4970 276.051627  -3.178500
58735.38934  7.003  0.052 W2  1.4970 276.051627  -3.178500
58735.38934 -0.011  0.187 W1mW2  1.4970 276.051627  -3.178500
58934.90530  7.230  0.103 W1  1.2647 276.051563  -3.178490
58934.90530  7.068  0.046 W2  1.2647 276.051563  -3.178490
58934.90530  0.162  0.113 W1mW2  1.2647 276.051563  -3.178490
58935.43942  7.079  0.180 W1  1.2619 276.051575  -3.178458
58935.43942  7.046  0.058 W2  1.2619 276.051575  -3.178458
58935.43942  0.033  0.189 W1mW2  1.2619 276.051575  -3.178458
59098.88729  7.232  0.248 W1  1.4655 276.051632  -3.178470
59098.88729  7.011  0.048 W2  1.4655 276.051632  -3.178470
59098.88729  0.221  0.253 W1mW2  1.4655 276.051632  -3.178470
59099.47043  7.029  0.217 W1  1.4749 276.051609  -3.178524
59099.47043  6.993  0.054 W2  1.4749 276.051609  -3.178524
59099.47043  0.036  0.223 W1mW2  1.4749 276.051609  -3.178524
