# MJD mag magerr filter distance ra dec
55282.94593 12.292  0.052 W2  0.4241 277.468014  -1.962571
55283.62227 16.019  0.445 W1  0.6072 277.468074  -1.962556
55283.51934 12.251  0.087 W2  0.6277 277.468053  -1.962557
55283.62227  3.768  0.453 W1mW2  0.6072 277.468074  -1.962556
55284.07071 15.615  0.194 W1  0.7804 277.468136  -1.962519
55284.07071 12.133  0.045 W2  0.7804 277.468136  -1.962519
55284.07071  3.482  0.199 W1mW2  0.7804 277.468136  -1.962519
55292.14202 15.990  0.298 W1  0.5500 277.468043  -1.962409
55292.14202 12.280  0.049 W2  0.5500 277.468043  -1.962409
55292.14202  3.710  0.302 W1mW2  0.5500 277.468043  -1.962409
56747.74925 15.635  0.245 W1  1.0923 277.468215  -1.962571
56747.74925 12.576  0.115 W2  0.7560 277.468106  -1.962483
56748.47342 16.264  0.745 W1  0.5966 277.468082  -1.962510
56748.34175 12.638  0.078 W2  0.5586 277.468065  -1.962513
56748.47342  3.626  0.749 W1mW2  0.5966 277.468082  -1.962510
56927.62784 16.249  0.516 W1  0.6305 277.468038  -1.962627
56927.63222 12.681  0.205 W2  0.5654 277.468031  -1.962606
56927.62784  3.568  0.555 W1mW2  0.6305 277.468038  -1.962627
56928.26352 16.036  0.274 W1  0.2060 277.467976  -1.962489
56928.13204 12.506  0.090 W2  0.3194 277.467925  -1.962439
56932.14388 16.223  0.410 W1  0.1603 277.467947  -1.962535
56932.14388 12.733  0.085 W2  0.1603 277.467947  -1.962535
56932.14388  3.490  0.419 W1mW2  0.1603 277.467947  -1.962535
57109.65910 15.331  0.188 W1  0.5817 277.467970  -1.962346
57109.77395 12.441  0.070 W2  0.5550 277.468022  -1.962473
57110.27189 16.190  0.477 W1  0.9236 277.468045  -1.962583
57110.28940 12.457  0.085 W2  0.8708 277.468050  -1.962482
57110.27189  3.733  0.485 W1mW2  0.9236 277.468045  -1.962583
57286.56052 15.900  0.672 W1  0.6885 277.468038  -1.962647
57286.50148 12.193  0.089 W2  0.7554 277.468041  -1.962667
57286.56052  3.707  0.678 W1mW2  0.6885 277.468038  -1.962647
57289.50785 15.672  0.372 W1  0.8968 277.468057  -1.962699
57289.53845 12.164  0.090 W2  0.9022 277.468057  -1.962702
57289.50785  3.508  0.382 W1mW2  0.8968 277.468057  -1.962699
57290.14190 15.528  0.304 W1  0.7010 277.468059  -1.962636
57290.14190 12.157  0.099 W2  0.7010 277.468059  -1.962636
57290.14190  3.371  0.320 W1mW2  0.7010 277.468059  -1.962636
57473.88462 12.430  0.049 W2  0.9444 277.468141  -1.962622
57474.39018 15.655  0.407 W1  0.9084 277.468137  -1.962613
57474.37978 12.384  0.088 W2  0.8971 277.468128  -1.962624
57474.39018  3.271  0.417 W1mW2  0.9084 277.468137  -1.962613
57478.79975 12.489  0.055 W2  1.0121 277.468200  -1.962525
57648.48293 15.671  0.342 W1  0.6471 277.467999  -1.962534
57648.53934 12.169  0.149 W2  0.6742 277.468015  -1.962519
57648.48293  3.501  0.373 W1mW2  0.6471 277.467999  -1.962534
57649.12164 16.040  0.590 W1  0.5021 277.467971  -1.962419
57649.12164 12.093  0.054 W2  0.5021 277.467971  -1.962419
57649.12164  3.947  0.592 W1mW2  0.5021 277.467971  -1.962419
57841.38194 16.378  0.513 W1  1.2774 277.467985  -1.962151
57841.51291 12.654  0.116 W2  1.0632 277.468068  -1.962302
58008.76833 16.126  0.339 W1  1.0451 277.468042  -1.962759
58008.79451 12.758  0.192 W2  0.9745 277.468049  -1.962727
58008.76833  3.368  0.390 W1mW2  1.0451 277.468042  -1.962759
58009.17771 15.844  0.448 W1  0.8089 277.468057  -1.962669
58009.25477 12.741  0.101 W2  0.7190 277.468016  -1.962663
58009.17771  3.103  0.460 W1mW2  0.8089 277.468057  -1.962669
58369.55407 15.788  0.557 W1  0.8859 277.468072  -1.962688
58369.53524 12.376  0.093 W2  0.8795 277.468064  -1.962690
58369.55407  3.413  0.565 W1mW2  0.8859 277.468072  -1.962688
58370.04790 15.542  0.188 W1  1.1626 277.468031  -1.962803
58370.04790 12.357  0.062 W2  1.1626 277.468031  -1.962803
58370.04790  3.185  0.198 W1mW2  1.1626 277.468031  -1.962803
58569.50969 15.669  0.327 W1  0.5745 277.468039  -1.962507
58569.53148 12.200  0.141 W2  0.7782 277.468077  -1.962491
58569.50969  3.469  0.356 W1mW2  0.5745 277.468039  -1.962507
58572.63729 15.812  0.509 W1  0.8069 277.468086  -1.962482
58572.57842 12.345  0.106 W2  0.8251 277.468054  -1.962471
58572.63729  3.466  0.520 W1mW2  0.8069 277.468086  -1.962482
58573.10833 15.511  0.280 W1  0.9140 277.468162  -1.962553
58573.10833 12.474  0.104 W2  0.9140 277.468162  -1.962553
58573.10833  3.036  0.299 W1mW2  0.9140 277.468162  -1.962553
58936.69270 15.600  0.464 W1  0.6924 277.468092  -1.962564
58936.71761 12.233  0.089 W2  0.8801 277.468123  -1.962613
58936.69270  3.366  0.473 W1mW2  0.6924 277.468092  -1.962564
58937.25949 16.150  0.641 W1  0.7660 277.468117  -1.962467
58937.25949 12.260  0.070 W2  0.7660 277.468117  -1.962467
58937.25949  3.891  0.645 W1mW2  0.7660 277.468117  -1.962467
59100.67497 12.824  0.087 W2  0.4681 277.467975  -1.962565
59101.04554 16.730  0.526 W1  0.6944 277.468063  -1.962615
59101.11093 12.861  0.161 W2  0.6321 277.468045  -1.962597
59101.04554  3.870  0.550 W1mW2  0.6944 277.468063  -1.962615
