# MJD mag magerr filter distance ra dec
55283.87232 11.101  0.030 W1  1.3218 278.412006  -2.825428
55283.87232 10.323  0.024 W2  1.3218 278.412006  -2.825428
55283.87232  0.778  0.038 W1mW2  1.3218 278.412006  -2.825428
55284.42368 11.109  0.030 W1  1.3807 278.412032  -2.825407
55284.42368 10.277  0.043 W2  1.3807 278.412032  -2.825407
55284.42368  0.831  0.052 W1mW2  1.3807 278.412032  -2.825407
55292.20836 11.115  0.028 W1  1.3491 278.412030  -2.825386
55292.20836 10.321  0.030 W2  1.3491 278.412030  -2.825386
55292.20836  0.794  0.041 W1mW2  1.3491 278.412030  -2.825386
56748.76328 11.038  0.033 W1  1.4162 278.412042  -2.825407
56748.76328 10.254  0.025 W2  1.4162 278.412042  -2.825407
56748.76328  0.784  0.042 W1mW2  1.4162 278.412042  -2.825407
56749.18129 11.098  0.215 W1  1.4663 278.412030  -2.825446
56749.18129 10.342  0.198 W2  1.4663 278.412030  -2.825446
56749.18129  0.756  0.292 W1mW2  1.4663 278.412030  -2.825446
56928.54443 11.129  0.041 W1  1.4151 278.412036  -2.825425
56928.54443 10.354  0.031 W2  1.4151 278.412036  -2.825425
56928.54443  0.776  0.051 W1mW2  1.4151 278.412036  -2.825425
56929.11840 11.102  0.027 W1  1.4304 278.412024  -2.825462
56929.11840 10.356  0.019 W2  1.4304 278.412024  -2.825462
56929.11840  0.746  0.032 W1mW2  1.4304 278.412024  -2.825462
56932.20945 11.167  0.020 W1  1.3687 278.412022  -2.825426
56932.20945 10.345  0.021 W2  1.3687 278.412022  -2.825426
56932.20945  0.822  0.029 W1mW2  1.3687 278.412022  -2.825426
57110.71915 11.186  0.024 W1  1.4005 278.412031  -2.825424
57110.71915 10.408  0.029 W2  1.4005 278.412031  -2.825424
57110.71915  0.778  0.037 W1mW2  1.4005 278.412031  -2.825424
57111.20878 11.179  0.024 W1  1.4415 278.412049  -2.825411
57111.20878 10.432  0.039 W2  1.4415 278.412049  -2.825411
57111.20878  0.747  0.046 W1mW2  1.4415 278.412049  -2.825411
57290.48485 11.249  0.046 W1  1.3703 278.412024  -2.825419
57290.48485 10.469  0.058 W2  1.3703 278.412024  -2.825419
57290.48485  0.779  0.074 W1mW2  1.3703 278.412024  -2.825419
57474.90058 11.274  0.080 W1  1.4075 278.412037  -2.825413
57474.90058 10.463  0.023 W2  1.4075 278.412037  -2.825413
57474.90058  0.810  0.083 W1mW2  1.4075 278.412037  -2.825413
57475.37340 11.230  0.032 W1  1.4326 278.412051  -2.825395
57475.37340 10.440  0.028 W2  1.4326 278.412051  -2.825395
57475.37340  0.790  0.042 W1mW2  1.4326 278.412051  -2.825395
57478.86546 11.277  0.023 W1  1.4478 278.412049  -2.825417
57478.86546 10.478  0.021 W2  1.4478 278.412049  -2.825417
57478.86546  0.799  0.031 W1mW2  1.4478 278.412049  -2.825417
57648.92497 11.254  0.023 W1  1.4351 278.412030  -2.825452
57648.92497 10.474  0.018 W2  1.4351 278.412030  -2.825452
57648.92497  0.780  0.029 W1mW2  1.4351 278.412030  -2.825452
57649.44903 11.271  0.051 W1  1.3749 278.412023  -2.825424
57649.44903 10.514  0.030 W2  1.3749 278.412023  -2.825424
57649.44903  0.757  0.059 W1mW2  1.3749 278.412023  -2.825424
57841.87321 11.271  0.032 W1  1.4254 278.412043  -2.825414
57841.87321 10.547  0.033 W2  1.4254 278.412043  -2.825414
57841.87321  0.723  0.046 W1mW2  1.4254 278.412043  -2.825414
57842.35615 11.282  0.041 W1  1.3802 278.412031  -2.825409
57842.35615 10.547  0.027 W2  1.3802 278.412031  -2.825409
57842.35615  0.735  0.049 W1mW2  1.3802 278.412031  -2.825409
58009.69410 11.306  0.026 W1  1.3550 278.412017  -2.825425
58009.69410 10.545  0.038 W2  1.3550 278.412017  -2.825425
58009.69410  0.761  0.046 W1mW2  1.3550 278.412017  -2.825425
58010.22153 11.277  0.047 W1  1.3624 278.412020  -2.825425
58010.22153 10.534  0.044 W2  1.3624 278.412020  -2.825425
58010.22153  0.743  0.065 W1mW2  1.3624 278.412020  -2.825425
58205.95356 11.269  0.019 W1  1.3834 278.412030  -2.825415
58205.95356 10.577  0.019 W2  1.3834 278.412030  -2.825415
58205.95356  0.692  0.027 W1mW2  1.3834 278.412030  -2.825415
58206.44136 11.343  0.043 W1  1.4265 278.412045  -2.825409
58206.47706 10.609  0.042 W2  1.4160 278.412042  -2.825408
58206.44136  0.734  0.061 W1mW2  1.4265 278.412045  -2.825409
58369.98232 11.350  0.020 W1  1.4198 278.412024  -2.825455
58369.98232 10.629  0.022 W2  1.4198 278.412024  -2.825455
58369.98232  0.721  0.030 W1mW2  1.4198 278.412024  -2.825455
58370.50569 11.346  0.042 W1  1.3513 278.412015  -2.825427
58370.50569 10.629  0.033 W2  1.3513 278.412015  -2.825427
58370.50569  0.718  0.054 W1mW2  1.3513 278.412015  -2.825427
