# MJD mag magerr filter flag distance ra dec
55264.12170 12.136  0.040 W1 10  0.3640  83.800588  -5.505501
55263.12923 11.133  0.023 W1 10  0.5717  83.800697  -5.505403
55263.98940 11.961  0.185 W1 10  0.6679  83.800579  -5.505398
55263.65858 11.492  0.068 W1 10  0.7059  83.800627  -5.505369
55263.39384 11.932  0.171 W1 10  0.9740  83.800460  -5.505388
55263.72466 12.078  0.222 W1 10  1.0957  83.800558  -5.505277
58899.29230 11.295  0.099 W1 10  0.0436  83.800677  -5.505570
56920.33979 11.090  0.020 W1  5  0.0668  83.800651  -5.505561
56920.07671 11.129  0.020 W1 10  0.0719  83.800660  -5.505577
56728.62056 11.776  0.159 W1  0  0.0760  83.800671  -5.505581
59108.73120 11.232  0.089 W1  5  0.0988  83.800692  -5.505544
57654.26554 11.255  0.024 W1 10  0.1011  83.800695  -5.505574
57281.97686 11.135  0.024 W1 10  0.1140  83.800702  -5.505561
56729.01569 11.275  0.021 W1 10  0.1174  83.800671  -5.505593
56919.94517 11.240  0.103 W1 10  0.1180  83.800696  -5.505580
56915.73576 11.152  0.019 W1 10  0.1187  83.800639  -5.505547
59108.60042 11.256  0.090 W1 10  0.1279  83.800687  -5.505591
58899.16152 11.280  0.095 W1 10  0.1296  83.800637  -5.505574
58741.16823 12.282  0.071 W1 10  0.1396  83.800645  -5.505589
56920.20825 11.124  0.021 W1 10  0.1431  83.800631  -5.505566
58534.93191 11.258  0.095 W1 10  0.1493  83.800641  -5.505590
56728.29139 11.204  0.110 W1  0  0.1514  83.800664  -5.505602
58535.32437 11.269  0.093 W1 10  0.1674  83.800649  -5.505601
57281.78012 11.294  0.096 W1 10  0.1682  83.800709  -5.505585
56728.42306 11.175  0.098 W1  0  0.1773  83.800678  -5.505609
56919.48471 11.200  0.099 W1 10  0.1981  83.800658  -5.505614
56728.35723 11.955  0.173 W1  0  0.2054  83.800635  -5.505605
57811.02826 11.375  0.107 W1 10  0.2250  83.800641  -5.505616
57281.91128 11.278  0.105 W1 10  0.2268  83.800629  -5.505608
58377.14928 11.296  0.101 W1  5  0.2357  83.800645  -5.505621
56728.75236 11.721  0.137 W1 10  0.2413  83.800656  -5.505625
58012.73050 11.297  0.136 W1 10  0.2811  83.800612  -5.505613
57811.42122 12.042  0.181 W1 10  0.3019  83.800628  -5.505633
58377.47641 11.293  0.098 W1 10  0.3385  83.800704  -5.505648
57281.71441 11.963  0.209 W1 10  0.4215  83.800695  -5.505674
56919.87933 11.173  0.094 W1 10  0.4297  83.800637  -5.505675
55264.12170 11.521  0.247 W2 10  0.3640  83.800588  -5.505501
55263.12923 11.321  0.181 W2 10  0.5717  83.800697  -5.505403
55263.98940 11.364  0.211 W2 10  0.6679  83.800579  -5.505398
55263.65858 11.855  0.380 W2 10  0.7059  83.800627  -5.505369
55263.39384 11.434  0.221 W2 10  0.9740  83.800460  -5.505388
55263.72466 11.676  0.273 W2 10  1.0957  83.800558  -5.505277
58899.29230 11.467  0.163 W2 10  0.0436  83.800677  -5.505570
56920.33979 11.301  0.183 W2  5  0.0668  83.800651  -5.505561
56920.07671 11.420  0.275 W2 10  0.0719  83.800660  -5.505577
56728.62056 11.166  0.169 W2  0  0.0760  83.800671  -5.505581
59108.73120 11.423  0.260 W2  5  0.0988  83.800692  -5.505544
57654.26554 11.685  0.284 W2 10  0.1011  83.800695  -5.505574
57281.97686 11.472  0.213 W2 10  0.1140  83.800702  -5.505561
56729.01569 11.224  0.209 W2 10  0.1174  83.800671  -5.505593
56919.94517 11.458  0.254 W2 10  0.1180  83.800696  -5.505580
56915.73576 11.446  0.239 W2 10  0.1187  83.800639  -5.505547
59108.60042 11.364  0.218 W2 10  0.1279  83.800687  -5.505591
58899.16152 11.557  0.232 W2 10  0.1296  83.800637  -5.505574
58741.16823 11.390  0.202 W2 10  0.1396  83.800645  -5.505589
56920.20825 11.315  0.239 W2 10  0.1431  83.800631  -5.505566
58534.93191 11.532  0.226 W2 10  0.1493  83.800641  -5.505590
56728.29139 11.140  0.169 W2  0  0.1514  83.800664  -5.505602
58535.32437 11.481  0.240 W2 10  0.1674  83.800649  -5.505601
57281.78012 11.496  0.210 W2 10  0.1682  83.800709  -5.505585
56728.42306 11.159  0.184 W2  0  0.1773  83.800678  -5.505609
56919.48471 11.450  0.263 W2 10  0.1981  83.800658  -5.505614
56728.35723 11.246  0.154 W2  0  0.2054  83.800635  -5.505605
57811.02826 11.494  0.227 W2 10  0.2250  83.800641  -5.505616
57281.91128 11.651  0.277 W2 10  0.2268  83.800629  -5.505608
58377.14928 11.371  0.234 W2  5  0.2357  83.800645  -5.505621
56728.75236 11.195  0.173 W2 10  0.2413  83.800656  -5.505625
58012.73050 11.594  0.267 W2 10  0.2811  83.800612  -5.505613
57811.42122 11.405  0.217 W2 10  0.3019  83.800628  -5.505633
58377.47641 11.716  0.319 W2 10  0.3385  83.800704  -5.505648
57281.71441 11.503  0.270 W2 10  0.4215  83.800695  -5.505674
56919.87933 11.456  0.212 W2 10  0.4297  83.800637  -5.505675
55264.12170  0.615  0.250 W1mW2 10  0.3640  83.800588  -5.505501
55263.12923 -0.188  0.182 W1mW2 10  0.5717  83.800697  -5.505403
55263.98940  0.597  0.281 W1mW2 10  0.6679  83.800579  -5.505398
55263.65858 -0.363  0.386 W1mW2 10  0.7059  83.800627  -5.505369
55263.39384  0.498  0.279 W1mW2 10  0.9740  83.800460  -5.505388
55263.72466  0.402  0.352 W1mW2 10  1.0957  83.800558  -5.505277
58899.29230 -0.172  0.191 W1mW2 10  0.0436  83.800677  -5.505570
56920.33979 -0.211  0.184 W1mW2  5  0.0668  83.800651  -5.505561
56920.07671 -0.291  0.276 W1mW2 10  0.0719  83.800660  -5.505577
56728.62056  0.610  0.232 W1mW2  0  0.0760  83.800671  -5.505581
59108.73120 -0.191  0.275 W1mW2  5  0.0988  83.800692  -5.505544
57654.26554 -0.430  0.285 W1mW2 10  0.1011  83.800695  -5.505574
57281.97686 -0.337  0.214 W1mW2 10  0.1140  83.800702  -5.505561
56729.01569  0.051  0.210 W1mW2 10  0.1174  83.800671  -5.505593
56919.94517 -0.218  0.274 W1mW2 10  0.1180  83.800696  -5.505580
56915.73576 -0.294  0.240 W1mW2 10  0.1187  83.800639  -5.505547
59108.60042 -0.108  0.236 W1mW2 10  0.1279  83.800687  -5.505591
58899.16152 -0.277  0.251 W1mW2 10  0.1296  83.800637  -5.505574
58741.16823  0.892  0.214 W1mW2 10  0.1396  83.800645  -5.505589
56920.20825 -0.191  0.240 W1mW2 10  0.1431  83.800631  -5.505566
58534.93191 -0.274  0.245 W1mW2 10  0.1493  83.800641  -5.505590
56728.29139  0.064  0.202 W1mW2  0  0.1514  83.800664  -5.505602
58535.32437 -0.212  0.257 W1mW2 10  0.1674  83.800649  -5.505601
57281.78012 -0.202  0.231 W1mW2 10  0.1682  83.800709  -5.505585
56728.42306  0.016  0.208 W1mW2  0  0.1773  83.800678  -5.505609
56919.48471 -0.250  0.281 W1mW2 10  0.1981  83.800658  -5.505614
56728.35723  0.709  0.232 W1mW2  0  0.2054  83.800635  -5.505605
57811.02826 -0.119  0.251 W1mW2 10  0.2250  83.800641  -5.505616
57281.91128 -0.373  0.296 W1mW2 10  0.2268  83.800629  -5.505608
58377.14928 -0.075  0.255 W1mW2  5  0.2357  83.800645  -5.505621
56728.75236  0.526  0.221 W1mW2 10  0.2413  83.800656  -5.505625
58012.73050 -0.297  0.300 W1mW2 10  0.2811  83.800612  -5.505613
57811.42122  0.637  0.283 W1mW2 10  0.3019  83.800628  -5.505633
58377.47641 -0.423  0.334 W1mW2 10  0.3385  83.800704  -5.505648
57281.71441  0.460  0.341 W1mW2 10  0.4215  83.800695  -5.505674
56919.87933 -0.283  0.232 W1mW2 10  0.4297  83.800637  -5.505675
