# MJD mag magerr filter distance ra dec
55241.80847  8.658  0.042 W1  0.4818 167.475008 -76.490413
55241.80847  8.017  0.054 W2  0.4818 167.475008 -76.490413
55241.80847  0.641  0.069 W1mW2  0.4818 167.475008 -76.490413
55242.63002  8.594  0.053 W1  0.4305 167.475076 -76.490397
55242.63002  7.942  0.056 W2  0.4305 167.475076 -76.490397
55242.63002  0.652  0.077 W1mW2  0.4305 167.475076 -76.490397
55243.38322  8.555  0.046 W1  0.4860 167.475197 -76.490406
55243.38322  7.903  0.060 W2  0.4860 167.475197 -76.490406
55243.38322  0.652  0.076 W1mW2  0.4860 167.475197 -76.490406
56703.84164  8.680  0.033 W1  0.3795 167.474868 -76.490380
56703.84164  8.058  0.057 W2  0.3795 167.474868 -76.490380
56703.84164  0.622  0.066 W1mW2  0.3795 167.474868 -76.490380
56704.51038  8.683  0.041 W1  0.3879 167.474947 -76.490387
56704.51038  8.073  0.049 W2  0.3879 167.474947 -76.490387
56704.51038  0.611  0.064 W1mW2  0.3879 167.474947 -76.490387
56705.34042  8.764  0.059 W1  0.3676 167.474973 -76.490382
56705.34042  8.126  0.061 W2  0.3676 167.474973 -76.490382
56705.34042  0.638  0.085 W1mW2  0.3676 167.474973 -76.490382
56710.56024  8.712  0.035 W1  0.4490 167.474994 -76.490405
56710.56024  8.075  0.041 W2  0.4490 167.474994 -76.490405
56710.56024  0.637  0.054 W1mW2  0.4490 167.474994 -76.490405
56884.90174  8.589  0.035 W1  0.4516 167.474814 -76.490398
56884.90174  7.927  0.042 W2  0.4516 167.474814 -76.490398
56884.90174  0.662  0.055 W1mW2  0.4516 167.474814 -76.490398
56885.57477  8.646  0.041 W1  0.4154 167.474843 -76.490388
56885.57477  7.952  0.049 W2  0.4154 167.474843 -76.490388
56885.57477  0.694  0.063 W1mW2  0.4154 167.474843 -76.490388
56886.35717  8.561  0.059 W1  0.3951 167.474875 -76.490386
56886.35717  7.901  0.049 W2  0.3951 167.474875 -76.490386
56886.35717  0.660  0.076 W1mW2  0.3951 167.474875 -76.490386
57068.76178  8.587  0.034 W1  0.3692 167.474910 -76.490380
57068.76178  7.968  0.041 W2  0.3692 167.474910 -76.490380
57068.76178  0.620  0.053 W1mW2  0.3692 167.474910 -76.490380
57069.52009  8.608  0.038 W1  0.3771 167.474916 -76.490383
57069.52009  7.998  0.044 W2  0.3771 167.474916 -76.490383
57069.52009  0.610  0.058 W1mW2  0.3771 167.474916 -76.490383
57070.15750  8.619  0.041 W1  0.3677 167.474926 -76.490379
57070.15750  8.001  0.049 W2  0.3677 167.474926 -76.490379
57070.15750  0.618  0.064 W1mW2  0.3677 167.474926 -76.490379
57243.81473  8.697  0.040 W1  0.3735 167.474842 -76.490377
57243.81473  8.070  0.042 W2  0.3735 167.474842 -76.490377
57243.81473  0.627  0.058 W1mW2  0.3735 167.474842 -76.490377
57244.59690  8.711  0.049 W1  0.3850 167.474837 -76.490379
57244.59690  8.047  0.044 W2  0.3850 167.474837 -76.490379
57244.59690  0.664  0.066 W1mW2  0.3850 167.474837 -76.490379
57245.38096  8.677  0.042 W1  0.4141 167.474821 -76.490387
57245.38096  8.002  0.044 W2  0.4141 167.474821 -76.490387
57245.38096  0.675  0.061 W1mW2  0.4141 167.474821 -76.490387
57432.80506  8.831  0.035 W1  0.3757 167.474904 -76.490381
57432.80506  8.169  0.043 W2  0.3757 167.474904 -76.490381
57432.80506  0.662  0.055 W1mW2  0.3757 167.474904 -76.490381
57433.49082  8.834  0.046 W1  0.3591 167.474878 -76.490375
57433.49082  8.164  0.066 W2  0.3591 167.474878 -76.490375
57433.49082  0.670  0.081 W1mW2  0.3591 167.474878 -76.490375
57434.25808  8.882  0.052 W1  0.3875 167.474893 -76.490384
57434.25808  8.208  0.049 W2  0.3875 167.474893 -76.490384
57434.25808  0.673  0.071 W1mW2  0.3875 167.474893 -76.490384
57602.77599  8.897  0.037 W1  0.4185 167.474763 -76.490382
57602.77599  8.249  0.048 W2  0.4185 167.474763 -76.490382
57602.77599  0.648  0.061 W1mW2  0.4185 167.474763 -76.490382
57603.52063  8.915  0.041 W1  0.3816 167.474811 -76.490376
57603.52063  8.258  0.047 W2  0.3816 167.474811 -76.490376
57603.52063  0.657  0.062 W1mW2  0.3816 167.474811 -76.490376
57604.24674  8.913  0.037 W1  0.3769 167.474818 -76.490375
57604.24674  8.263  0.046 W2  0.3769 167.474818 -76.490375
57604.24674  0.650  0.059 W1mW2  0.3769 167.474818 -76.490375
57611.86263  8.870  0.037 W1  0.4145 167.474712 -76.490373
57611.86263  8.207  0.043 W2  0.4145 167.474712 -76.490373
57611.86263  0.663  0.056 W1mW2  0.4145 167.474712 -76.490373
57796.86701  8.791  0.036 W1  0.4498 167.474842 -76.490398
57796.86701  8.104  0.044 W2  0.4498 167.474842 -76.490398
57796.86701  0.688  0.056 W1mW2  0.4498 167.474842 -76.490398
57797.55938  8.793  0.042 W1  0.3887 167.474862 -76.490383
57797.55938  8.123  0.044 W2  0.3887 167.474862 -76.490383
57797.55938  0.670  0.061 W1mW2  0.3887 167.474862 -76.490383
57798.38970  8.773  0.041 W1  0.3846 167.474898 -76.490384
57798.38970  8.126  0.045 W2  0.3846 167.474898 -76.490384
57798.38970  0.647  0.061 W1mW2  0.3846 167.474898 -76.490384
57802.91399  8.824  0.036 W1  0.3733 167.474919 -76.490381
57802.91399  8.188  0.044 W2  0.3733 167.474919 -76.490381
57802.91399  0.636  0.056 W1mW2  0.3733 167.474919 -76.490381
57962.98954  8.619  0.034 W1  0.4527 167.474747 -76.490391
57962.98954  7.932  0.042 W2  0.4527 167.474747 -76.490391
57962.98954  0.687  0.054 W1mW2  0.4527 167.474747 -76.490391
57963.66386  8.558  0.038 W1  0.4376 167.474793 -76.490391
57963.66386  7.881  0.051 W2  0.4376 167.474793 -76.490391
57963.66386  0.677  0.064 W1mW2  0.4376 167.474793 -76.490391
57964.39711  8.546  0.041 W1  0.4344 167.474825 -76.490393
57964.39711  7.878  0.042 W2  0.4344 167.474825 -76.490393
57964.39711  0.668  0.059 W1mW2  0.4344 167.474825 -76.490393
57965.01905  8.557  0.033 W1  0.3983 167.474849 -76.490385
57965.01905  7.915  0.042 W2  0.3983 167.474849 -76.490385
57965.01905  0.642  0.053 W1mW2  0.3983 167.474849 -76.490385
57966.76219  8.604  0.036 W1  0.4355 167.474802 -76.490391
57966.76219  7.936  0.043 W2  0.4355 167.474802 -76.490391
57966.76219  0.668  0.056 W1mW2  0.4355 167.474802 -76.490391
57967.41763  8.599  0.039 W1  0.4304 167.474813 -76.490391
57967.41763  7.922  0.044 W2  0.4304 167.474813 -76.490391
57967.41763  0.676  0.059 W1mW2  0.4304 167.474813 -76.490391
57968.03072  8.533  0.036 W1  0.4864 167.474774 -76.490404
57968.03072  7.880  0.042 W2  0.4864 167.474774 -76.490404
57968.03072  0.653  0.055 W1mW2  0.4864 167.474774 -76.490404
58163.95168  8.571  0.033 W1  0.4309 167.474796 -76.490390
58163.95168  7.931  0.042 W2  0.4309 167.474796 -76.490390
58163.95168  0.640  0.053 W1mW2  0.4309 167.474796 -76.490390
58164.60074  8.584  0.044 W1  0.4509 167.474848 -76.490400
58164.60074  7.940  0.058 W2  0.4509 167.474848 -76.490400
58164.60074  0.644  0.073 W1mW2  0.4509 167.474848 -76.490400
58165.48321  8.578  0.044 W1  0.4102 167.474859 -76.490388
58165.48321  7.946  0.047 W2  0.4102 167.474859 -76.490388
58165.48321  0.633  0.064 W1mW2  0.4102 167.474859 -76.490388
58326.74025  8.750  0.049 W1  0.4155 167.474756 -76.490379
58326.74025  8.145  0.057 W2  0.4155 167.474756 -76.490379
58326.74025  0.605  0.075 W1mW2  0.4155 167.474756 -76.490379
58327.56287  8.768  0.036 W1  0.4379 167.474783 -76.490390
58327.56287  8.154  0.047 W2  0.4379 167.474783 -76.490390
58327.56287  0.614  0.059 W1mW2  0.4379 167.474783 -76.490390
58328.31539  8.793  0.036 W1  0.4059 167.474807 -76.490383
58328.31539  8.179  0.044 W2  0.4059 167.474807 -76.490383
58328.31539  0.614  0.057 W1mW2  0.4059 167.474807 -76.490383
58528.70100  8.911  0.036 W1  0.3806 167.474816 -76.490376
58528.70100  8.254  0.042 W2  0.3806 167.474816 -76.490376
58528.70100  0.657  0.056 W1mW2  0.3806 167.474816 -76.490376
58529.44242  8.906  0.035 W1  0.3651 167.474831 -76.490373
58529.44242  8.259  0.043 W2  0.3651 167.474831 -76.490373
58529.44242  0.646  0.056 W1mW2  0.3651 167.474831 -76.490373
58530.07485  8.916  0.034 W1  0.3905 167.474844 -76.490382
58530.07485  8.267  0.041 W2  0.3905 167.474844 -76.490382
58530.07485  0.649  0.053 W1mW2  0.3905 167.474844 -76.490382
58690.81462  8.916  0.035 W1  0.3747 167.474759 -76.490367
58690.81462  8.272  0.043 W2  0.3747 167.474759 -76.490367
58690.81462  0.644  0.055 W1mW2  0.3747 167.474759 -76.490367
58691.56435  8.912  0.036 W1  0.3796 167.474748 -76.490366
58691.56435  8.274  0.043 W2  0.3796 167.474748 -76.490366
58691.56435  0.638  0.056 W1mW2  0.3796 167.474748 -76.490366
58692.36275  8.905  0.037 W1  0.3665 167.474763 -76.490365
58692.36275  8.266  0.042 W2  0.3665 167.474763 -76.490365
58692.36275  0.639  0.056 W1mW2  0.3665 167.474763 -76.490365
58892.75043  8.820  0.034 W1  0.3806 167.474786 -76.490371
58892.75043  8.167  0.045 W2  0.3806 167.474786 -76.490371
58892.75043  0.653  0.057 W1mW2  0.3806 167.474786 -76.490371
58893.52076  8.846  0.040 W1  0.3957 167.474795 -76.490378
58893.52076  8.191  0.045 W2  0.3957 167.474795 -76.490378
58893.52076  0.655  0.060 W1mW2  0.3957 167.474795 -76.490378
58894.04406  8.861  0.035 W1  0.3151 167.474782 -76.490351
58894.04406  8.181  0.043 W2  0.3151 167.474782 -76.490351
58894.04406  0.680  0.055 W1mW2  0.3151 167.474782 -76.490351
58895.65776  8.837  0.040 W1  0.3862 167.474806 -76.490376
58895.65776  8.181  0.045 W2  0.3862 167.474806 -76.490376
58895.65776  0.656  0.061 W1mW2  0.3862 167.474806 -76.490376
58896.43722  8.819  0.040 W1  0.3776 167.474806 -76.490374
58896.43722  8.167  0.044 W2  0.3776 167.474806 -76.490374
58896.43722  0.652  0.060 W1mW2  0.3776 167.474806 -76.490374
58897.05312  8.808  0.049 W1  0.4297 167.474799 -76.490389
58897.05312  8.157  0.044 W2  0.4297 167.474799 -76.490389
58897.05312  0.651  0.066 W1mW2  0.4297 167.474799 -76.490389
59054.88846  8.638  0.070 W1  0.4264 167.474721 -76.490378
59054.88846  7.986  0.045 W2  0.4264 167.474721 -76.490378
59054.88846  0.652  0.083 W1mW2  0.4264 167.474721 -76.490378
59055.59098  8.623  0.043 W1  0.4470 167.474721 -76.490384
59055.59098  7.975  0.047 W2  0.4470 167.474721 -76.490384
59055.59098  0.648  0.064 W1mW2  0.4470 167.474721 -76.490384
59056.39436  8.594  0.038 W1  0.4300 167.474755 -76.490384
59056.39436  7.954  0.045 W2  0.4300 167.474755 -76.490384
59056.39436  0.641  0.059 W1mW2  0.4300 167.474755 -76.490384
59059.53089  8.598  0.034 W1  0.4535 167.474741 -76.490390
59059.53089  7.945  0.042 W2  0.4535 167.474741 -76.490390
59059.53089  0.653  0.055 W1mW2  0.4535 167.474741 -76.490390
