# MJD mag magerr filter flag distance ra dec
55264.25401 13.284  0.092 W1 10  0.2644  83.842759  -5.010835
55263.79088 13.015  0.048 W1 10  0.2703  83.842740  -5.010849
55263.59249 13.083  0.049 W1 10  0.3137  83.842780  -5.010833
55263.39397 13.081  0.040 W1 10  0.3382  83.842799  -5.010749
55263.85710 13.083  0.037 W1 10  0.3684  83.842811  -5.010799
55263.92331 13.088  0.043 W1 10  0.3785  83.842768  -5.010868
55264.12170 13.543  0.175 W1 10  0.4079  83.842823  -5.010787
57446.78231 13.502  0.068 W1  5  0.1323  83.842731  -5.010810
58899.35775 13.270  0.051 W1 10  0.1357  83.842746  -5.010768
57446.19235 13.125  0.037 W1  0  0.1784  83.842686  -5.010737
59108.73107 13.351  0.048 W1  5  0.1834  83.842744  -5.010818
57087.75823 13.235  0.073 W1  5  0.2078  83.842742  -5.010828
58168.15615 13.069  0.038 W1 10  0.2299  83.842774  -5.010775
58535.45527 13.201  0.043 W1  5  0.2419  83.842760  -5.010735
57446.58557 13.298  0.049 W1 10  0.2434  83.842777  -5.010772
58013.45047 13.294  0.049 W1 10  0.2768  83.842784  -5.010758
58167.50112 13.133  0.048 W1 10  0.2787  83.842788  -5.010782
58534.47401 13.138  0.042 W1 10  0.3028  83.842793  -5.010765
56724.60394 13.187  0.043 W1  5  0.3041  83.842789  -5.010749
57281.58325 13.365  0.100 W1 10  0.3061  83.842743  -5.010701
57811.29032 13.098  0.044 W1 10  0.3807  83.842801  -5.010726
57446.32351 13.098  0.041 W1  5  0.3916  83.842819  -5.010770
58012.92673 13.697  0.150 W1  5  0.3931  83.842812  -5.010741
58534.60478 13.379  0.053 W1  5  0.3962  83.842817  -5.010755
56729.01582 12.921  0.055 W1  5  0.4024  83.842811  -5.010731
57811.09384 13.291  0.046 W1 10  0.4493  83.842817  -5.010715
58012.99231 13.061  0.040 W1 10  0.4645  83.842834  -5.010742
57810.96280 13.101  0.038 W1 10  0.4675  83.842840  -5.010768
58740.90655 13.525  0.061 W1 10  0.4689  83.842840  -5.010768
56728.88402 12.842  0.036 W1 10  0.4716  83.842819  -5.010706
58376.88747 12.992  0.037 W1 10  0.5166  83.842843  -5.010724
57645.48709 13.266  0.045 W1 10  0.5257  83.842842  -5.010717
58376.88735 13.175  0.045 W1 10  0.5300  83.842851  -5.010737
57447.04450 13.392  0.057 W1  5  0.5395  83.842855  -5.010741
59108.07719 13.493  0.090 W1 10  0.5739  83.842855  -5.010712
58899.29242 13.086  0.048 W1  5  0.5745  83.842865  -5.010739
57087.75836 13.229  0.047 W1 10  0.6696  83.842897  -5.010778
57282.43591 13.083  0.037 W1  5  0.6750  83.842895  -5.010745
57646.20770 13.100  0.042 W1 10  0.6955  83.842899  -5.010739
58013.31956 13.229  0.045 W1 10  0.7232  83.842912  -5.010775
59108.53484 13.085  0.043 W1 10  0.7267  83.842909  -5.010816
57281.32081 13.120  0.037 W1  5  0.7428  83.842917  -5.010778
58377.08370 13.153  0.041 W1 10  0.7444  83.842893  -5.010681
57646.60079 13.271  0.045 W1  5  0.7514  83.842919  -5.010768
58012.99218 12.915  0.056 W1 10  0.7933  83.842931  -5.010780
58377.60719 13.256  0.046 W1  5  0.8268  83.842935  -5.010728
55264.25401 11.888  0.060 W2 10  0.2644  83.842759  -5.010835
55263.79088 11.909  0.056 W2 10  0.2703  83.842740  -5.010849
55263.59249 12.179  0.121 W2 10  0.3137  83.842780  -5.010833
55263.39397 11.963  0.075 W2 10  0.3382  83.842799  -5.010749
55263.85710 12.018  0.072 W2 10  0.3684  83.842811  -5.010799
55263.92331 11.774  0.038 W2 10  0.3785  83.842768  -5.010868
55264.12170 12.014  0.078 W2 10  0.4079  83.842823  -5.010787
57446.78231 12.392  0.071 W2  5  0.1323  83.842731  -5.010810
58899.35775 12.439  0.068 W2 10  0.1357  83.842746  -5.010768
57446.19235 12.323  0.048 W2  0  0.1784  83.842686  -5.010737
59108.73107 12.507  0.065 W2  5  0.1834  83.842744  -5.010818
57087.75823 12.518  0.063 W2  5  0.2078  83.842742  -5.010828
58168.15615 12.389  0.059 W2 10  0.2299  83.842774  -5.010775
58535.45527 12.099  0.045 W2  5  0.2419  83.842760  -5.010735
57446.58557 12.482  0.058 W2 10  0.2434  83.842777  -5.010772
58013.45047 12.513  0.068 W2 10  0.2768  83.842784  -5.010758
58167.50112 12.313  0.053 W2 10  0.2787  83.842788  -5.010782
58534.47401 12.339  0.057 W2 10  0.3028  83.842793  -5.010765
56724.60394 12.351  0.080 W2  5  0.3041  83.842789  -5.010749
57281.58325 12.423  0.063 W2 10  0.3061  83.842743  -5.010701
57811.29032 12.332  0.053 W2 10  0.3807  83.842801  -5.010726
57446.32351 12.509  0.057 W2  5  0.3916  83.842819  -5.010770
58012.92673 12.381  0.060 W2  5  0.3931  83.842812  -5.010741
58534.60478 12.581  0.068 W2  5  0.3962  83.842817  -5.010755
56729.01582 12.277  0.112 W2  5  0.4024  83.842811  -5.010731
57811.09384 12.436  0.059 W2 10  0.4493  83.842817  -5.010715
58012.99231 12.231  0.063 W2 10  0.4645  83.842834  -5.010742
57810.96280 12.444  0.068 W2 10  0.4675  83.842840  -5.010768
58740.90655 12.580  0.069 W2 10  0.4689  83.842840  -5.010768
56728.88402 12.121  0.068 W2 10  0.4716  83.842819  -5.010706
58376.88747 12.186  0.048 W2 10  0.5166  83.842843  -5.010724
57645.48709 12.883  0.101 W2 10  0.5257  83.842842  -5.010717
58376.88735 12.500  0.065 W2 10  0.5300  83.842851  -5.010737
57447.04450 12.330  0.050 W2  5  0.5395  83.842855  -5.010741
59108.07719 12.666  0.111 W2 10  0.5739  83.842855  -5.010712
58899.29242 12.346  0.061 W2  5  0.5745  83.842865  -5.010739
57087.75836 12.532  0.104 W2 10  0.6696  83.842897  -5.010778
57282.43591 12.347  0.055 W2  5  0.6750  83.842895  -5.010745
57646.20770 12.558  0.083 W2 10  0.6955  83.842899  -5.010739
58013.31956 12.393  0.067 W2 10  0.7232  83.842912  -5.010775
59108.53484 12.740  0.077 W2 10  0.7267  83.842909  -5.010816
57281.32081 12.604  0.070 W2  5  0.7428  83.842917  -5.010778
58377.08370 12.331  0.061 W2 10  0.7444  83.842893  -5.010681
57646.60079 12.828  0.094 W2  5  0.7514  83.842919  -5.010768
58012.99218 12.522  0.063 W2 10  0.7933  83.842931  -5.010780
58377.60719 12.264  0.053 W2  5  0.8268  83.842935  -5.010728
