# MJD mag magerr filter distance ra dec
55284.76757 11.071  0.048 W1  1.1673 278.172404  -2.166118
55284.76757 11.073  0.055 W2  1.1673 278.172404  -2.166118
55284.76757 -0.001  0.073 W1mW2  1.1673 278.172404  -2.166118
56748.81911 11.059  0.057 W1  1.1798 278.172404  -2.166156
56748.81911 11.121  0.054 W2  1.1798 278.172404  -2.166156
56748.81911 -0.062  0.079 W1mW2  1.1798 278.172404  -2.166156
56928.75680 11.058  0.025 W1  1.1781 278.172404  -2.166157
56928.75680 11.099  0.039 W2  1.1781 278.172404  -2.166157
56928.75680 -0.041  0.046 W1mW2  1.1781 278.172404  -2.166157
57110.76984 11.171  0.354 W1  1.1891 278.172405  -2.166161
57110.76984 11.227  0.337 W2  1.1891 278.172405  -2.166161
57110.76984 -0.056  0.488 W1mW2  1.1891 278.172405  -2.166161
57290.34874 11.057  0.033 W1  1.2232 278.172416  -2.166160
57290.34874 11.104  0.046 W2  1.2232 278.172416  -2.166160
57290.34874 -0.048  0.057 W1mW2  1.2232 278.172416  -2.166160
57475.29368 11.046  0.042 W1  1.1446 278.172396  -2.166145
57475.29368 11.159  0.063 W2  1.1446 278.172396  -2.166145
57475.29368 -0.113  0.076 W1mW2  1.1446 278.172396  -2.166145
57649.22534 11.070  0.032 W1  1.1887 278.172408  -2.166148
57649.22534 11.119  0.045 W2  1.1887 278.172408  -2.166148
57649.22534 -0.048  0.055 W1mW2  1.1887 278.172408  -2.166148
57842.04772 11.074  0.029 W1  1.1826 278.172407  -2.166140
57842.04772 11.128  0.041 W2  1.1826 278.172407  -2.166140
57842.04772 -0.053  0.050 W1mW2  1.1826 278.172407  -2.166140
58009.76998 11.056  0.028 W1  1.1788 278.172404  -2.166154
58009.76998 11.110  0.038 W2  1.1788 278.172404  -2.166154
58009.76998 -0.054  0.048 W1mW2  1.1788 278.172404  -2.166154
58206.19503 11.070  0.044 W1  1.1971 278.172409  -2.166157
58206.19503 11.144  0.056 W2  1.1971 278.172409  -2.166157
58206.19503 -0.075  0.072 W1mW2  1.1971 278.172409  -2.166157
58370.22624 11.071  0.030 W1  1.1787 278.172404  -2.166153
58370.22624 11.139  0.047 W2  1.1787 278.172404  -2.166153
58370.22624 -0.068  0.056 W1mW2  1.1787 278.172404  -2.166153
58573.05226 11.072  0.033 W1  1.1516 278.172397  -2.166149
58573.05226 11.118  0.037 W2  1.1516 278.172397  -2.166149
58573.05226 -0.046  0.049 W1mW2  1.1516 278.172397  -2.166149
58737.37575 11.065  0.046 W1  1.1892 278.172408  -2.166149
58737.37575 11.129  0.063 W2  1.1892 278.172408  -2.166149
58737.37575 -0.064  0.078 W1mW2  1.1892 278.172408  -2.166149
58937.52654 11.061  0.037 W1  1.1765 278.172401  -2.166158
58937.52654 11.161  0.061 W2  1.1765 278.172401  -2.166158
58937.52654 -0.100  0.071 W1mW2  1.1765 278.172401  -2.166158
59101.55228 11.072  0.042 W1  1.1640 278.172401  -2.166145
59101.55228 11.153  0.043 W2  1.1640 278.172401  -2.166145
59101.55228 -0.081  0.060 W1mW2  1.1640 278.172401  -2.166145
