# MJD mag magerr filter flag distance ra dec
55268.75438  9.939  0.026 W1 10  0.2892  88.586667   1.715390
58173.19661  9.696  0.020 W1 10  0.2752  88.586701   1.715400
58175.94547  9.736  0.018 W1 10  0.2841  88.586682   1.715392
56925.13967  9.751  0.017 W1 10  0.3159  88.586702   1.715388
57092.48782  9.730  0.017 W1 10  0.3363  88.586658   1.715377
58017.96651  9.834  0.022 W1 10  0.3697  88.586670   1.715367
57815.41723  9.654  0.017 W1 10  0.3736  88.586649   1.715368
57815.74462  9.648  0.018 W1 10  0.3772  88.586661   1.715366
58903.67565  9.628  0.016 W1 10  0.3799  88.586686   1.715366
57815.28620  9.657  0.016 W1 10  0.3832  88.586647   1.715366
58904.65667  9.667  0.019 W1 10  0.3852  88.586637   1.715368
58540.03639  9.822  0.017 W1 10  0.3872  88.586699   1.715366
57815.67917  9.623  0.017 W1 10  0.3902  88.586707   1.715368
58904.13305  9.678  0.021 W1 10  0.3976  88.586693   1.715362
57815.54813  9.670  0.018 W1 10  0.3994  88.586667   1.715359
58172.73883  9.676  0.018 W1 10  0.4013  88.586621   1.715370
58173.19648  9.679  0.019 W1 10  0.4078  88.586641   1.715360
57816.00655  9.605  0.017 W1 10  0.4099  88.586696   1.715359
58904.26434  9.694  0.017 W1 10  0.4139  88.586684   1.715356
57816.26849  9.657  0.016 W1 10  0.4324  88.586670   1.715350
58173.32790  9.688  0.016 W1 10  0.4339  88.586650   1.715351
57092.68481  9.752  0.017 W1 10  0.4554  88.586690   1.715345
56733.62634  9.671  0.017 W1 10  0.4586  88.586707   1.715348
58175.48731  9.704  0.018 W1 10  0.4601  88.586652   1.715343
58904.65679  9.667  0.018 W1 10  0.4639  88.586648   1.715343
58904.52538  9.710  0.017 W1 10  0.4666  88.586673   1.715340
56733.49467  9.648  0.015 W1 10  0.4691  88.586651   1.715341
58539.44758  9.816  0.023 W1 10  0.4703  88.586731   1.715354
58540.42948  9.846  0.018 W1 10  0.4709  88.586745   1.715363
58175.22550  9.641  0.016 W1 10  0.4746  88.586662   1.715338
57092.75051  9.845  0.020 W1 10  0.4802  88.586684   1.715337
57452.02712  9.869  0.018 W1 10  0.4844  88.586714   1.715343
58903.93733  9.623  0.017 W1 10  0.4849  88.586670   1.715335
57092.94751  9.735  0.017 W1 10  0.4991  88.586649   1.715333
57815.87565  9.638  0.019 W1 10  0.5031  88.586696   1.715333
57451.17497 10.022  0.018 W1 10  0.5097  88.586696   1.715331
56733.29717  9.656  0.015 W1 10  0.5248  88.586600   1.715342
58173.06609  9.630  0.017 W1 10  0.5266  88.586593   1.715346
58173.00063  9.641  0.018 W1 10  0.5376  88.586619   1.715330
58539.57836  9.713  0.019 W1 10  0.5390  88.586609   1.715333
57451.30613  9.897  0.025 W1 10  0.5828  88.586609   1.715320
56733.75813  9.556  0.017 W1 10  0.6185  88.586625   1.715304
55268.75438  9.272  0.024 W2 10  0.2892  88.586667   1.715390
58173.19661  8.972  0.040 W2 10  0.2752  88.586701   1.715400
58175.94547  9.102  0.015 W2 10  0.2841  88.586682   1.715392
56925.13967  9.101  0.016 W2 10  0.3159  88.586702   1.715388
57092.48782  9.011  0.016 W2 10  0.3363  88.586658   1.715377
58017.96651  9.107  0.016 W2 10  0.3697  88.586670   1.715367
57815.41723  8.909  0.040 W2 10  0.3736  88.586649   1.715368
57815.74462  8.935  0.039 W2 10  0.3772  88.586661   1.715366
58903.67565  8.827  0.041 W2 10  0.3799  88.586686   1.715366
57815.28620  8.916  0.039 W2 10  0.3832  88.586647   1.715366
58904.65667  8.885  0.040 W2 10  0.3852  88.586637   1.715368
58540.03639  9.153  0.015 W2 10  0.3872  88.586699   1.715366
57815.67917  8.959  0.039 W2 10  0.3902  88.586707   1.715368
58904.13305  8.926  0.040 W2 10  0.3976  88.586693   1.715362
57815.54813  8.928  0.039 W2 10  0.3994  88.586667   1.715359
58172.73883  8.996  0.040 W2 10  0.4013  88.586621   1.715370
58173.19648  9.017  0.014 W2 10  0.4078  88.586641   1.715360
57816.00655  8.915  0.040 W2 10  0.4099  88.586696   1.715359
58904.26434  8.929  0.039 W2 10  0.4139  88.586684   1.715356
57816.26849  8.900  0.040 W2 10  0.4324  88.586670   1.715350
58173.32790  9.028  0.015 W2 10  0.4339  88.586650   1.715351
57092.68481  9.077  0.015 W2 10  0.4554  88.586690   1.715345
56733.62634  9.089  0.014 W2 10  0.4586  88.586707   1.715348
58175.48731  9.040  0.015 W2 10  0.4601  88.586652   1.715343
58904.65679  8.889  0.040 W2 10  0.4639  88.586648   1.715343
58904.52538  8.893  0.040 W2 10  0.4666  88.586673   1.715340
56733.49467  9.087  0.014 W2 10  0.4691  88.586651   1.715341
58539.44758  9.122  0.016 W2 10  0.4703  88.586731   1.715354
58540.42948  9.126  0.016 W2 10  0.4709  88.586745   1.715363
58175.22550  9.018  0.014 W2 10  0.4746  88.586662   1.715338
57092.75051  9.050  0.016 W2 10  0.4802  88.586684   1.715337
57452.02712  9.183  0.016 W2 10  0.4844  88.586714   1.715343
58903.93733  8.866  0.041 W2 10  0.4849  88.586670   1.715335
57092.94751  9.036  0.015 W2 10  0.4991  88.586649   1.715333
57815.87565  8.836  0.043 W2 10  0.5031  88.586696   1.715333
57451.17497  9.308  0.014 W2 10  0.5097  88.586696   1.715331
56733.29717  9.068  0.014 W2 10  0.5248  88.586600   1.715342
58173.06609  9.029  0.015 W2 10  0.5266  88.586593   1.715346
58173.00063  9.012  0.015 W2 10  0.5376  88.586619   1.715330
58539.57836  9.088  0.014 W2 10  0.5390  88.586609   1.715333
57451.30613  9.127  0.016 W2 10  0.5828  88.586609   1.715320
56733.75813  9.039  0.016 W2 10  0.6185  88.586625   1.715304
55268.75438  0.667  0.035 W1mW2 10  0.2892  88.586667   1.715390
58173.19661  0.724  0.045 W1mW2 10  0.2752  88.586701   1.715400
58175.94547  0.634  0.023 W1mW2 10  0.2841  88.586682   1.715392
56925.13967  0.650  0.023 W1mW2 10  0.3159  88.586702   1.715388
