# MJD mag magerr filter distance ra dec
55283.51941 10.321  0.041 W1  1.0117 277.554733  -2.186905
55283.51941  9.315  0.040 W2  1.0117 277.554733  -2.186905
55283.51941  1.006  0.057 W1mW2  1.0117 277.554733  -2.186905
55284.07071 10.342  0.025 W1  0.8902 277.554744  -2.186855
55284.07071  9.334  0.028 W2  0.8902 277.554744  -2.186855
55284.07071  1.008  0.038 W1mW2  0.8902 277.554744  -2.186855
55292.14215 10.362  0.022 W1  0.9583 277.554726  -2.186893
55292.14215  9.357  0.021 W2  0.9583 277.554726  -2.186893
55292.14215  1.005  0.030 W1mW2  0.9583 277.554726  -2.186893
56747.81515 10.590  0.027 W1  1.0302 277.554703  -2.186928
56747.81515  9.656  0.043 W2  1.0302 277.554703  -2.186928
56747.81515  0.933  0.051 W1mW2  1.0302 277.554703  -2.186928
56748.33795 10.595  0.043 W1  1.0458 277.554711  -2.186929
56748.33795  9.683  0.040 W2  1.0458 277.554711  -2.186929
56748.33795  0.912  0.059 W1mW2  1.0458 277.554711  -2.186929
56927.65519 10.375  0.023 W1  1.1468 277.554705  -2.186963
56927.65519  9.425  0.025 W2  1.1468 277.554705  -2.186963
56927.65519  0.950  0.034 W1mW2  1.1468 277.554705  -2.186963
56928.19775 10.382  0.024 W1  0.9769 277.554687  -2.186919
56928.19775  9.419  0.026 W2  0.9769 277.554687  -2.186919
56928.19775  0.962  0.035 W1mW2  0.9769 277.554687  -2.186919
56932.14375 10.331  0.018 W1  1.0863 277.554679  -2.186955
56932.14375  9.351  0.016 W2  1.0863 277.554679  -2.186955
56932.14375  0.980  0.024 W1mW2  1.0863 277.554679  -2.186955
57109.85606 10.595  0.030 W1  1.1573 277.554733  -2.186951
57109.85606  9.607  0.036 W2  1.1573 277.554733  -2.186951
57109.85606  0.988  0.047 W1mW2  1.1573 277.554733  -2.186951
57110.30630 10.595  0.026 W1  1.0709 277.554734  -2.186924
57110.30630  9.635  0.025 W2  1.0709 277.554734  -2.186924
57110.30630  0.960  0.036 W1mW2  1.0709 277.554734  -2.186924
57286.54518 10.571  0.022 W1  1.1842 277.554722  -2.186965
57286.54518  9.587  0.039 W2  1.1842 277.554722  -2.186965
57286.54518  0.984  0.045 W1mW2  1.1842 277.554722  -2.186965
57289.60520 10.560  0.030 W1  1.1519 277.554717  -2.186957
57289.60520  9.589  0.030 W2  1.1519 277.554717  -2.186957
57289.60520  0.972  0.043 W1mW2  1.1519 277.554717  -2.186957
57290.14190 10.591  0.023 W1  1.0684 277.554704  -2.186939
