# MJD mag magerr filter distance ra dec
56730.17969 12.330  0.459 W1  1.8465  85.373227  -1.888971
56921.55587 11.831  0.581 W1  0.9143  85.373540  -1.889379
56921.52301 11.034  0.138 W2  0.9199  85.373612  -1.889620
57088.80966 12.508  0.395 W1  2.7374  85.373051  -1.888776
57089.66333 12.206  0.372 W1  1.6873  85.373245  -1.888997
57283.57236 12.511  0.418 W1  2.0749  85.373300  -1.888908
57448.38874 11.944  0.628 W1  1.4017  85.373530  -1.889003
57647.77943 12.716  0.483 W1  2.0870  85.373011  -1.889078
57812.68245 12.397  0.417 W1  1.6314  85.373317  -1.888984
58169.85842 12.767  0.539 W1  2.5991  85.373037  -1.888835
58379.24258 12.434  0.371 W1  1.1407  85.373306  -1.889139
58536.82989 12.338  0.307 W1  1.6187  85.373131  -1.889133
58900.92808 12.594  0.484 W1  1.9724  85.373003  -1.889159
