# MJD mag magerr filter distance ra dec
55287.92765 12.176  0.039 W1  0.9463 284.962307 -37.108800
55287.92765 11.705  0.072 W2  0.9463 284.962307 -37.108800
55287.92765  0.471  0.082 W1mW2  0.9463 284.962307 -37.108800
56933.39413 12.127  0.070 W1  1.0568 284.962302 -37.108837
56933.39413 11.612  0.100 W2  1.0568 284.962302 -37.108837
56933.39413  0.515  0.121 W1mW2  1.0568 284.962302 -37.108837
57113.97164 12.180  0.038 W1  1.0291 284.962293 -37.108839
57113.97164 11.724  0.057 W2  1.0291 284.962293 -37.108839
57113.97164  0.456  0.069 W1mW2  1.0291 284.962293 -37.108839
57293.49704 12.201  0.039 W1  1.0616 284.962285 -37.108854
57293.49854 11.777  0.080 W2  1.0599 284.962280 -37.108857
57293.49704  0.424  0.089 W1mW2  1.0616 284.962285 -37.108854
57479.97656 12.168  0.039 W1  1.0563 284.962296 -37.108847
57479.97656 11.684  0.054 W2  1.0563 284.962296 -37.108847
57479.97656  0.485  0.067 W1mW2  1.0563 284.962296 -37.108847
57652.43976 12.142  0.039 W1  1.1184 284.962295 -37.108869
57652.43976 11.681  0.053 W2  1.1184 284.962295 -37.108869
57652.43976  0.461  0.066 W1mW2  1.1184 284.962295 -37.108869
57845.21613 12.181  0.039 W1  1.0852 284.962311 -37.108848
57845.21613 11.733  0.093 W2  1.0852 284.962311 -37.108848
57845.21613  0.448  0.101 W1mW2  1.0852 284.962311 -37.108848
58012.97899 12.181  0.040 W1  1.1199 284.962287 -37.108873
58012.97899 11.742  0.066 W2  1.1199 284.962287 -37.108873
58012.97899  0.439  0.077 W1mW2  1.1199 284.962287 -37.108873
58209.89595 12.202  0.031 W1  1.1333 284.962300 -37.108871
58209.89595 11.752  0.064 W2  1.1333 284.962300 -37.108871
58209.89595  0.451  0.071 W1mW2  1.1333 284.962300 -37.108871
58373.94240 12.188  0.035 W1  1.1263 284.962291 -37.108874
58373.94240 11.711  0.041 W2  1.1263 284.962291 -37.108874
58373.94240  0.477  0.054 W1mW2  1.1263 284.962291 -37.108874
58576.51202 12.197  0.038 W1  1.1275 284.962298 -37.108869
58576.51202 11.730  0.066 W2  1.1275 284.962298 -37.108869
58576.51202  0.467  0.076 W1mW2  1.1275 284.962298 -37.108869
58740.59844 12.175  0.046 W1  1.1479 284.962292 -37.108878
58740.59844 11.703  0.050 W2  1.1479 284.962292 -37.108878
58740.59844  0.471  0.067 W1mW2  1.1479 284.962292 -37.108878
58940.69940 12.167  0.042 W1  1.1516 284.962301 -37.108876
58940.69940 11.697  0.049 W2  1.1516 284.962301 -37.108876
58940.69940  0.470  0.065 W1mW2  1.1516 284.962301 -37.108876
58941.16816 12.161  0.031 W1  1.1198 284.962290 -37.108871
58941.16816 11.737  0.104 W2  1.1198 284.962290 -37.108871
58941.16816  0.425  0.109 W1mW2  1.1198 284.962290 -37.108871
59104.79967 12.097  0.040 W1  1.2267 284.962305 -37.108899
59104.79967 11.603  0.059 W2  1.2267 284.962305 -37.108899
59104.79967  0.494  0.071 W1mW2  1.2267 284.962305 -37.108899
