index,ra,dec,class,cat
652,84.085541666,-7.092138888,D,Megeath
653,84.538083333,-7.0905,D,Megeath
654,84.695041666,-7.085861111,D,Megeath
655,84.724875,-7.083527777,D,Megeath
656,84.597791666,-7.079111111,D,Megeath
657,84.781333333,-7.077888888,D,Megeath
658,84.731208333,-7.074805555,D,Megeath
659,84.308291666,-7.061472222,D,Megeath
660,84.677833333,-7.058388888,D,Megeath
661,84.76725,-7.058277777,D,Megeath
662,84.308041666,-7.056444444,D,Megeath
663,84.683166666,-7.052638888,D,Megeath
664,84.40275,-7.051222222,D,Megeath
665,84.694791666,-7.047027777,D,Megeath
666,84.686625,-7.046388888,D,Megeath
667,84.701375,-7.045388888,FP,Megeath
668,84.71625,-7.044111111,D,Megeath
669,84.724791666,-7.042555555,P,Megeath
670,84.575625,-7.040638888,P,Megeath
671,84.669166666,-7.039972222,D,Megeath
672,84.717208333,-7.039694444,D,Megeath
673,84.520041666,-7.039361111,D,Megeath
674,84.711541666,-7.037333333,D,Megeath
675,84.71825,-7.037166666,D,Megeath
676,84.690458333,-7.032916666,D,Megeath
677,84.735416666,-7.032055555,D,Megeath
678,84.692833333,-7.031527777,P,Megeath
679,84.696708333,-7.0315,D,Megeath
680,84.67275,-7.03125,D,Megeath
681,84.483375,-7.0305,D,Megeath
682,84.709916666,-7.030194444,D,Megeath
683,83.738125,-7.029722222,D,Megeath
684,84.72675,-7.026527777,D,Megeath
685,84.680666666,-7.026277777,D,Megeath
686,84.588416666,-7.022361111,D,Megeath
687,84.706708333,-7.021611111,P,Megeath
688,84.682666666,-7.020333333,P,Megeath
689,84.755,-7.019305555,D,Megeath
690,84.68975,-7.017277777,P,Megeath
691,84.687541666,-7.017166666,P,Megeath
692,84.697041666,-7.016694444,D,Megeath
693,84.620875,-7.016305555,D,Megeath
694,84.901708333,-7.016277777,D,Megeath
695,84.69025,-7.015138888,P,Megeath
696,84.700083333,-7.01375,P,Megeath
697,84.692458333,-7.0135,P,Megeath
698,84.703458333,-7.012055555,D,Megeath
699,84.666583333,-7.011722222,D,Megeath
700,84.684,-7.011222222,D,Megeath
701,84.699041666,-7.007472222,P,Megeath
702,84.72025,-7.006722222,D,Megeath
703,84.690125,-7.005527777,D,Megeath
704,84.70175,-7.001777777,D,Megeath
705,84.702125,-7.000305555,D,Megeath
706,84.695208333,-6.998833333,D,Megeath
707,84.13975,-6.995166666,D,Megeath
708,84.553416666,-6.994472222,D,Megeath
709,84.664625,-6.99175,P,Megeath
710,84.679291666,-6.990805555,D,Megeath
711,84.147583333,-6.988027777,D,Megeath
712,84.667041666,-6.987388888,D,Megeath
713,84.583708333,-6.984694444,P,Megeath
714,84.314625,-6.984361111,D,Megeath
715,84.479958333,-6.978666666,D,Megeath
716,84.675333333,-6.978583333,D,Megeath
717,84.482208333,-6.977194444,D,Megeath
718,84.351916666,-6.975777777,P,Megeath
719,84.66575,-6.974861111,D,Megeath
720,84.682625,-6.972861111,D,Megeath
721,84.668666666,-6.972694444,P,Megeath
722,84.514166666,-6.971055555,P,Megeath
723,84.472875,-6.971027777,D,Megeath
724,84.649708333,-6.971,D,Megeath
725,84.687208333,-6.970722222,D,Megeath
726,84.680041666,-6.969138888,D,Megeath
727,84.419333333,-6.964,D,Megeath
728,84.644083333,-6.963222222,D,Megeath
729,84.476916666,-6.958638888,D,Megeath
730,83.635916666,-6.953027777,P,Megeath
731,84.464125,-6.952666666,D,Megeath
732,84.543666666,-6.951888888,D,Megeath
733,84.666708333,-6.949527777,D,Megeath
734,84.465458333,-6.947722222,D,Megeath
735,84.67475,-6.945416666,D,Megeath
736,84.678666666,-6.944666666,D,Megeath
737,84.485708333,-6.944222222,P,Megeath
738,84.45625,-6.940916666,D,Megeath
739,83.83875,-6.940111111,D,Megeath
740,84.729166666,-6.9385,P,Megeath
741,84.377666666,-6.935111111,D,Megeath
742,83.716458333,-6.930222222,P,Megeath
743,84.273958333,-6.929888888,D,Megeath
744,84.61525,-6.914916666,D,Megeath
745,84.342291666,-6.912611111,D,Megeath
746,84.737666666,-6.883055555,D,Megeath
747,84.129041666,-6.878027777,FP,Megeath
748,84.633166666,-6.877472222,D,Megeath
749,84.338083333,-6.876694444,D,Megeath
750,84.102166666,-6.876194444,D,Megeath
751,84.455583333,-6.860388888,D,Megeath
752,84.552291666,-6.850944444,D,Megeath
753,84.611541666,-6.848666666,D,Megeath
754,83.959083333,-6.8445,D,Megeath
755,84.43525,-6.843555555,D,Megeath
756,83.878875,-6.843027777,D,Megeath
757,83.800083333,-6.831777777,D,Megeath
758,84.321166666,-6.830361111,RP,Megeath
759,84.055125,-6.828333333,D,Megeath
760,84.538666666,-6.821333333,D,Megeath
761,84.483375,-6.81525,D,Megeath
762,84.034416666,-6.810083333,D,Megeath
763,84.692916666,-6.807611111,D,Megeath
764,83.806416666,-6.800944444,D,Megeath
765,84.606333333,-6.799305555,D,Megeath
766,83.854625,-6.799027777,D,Megeath
767,84.332958333,-6.796416666,FP,Megeath
768,84.462666666,-6.789,P,Megeath
769,84.473916666,-6.788027777,P,Megeath
770,84.106833333,-6.787888888,P,Megeath
771,84.098083333,-6.770694444,P,Megeath
772,84.095166666,-6.768388888,P,Megeath
773,84.082458333,-6.766916666,P,Megeath
774,84.446833333,-6.765472222,D,Megeath
775,83.862875,-6.763388888,D,Megeath
776,84.089166666,-6.760222222,D,Megeath
777,84.078875,-6.756305555,P,Megeath
778,83.879291666,-6.755055555,D,Megeath
779,83.646333333,-6.748083333,D,Megeath
780,84.345125,-6.746277777,D,Megeath
781,84.510291666,-6.745888888,D,Megeath
782,84.020666666,-6.74525,D,Megeath
783,84.104708333,-6.744944444,P,Megeath
784,84.18275,-6.742777777,D,Megeath
785,84.117041666,-6.742444444,D,Megeath
786,84.137708333,-6.741472222,D,Megeath
787,84.09825,-6.74075,D,Megeath
788,84.136875,-6.739166666,D,Megeath
789,84.43225,-6.738638888,D,Megeath
790,84.286916666,-6.732972222,D,Megeath
791,84.111541666,-6.72875,D,Megeath
792,84.494958333,-6.726027777,D,Megeath
793,84.49525,-6.725305555,D,Megeath
794,84.219541666,-6.719,D,Megeath
795,84.048291666,-6.717861111,D,Megeath
796,84.105958333,-6.715944444,D,Megeath
797,84.148916666,-6.713888888,D,Megeath
798,84.125833333,-6.712861111,D,Megeath
799,84.020833333,-6.712222222,D,Megeath
800,83.989291666,-6.711611111,D,Megeath
801,84.006916666,-6.710027777,D,Megeath
802,84.000625,-6.709361111,D,Megeath
803,83.999291666,-6.7085,D,Megeath
804,84.446041666,-6.708388888,D,Megeath
805,83.745875,-6.704916666,D,Megeath
806,84.406791666,-6.698861111,D,Megeath
807,84.209333333,-6.698472222,D,Megeath
808,84.5135,-6.696388888,D,Megeath
809,84.091458333,-6.695,D,Megeath
810,84.208916666,-6.691361111,D,Megeath
811,84.170625,-6.688277777,D,Megeath
812,84.135041666,-6.678583333,D,Megeath
813,83.988625,-6.6745,D,Megeath
814,83.489791666,-6.668166666,D,Megeath
815,83.892416666,-6.662055555,D,Megeath
816,83.699958333,-6.661972222,D,Megeath
817,84.424083333,-6.659555555,D,Megeath
818,84.385166666,-6.651416666,D,Megeath
819,83.621041666,-6.647694444,D,Megeath
820,84.121041666,-6.644666666,D,Megeath
821,84.14925,-6.64275,FP,Megeath
822,83.902666666,-6.642694444,D,Megeath
823,84.071666666,-6.633777777,P,Megeath
824,84.2555,-6.625361111,D,Megeath
825,84.197333333,-6.623694444,D,Megeath
826,84.251875,-6.619583333,FP,Megeath
827,83.992625,-6.611916666,D,Megeath
828,84.487541666,-6.609194444,D,Megeath
829,84.447666666,-6.608277777,D,Megeath
830,83.882791666,-6.607027777,D,Megeath
831,84.322,-6.605055555,P,Megeath
832,83.565625,-6.60125,D,Megeath
833,84.471125,-6.598777777,D,Megeath
834,84.105333333,-6.595388888,D,Megeath
835,83.637708333,-6.589777777,D,Megeath
836,84.1105,-6.587277777,D,Megeath
837,84.33375,-6.584333333,FP,Megeath
838,84.305166666,-6.5835,D,Megeath
839,83.958416666,-6.5815,P,Megeath
840,83.928083333,-6.581027777,D,Megeath
841,83.566166666,-6.57575,P,Megeath
842,83.71425,-6.574111111,D,Megeath
843,83.553083333,-6.573944444,D,Megeath
844,83.794583333,-6.571027777,D,Megeath
845,84.172208333,-6.566694444,P,Megeath
846,84.250541666,-6.566166666,D,Megeath
847,84.250333333,-6.557611111,D,Megeath
848,84.153791666,-6.556722222,D,Megeath
849,84.253833333,-6.552972222,D,Megeath
850,83.570541666,-6.547055555,D,Megeath
851,84.027583333,-6.538083333,D,Megeath
852,83.641583333,-6.536027777,D,Megeath
853,83.528916666,-6.535555555,D,Megeath
854,84.282125,-6.532666666,FP,Megeath
855,84.027375,-6.528583333,D,Megeath
856,83.5185,-6.527222222,D,Megeath
857,83.585041666,-6.520805555,D,Megeath
858,83.973666666,-6.515194444,D,Megeath
859,83.525916666,-6.5125,D,Megeath
860,83.701333333,-6.507444444,D,Megeath
861,83.867833333,-6.506166666,D,Megeath
862,84.163833333,-6.502972222,D,Megeath
863,84.169458333,-6.502527777,D,Megeath
864,83.869,-6.501027777,D,Megeath
865,83.987291666,-6.493861111,D,Megeath
866,84.021125,-6.492305555,D,Megeath
867,84.377625,-6.49075,D,Megeath
868,84.081,-6.485222222,P,Megeath
869,84.245708333,-6.484638888,D,Megeath
870,84.071291666,-6.472305555,D,Megeath
871,83.934,-6.471166666,D,Megeath
872,83.708041666,-6.470027777,D,Megeath
873,84.234,-6.464666666,D,Megeath
874,83.828833333,-6.457027777,D,Megeath
875,84.156291666,-6.454777777,D,Megeath
876,83.67975,-6.454083333,D,Megeath
877,83.876791666,-6.452055555,D,Megeath
878,83.86875,-6.4505,P,Megeath
879,83.87425,-6.4495,P,Megeath
880,84.088125,-6.449083333,D,Megeath
881,84.003666666,-6.443333333,D,Megeath
882,83.878708333,-6.44225,P,Megeath
883,83.61175,-6.440583333,D,Megeath
884,84.380458333,-6.438305555,D,Megeath
885,83.947,-6.437416666,P,Megeath
886,84.090875,-6.433861111,D,Megeath
887,83.941208333,-6.433083333,D,Megeath
888,84.025666666,-6.431333333,D,Megeath
889,84.080666666,-6.430833333,D,Megeath
890,84.116166666,-6.426722222,D,Megeath
891,84.084833333,-6.421861111,D,Megeath
892,83.666083333,-6.420611111,P,Megeath
893,83.8,-6.419361111,D,Megeath
894,84.004541666,-6.41875,D,Megeath
895,84.1085,-6.418111111,P,Megeath
896,84.105416666,-6.417388888,P,Megeath
897,84.10775,-6.416305555,P,Megeath
898,84.048583333,-6.416222222,D,Megeath
899,84.10025,-6.41525,P,Megeath
900,84.108791666,-6.414361111,D,Megeath
901,84.09825,-6.414333333,P,Megeath
902,83.824166666,-6.410666666,D,Megeath
903,84.081166666,-6.410527777,D,Megeath
904,84.034583333,-6.4105,D,Megeath
905,84.039666666,-6.409333333,D,Megeath
906,83.985458333,-6.403305555,P,Megeath
907,84.359,-6.402166666,D,Megeath
908,84.127,-6.399083333,D,Megeath
909,83.725083333,-6.397361111,D,Megeath
910,83.520583333,-6.396444444,D,Megeath
911,84.093541666,-6.395722222,D,Megeath
912,83.991,-6.395638888,D,Megeath
913,83.91075,-6.395333333,D,Megeath
914,84.0525,-6.394277777,D,Megeath
915,83.8465,-6.393527777,D,Megeath
916,84.107666666,-6.392083333,D,Megeath
917,84.08825,-6.391972222,D,Megeath
918,84.053958333,-6.391833333,D,Megeath
919,84.091,-6.391611111,P,Megeath
920,83.905416666,-6.39075,D,Megeath
921,84.132708333,-6.389694444,D,Megeath
922,84.085375,-6.389444444,D,Megeath
923,83.976291666,-6.388833333,D,Megeath
924,84.115416666,-6.386694444,D,Megeath
925,84.099041666,-6.386416666,D,Megeath
926,84.125291666,-6.386138888,D,Megeath
927,84.08975,-6.381222222,D,Megeath
928,84.079458333,-6.38075,D,Megeath
929,84.0735,-6.380416666,D,Megeath
930,83.920916666,-6.379277777,D,Megeath
931,83.96225,-6.37875,P,Megeath
932,83.701291666,-6.378583333,D,Megeath
933,84.102541666,-6.378138888,P,Megeath
934,84.08725,-6.377416666,D,Megeath
935,83.337416666,-6.375916666,D,Megeath
936,84.074416666,-6.374472222,P,Megeath
937,84.101958333,-6.373111111,D,Megeath
938,84.082583333,-6.372944444,D,Megeath
939,84.047708333,-6.372805555,D,Megeath
940,84.081208333,-6.37225,P,Megeath
941,83.930625,-6.372111111,D,Megeath
942,84.085791666,-6.371083333,D,Megeath
943,84.076958333,-6.370388888,P,Megeath
944,84.08125,-6.370083333,P,Megeath
945,84.078458333,-6.3695,P,Megeath
946,83.332875,-6.368277777,D,Megeath
947,83.325666666,-6.367333333,D,Megeath
948,84.115583333,-6.365833333,D,Megeath
949,84.103,-6.365138888,D,Megeath
950,84.087541666,-6.36475,D,Megeath
951,83.459541666,-6.363611111,D,Megeath
952,83.928416666,-6.362361111,D,Megeath
953,83.699666666,-6.361611111,D,Megeath
954,83.948375,-6.360027777,D,Megeath
955,83.866875,-6.359194444,D,Megeath
956,84.094291666,-6.357666666,D,Megeath
957,83.9055,-6.355333333,D,Megeath
958,83.477416666,-6.355222222,D,Megeath
959,83.497791666,-6.355083333,D,Megeath
960,84.076958333,-6.344083333,D,Megeath
961,84.230041666,-6.340444444,D,Megeath
962,84.095791666,-6.339888888,D,Megeath
963,83.622791666,-6.332,D,Megeath
964,83.863125,-6.328277777,D,Megeath
965,83.596458333,-6.328055555,D,Megeath
966,83.698541666,-6.327861111,D,Megeath
967,83.73925,-6.325861111,D,Megeath
968,83.775166666,-6.325777777,D,Megeath
969,83.993125,-6.325527777,D,Megeath
970,83.863916666,-6.325416666,D,Megeath
971,84.13475,-6.322194444,D,Megeath
972,84.259708333,-6.31675,D,Megeath
973,83.840625,-6.314166666,D,Megeath
974,84.273083333,-6.310805555,D,Megeath
975,83.3875,-6.310444444,D,Megeath
976,83.9045,-6.306666666,D,Megeath
977,83.856875,-6.305,D,Megeath
978,83.689333333,-6.295666666,D,Megeath
979,84.062875,-6.293527777,D,Megeath
980,84.103333333,-6.291777777,D,Megeath
981,84.071833333,-6.290138888,D,Megeath
982,84.047083333,-6.282222222,D,Megeath
983,83.606291666,-6.275194444,D,Megeath
984,83.872708333,-6.274083333,D,Megeath
985,83.65125,-6.273444444,D,Megeath
986,83.925375,-6.272361111,D,Megeath
987,83.998833333,-6.268472222,D,Megeath
988,83.787541666,-6.264083333,D,Megeath
989,83.424791666,-6.263555555,D,Megeath
990,83.988708333,-6.2605,D,Megeath
991,84.004458333,-6.25875,D,Megeath
992,84.182333333,-6.257888888,D,Megeath
993,84.138708333,-6.256694444,D,Megeath
994,83.810666666,-6.253472222,D,Megeath
995,83.811,-6.252083333,D,Megeath
996,84.154083333,-6.249444444,D,Megeath
997,84.065958333,-6.247361111,D,Megeath
998,83.891291666,-6.242416666,D,Megeath
999,83.638333333,-6.241361111,D,Megeath
1000,84.027666666,-6.240472222,D,Megeath
1001,83.866166666,-6.2375,D,Megeath
1002,83.992708333,-6.234527777,D,Megeath
1003,83.963791666,-6.2315,D,Megeath
1004,83.393208333,-6.231277777,D,Megeath
1005,83.433,-6.229527777,P,Megeath
1006,84.168333333,-6.225916666,D,Megeath
1007,84.061375,-6.221361111,D,Megeath
1008,83.842416666,-6.218388888,P,Megeath
1009,83.856625,-6.217916666,D,Megeath
1010,83.533125,-6.209444444,D,Megeath
1011,83.953583333,-6.202138888,D,Megeath
1012,83.844875,-6.201333333,D,Megeath
1013,83.946125,-6.195833333,D,Megeath
1014,83.92575,-6.1955,D,Megeath
1015,83.985625,-6.191833333,D,Megeath
1016,83.640083333,-6.188694444,D,Megeath
1017,83.976416666,-6.188666666,D,Megeath
1018,83.969333333,-6.186555555,D,Megeath
1019,84.071916666,-6.186388888,P,Megeath
1020,84.169791666,-6.185611111,D,Megeath
1021,83.724833333,-6.181027777,D,Megeath
1022,83.208083333,-6.179305555,D,Megeath
1023,83.861583333,-6.176111111,D,Megeath
1024,84.169041666,-6.175888888,D,Megeath
1025,84.04025,-6.175166666,D,Megeath
1026,84.247458333,-6.171,D,Megeath
1027,83.966666666,-6.167166666,P,Megeath
1028,83.381125,-6.165027777,D,Megeath
1029,83.816041666,-6.163,D,Megeath
1030,83.933875,-6.158527777,D,Megeath
1031,84.246791666,-6.1545,D,Megeath
1032,84.138458333,-6.148638888,D,Megeath
1033,83.895541666,-6.143527777,D,Megeath
1034,83.933208333,-6.141333333,D,Megeath
1035,83.644541666,-6.141027777,D,Megeath
1036,84.131458333,-6.140972222,D,Megeath
1037,84.145541666,-6.139055555,D,Megeath
1038,84.197875,-6.138972222,D,Megeath
1039,84.10875,-6.134361111,D,Megeath
1040,83.747416666,-6.123,D,Megeath
1041,83.837041666,-6.121583333,D,Megeath
1042,84.00025,-6.120611111,P,Megeath
1043,83.356333333,-6.109472222,D,Megeath
1044,83.735125,-6.105916666,D,Megeath
1045,83.525041666,-6.10325,D,Megeath
1046,83.888375,-6.102666666,P,Megeath
1047,83.423333333,-6.102,D,Megeath
1048,83.415625,-6.100888888,D,Megeath
1049,83.791833333,-6.093416666,D,Megeath
1050,83.650666666,-6.092972222,D,Megeath
1051,83.667583333,-6.092361111,D,Megeath
1052,84.103083333,-6.086972222,D,Megeath
1053,83.876833333,-6.083611111,D,Megeath
1054,83.849791666,-6.082222222,D,Megeath
1055,83.510458333,-6.075333333,D,Megeath
1056,83.439125,-6.073833333,D,Megeath
1057,83.332541666,-6.073083333,D,Megeath
1058,83.393333333,-6.072222222,D,Megeath
1059,83.706458333,-6.069194444,D,Megeath
1060,83.837416666,-6.066861111,D,Megeath
1061,83.552666666,-6.066388888,D,Megeath
1062,83.75575,-6.065472222,D,Megeath
1063,83.8305,-6.063111111,D,Megeath
1064,84.026291666,-6.054277777,D,Megeath
1065,83.894375,-6.046416666,D,Megeath
1066,83.995541666,-6.044277777,D,Megeath
1067,83.90625,-6.041833333,D,Megeath
1068,83.905,-6.041722222,D,Megeath
1069,83.504458333,-6.040694444,D,Megeath
1070,83.751166666,-6.037388888,D,Megeath
1071,84.310208333,-6.036833333,D,Megeath
1072,83.576,-6.033361111,D,Megeath
1073,84.029208333,-6.030611111,D,Megeath
1074,83.852083333,-6.029527777,D,Megeath
1075,84.311666666,-6.028277777,D,Megeath
1076,83.815166666,-6.024444444,D,Megeath
1077,83.752208333,-6.023166666,D,Megeath
1078,84.126125,-6.0215,P,Megeath
1079,84.254208333,-6.021222222,D,Megeath
1080,83.845375,-6.021166666,D,Megeath
1081,84.135208333,-6.021166666,P,Megeath
1082,84.287791666,-6.018583333,D,Megeath
1083,83.868208333,-6.016805555,D,Megeath
1084,84.064916666,-6.014,D,Megeath
1085,83.765583333,-6.003722222,D,Megeath
1086,83.74375,-6.000138888,D,Megeath
1087,83.916291666,-5.987083333,D,Megeath
1088,83.868,-5.987027777,D,Megeath
1089,83.887958333,-5.985111111,FP,Megeath
1090,83.880666666,-5.977833333,D,Megeath
1091,83.83025,-5.975555555,D,Megeath
1092,83.82125,-5.975055555,D,Megeath
1093,83.7875,-5.974333333,P,Megeath
1094,83.823541666,-5.974,D,Megeath
1095,83.897916666,-5.971916666,D,Megeath
1096,83.6815,-5.969472222,D,Megeath
1097,83.913083333,-5.968444444,D,Megeath
1098,83.628958333,-5.967666666,D,Megeath
1099,83.194666666,-5.967222222,D,Megeath
1100,83.805875,-5.966138888,P,Megeath
1101,83.698,-5.965805555,D,Megeath
1102,83.662375,-5.964888888,D,Megeath
1103,84.140458333,-5.964833333,D,Megeath
1104,83.910416666,-5.958305555,D,Megeath
1105,83.990208333,-5.955138888,D,Megeath
1106,83.433166666,-5.954583333,D,Megeath
1107,83.443666666,-5.953527777,D,Megeath
1108,83.791541666,-5.953277777,D,Megeath
1109,83.77525,-5.95025,D,Megeath
1110,84.204125,-5.946944444,D,Megeath
1111,83.548625,-5.946444444,D,Megeath
1112,83.413166666,-5.944861111,D,Megeath
1113,83.744375,-5.944694444,D,Megeath
1114,83.744291666,-5.94225,D,Megeath
1115,84.111833333,-5.941638888,D,Megeath
1116,83.868291666,-5.941111111,D,Megeath
1117,83.952208333,-5.939694444,D,Megeath
1118,83.801416666,-5.935416666,D,Megeath
1119,83.78075,-5.935055555,D,Megeath
1120,83.367,-5.933333333,D,Megeath
1121,83.785833333,-5.93175,P,Megeath
1122,84.09275,-5.929805555,D,Megeath
1123,83.532416666,-5.929805555,D,Megeath
1124,83.792708333,-5.929416666,D,Megeath
1125,83.878833333,-5.928361111,D,Megeath
1126,83.556083333,-5.928194444,D,Megeath
1127,83.793416666,-5.928027777,RP,Megeath
1128,83.852333333,-5.925944444,P,Megeath
1129,83.48475,-5.925111111,D,Megeath
1130,84.079875,-5.925083333,P,Megeath
1131,83.731666666,-5.92475,D,Megeath
1132,84.15075,-5.924722222,D,Megeath
1133,83.860083333,-5.924,D,Megeath
1134,83.803416666,-5.923972222,D,Megeath
1135,83.753375,-5.923805555,P,Megeath
1136,84.07925,-5.92375,P,Megeath
1137,83.548291666,-5.922722222,D,Megeath
1138,83.728333333,-5.918972222,D,Megeath
1139,83.998666666,-5.917472222,D,Megeath
1140,83.674458333,-5.917388888,D,Megeath
1141,83.706875,-5.914333333,D,Megeath
1142,83.801375,-5.909805555,D,Megeath
1143,83.743,-5.907944444,D,Megeath
1144,83.707,-5.907527777,D,Megeath
1145,83.810166666,-5.907361111,D,Megeath
1146,83.979208333,-5.905722222,D,Megeath
1147,83.766416666,-5.900472222,D,Megeath
1148,83.9505,-5.899222222,D,Megeath
1149,84.1345,-5.898055555,D,Megeath
1150,83.673958333,-5.893416666,D,Megeath
1151,83.855708333,-5.889222222,D,Megeath
1152,83.814583333,-5.887777777,D,Megeath
1153,83.56125,-5.885472222,D,Megeath
1154,83.757875,-5.883583333,D,Megeath
1155,84.1755,-5.882861111,D,Megeath
1156,84.28225,-5.881777777,D,Megeath
1157,83.910083333,-5.879333333,D,Megeath
1158,83.841875,-5.876861111,D,Megeath
1159,83.875,-5.875694444,D,Megeath
1160,84.405916666,-5.872722222,D,Megeath
1161,83.808458333,-5.869166666,D,Megeath
1162,83.779916666,-5.868305555,P,Megeath
1163,83.768958333,-5.866555555,D,Megeath
1164,83.877416666,-5.865388888,D,Megeath
1165,83.772875,-5.865111111,P,Megeath
1166,83.878333333,-5.864194444,D,Megeath
1167,83.96025,-5.861666666,D,Megeath
1168,83.906125,-5.85775,D,Megeath
1169,83.849541666,-5.857722222,D,Megeath
1170,83.858291666,-5.856361111,P,Megeath
1171,83.766416666,-5.855194444,D,Megeath
1172,84.139875,-5.853333333,D,Megeath
1173,84.098458333,-5.852527777,D,Megeath
1174,83.85575,-5.852388888,D,Megeath
1175,83.811416666,-5.851055555,D,Megeath
1176,83.778208333,-5.850361111,D,Megeath
1177,83.377958333,-5.844722222,P,Megeath
1178,83.739583333,-5.842333333,D,Megeath
1179,83.750666666,-5.840916666,D,Megeath
