mjd,mag,emag,flt,class
56748.86791,15.444,0.289,W1,P
56927.672289999995,15.120999999999999,0.33399999999999996,W1,P
57109.78975,15.835999999999999,0.375,W1,P
57473.94956,15.104000000000001,0.146,W1,P
58569.77073,16.076,0.41100000000000003,W1,P
58737.07902999999,15.040999999999999,0.21100000000000002,W1,P
59101.50389,15.094000000000001,0.233,W1,P
56748.86791,12.484000000000002,0.051,W2,P
56927.672289999995,13.005,0.168,W2,P
57109.78975,12.349,0.066,W2,P
57473.94956,12.807,0.10099999999999999,W2,P
58206.27993,12.373,0.052000000000000005,W2,P
58569.77073,12.579,0.098,W2,P
58737.07902999999,12.588,0.08800000000000001,W2,P
59100.91534,12.626,0.14400000000000002,W2,P
