mjd,mag,emag,flt,class
56748.472911428566,7.869142857142857,0.09513974683890773,W1,P
56928.448307,7.886,0.08279710139853927,W1,P
57110.267310909105,7.925090909090909,0.07616966707172983,W1,P
57289.259961818185,8.074636363636364,0.1604107846583597,W1,P
57475.11985285715,8.002571428571429,0.05246806608960992,W1,P
57648.68821375001,8.076250000000002,0.056709374225078324,W1,P
57841.52869875,7.913874999999999,0.047341841958250884,W1,P
58009.25637777778,8.059666666666667,0.16200575359391012,W1,P
58205.77512142855,8.057142857142859,0.072537674940091,W1,P
58369.827591249996,8.040000000000001,0.06099385214921261,W1,P
58572.09056454545,7.978727272727272,0.06925596313496804,W1,P
58736.09790875,8.058375,0.07579990105534479,W1,P
58937.15612857143,8.033857142857142,0.0593967978247711,W1,P
59101.20495857143,8.015571428571429,0.09009190319006542,W1,P
56748.425887142854,6.408714285714285,0.11296775772632787,W2,P
56928.441737,6.527000000000001,0.08042536913188529,W2,P
57110.29716545455,6.573090909090908,0.07477597395548743,W2,P
57289.54022181817,6.745454545454546,0.15388801337712124,W2,P
57475.101134285724,6.663285714285713,0.07863426059152284,W2,P
57648.73735,6.77675,0.07798397271234647,W2,P
57841.47959375,6.555000000000001,0.09786989130984058,W2,P
58009.22727444445,6.761444444444445,0.1478036735873838,W2,P
58205.79382285713,6.7282857142857155,0.09032322909576317,W2,P
58369.63944874999,6.728749999999999,0.07216961358494303,W2,P
58572.37609090908,6.63190909090909,0.09037758260772694,W2,P
58735.705468750006,6.730125,0.08845152273986019,W2,P
58937.100099999996,6.623285714285714,0.08828340265119758,W2,P
59101.027467142856,6.649,0.09706110004969598,W2,P
