mjd,mag,emag,flt,class
56704.925892222214,11.192888888888888,0.04911362487282071,W1,D
56895.50226,11.012799999999999,0.03028398916919625,W1,D
57064.11171571429,11.118285714285715,0.023246241741452418,W1,D
57257.43644666667,11.115666666666666,0.026428099523886243,W1,D
57423.204833,11.19,0.03088624289226537,W1,D
57622.055991111105,11.199555555555555,0.02909180869821142,W1,D
57788.93923333332,11.182466666666667,0.029582652574326993,W1,D
57988.565232,11.008700000000001,0.021485343841791345,W1,D
58147.038147499996,11.144875,0.04852753728554539,W1,D
58352.85691444445,11.112222222222222,0.038405728739342886,W1,D
58511.464211,11.2055,0.0312123373043418,W1,D
58719.382264,11.011866666666664,0.051585398450853574,W1,D
58876.48732333333,11.197888888888889,0.029390096593542737,W1,D
59084.109595,11.1034,0.024327967444897642,W1,D
56704.925892222214,10.538555555555556,0.04187046455998709,W2,D
56895.508868000004,10.362599999999999,0.025236481529721952,W2,D
57064.11173428572,10.496714285714287,0.03255011834205272,W2,D
57257.370854444445,10.449444444444445,0.026053837896475304,W2,D
57423.198262000005,10.521200000000002,0.024426420122482015,W2,D
57621.95407777777,10.54588888888889,0.02822725239511943,W2,D
57788.995984,10.509266666666665,0.030675288643032116,W2,D
57988.565219000004,10.340099999999998,0.024047868928452128,W2,D
58147.070873749995,10.480875,0.05431260788251643,W2,D
58352.89326222223,10.456666666666665,0.03225419869309031,W2,D
58511.52304099999,10.552399999999999,0.02728735971104577,W2,D
58719.382264,10.334133333333334,0.04495948793698152,W2,D
58876.581907777785,10.528111111111109,0.030782189816134547,W2,D
59084.11607599999,10.414600000000002,0.02464710936398016,W2,D
