mjd,mag,emag,flt,class
56750.514027499994,5.851125000000001,0.24123847122712416,W1,E
56931.83314636364,5.86890909090909,0.20518512101099703,W1,E
57112.23591,5.7395000000000005,0.21401051376042265,W1,E
57291.875687142856,5.745285714285715,0.26346986041469483,W1,E
57478.15239249999,5.846375,0.20173218632632708,W1,E
57650.79705857143,5.752714285714285,0.262292833703563,W1,E
57843.31338000001,5.652,0.2757381003778765,W1,E
58011.3218225,5.4335,0.24942095441241502,W1,E
58209.8144825,5.651000000000001,0.23379598478160393,W1,E
58372.85370875,5.6122499999999995,0.26345104502544686,W1,E
58574.678210000005,6.09,0.168,W1,E
58738.985077142854,5.533857142857143,0.28829849185898143,W1,E
58938.98139,5.360666666666667,0.22488589699371248,W1,E
59102.957224444435,5.678888888888888,0.2821273024980297,W1,E
56750.711545,5.2715,0.1805228517390526,W2,E
56931.94126833333,5.435833333333332,0.1632242195059707,W2,E
57112.2757842857,5.33,0.19709321321110365,W2,E
57291.79838375,5.366624999999999,0.16411048107905837,W2,E
57478.150754999995,5.332800000000001,0.2009695748117112,W2,E
57650.75962625,5.4746250000000005,0.16617836802664782,W2,E
57843.41160749999,5.3205,0.19724766316739992,W2,E
58011.181505714274,5.260571428571429,0.19252680703884187,W2,E
58208.860797142865,5.271714285714286,0.19008021937044983,W2,E
58372.93668571429,5.224285714285714,0.21474593436554415,W2,E
58574.8417,5.22325,0.195172880096083,W2,E
58738.94769285714,5.218714285714285,0.17743691031703954,W2,E
58939.0740925,5.223625,0.19015980121992143,W2,E
59103.106207,5.2659,0.2150049534313106,W2,E
