mjd,mag,emag,flt,class
56734.58451222222,14.269555555555558,0.08947577091172149,W1,P
56926.19225,14.3209,0.08701982532733563,W1,P
57093.60383666666,14.283555555555555,0.09712115381583229,W1,P
57288.07611222223,14.273,0.09901627251226007,W1,P
57452.78870125,14.225625,0.08177245486714922,W1,P
57653.60505866667,14.265466666666669,0.0828037036208728,W1,P
57817.647826,14.29186666666667,0.08589427609955533,W1,P
58019.00498428572,14.347142857142858,0.08805876980048877,W1,P
58175.720884285714,14.279142857142858,0.09870446508933357,W1,P
58383.36428299999,14.331599999999998,0.0909716439337005,W1,P
58540.89353400001,14.2683,0.08162732385665969,W1,P
58749.58099846154,14.341846153846156,0.08589414842541858,W1,P
58905.78014818181,14.276545454545452,0.09207147780281041,W1,P
59114.452150000005,14.358374999999999,0.08455619433252676,W1,P
56734.62108777778,12.943999999999999,0.0905762075973381,W2,P
56926.139634,12.979,0.08811946436514462,W2,P
57093.640325555556,13.012777777777778,0.08685982747870058,W2,P
57287.952198888896,12.986222222222219,0.08621327273141734,W2,P
57452.68219875,12.932500000000001,0.07033235830682781,W2,P
57653.255676,13.019000000000002,0.1217483743902428,W2,P
57817.495029333324,12.988999999999999,0.10513231874378332,W2,P
58019.18267428571,13.025000000000002,0.09627204226798676,W2,P
58175.38434571429,13.002571428571429,0.11082888078622195,W2,P
58383.325012999994,13.0173,0.10493817227301014,W2,P
58540.91968899999,13.026999999999997,0.08520710064308032,W2,P
58748.86135384615,13.019076923076922,0.10085850420178981,W2,P
58905.79203727273,12.98009090909091,0.10657562402521333,W2,P
59114.49296249999,13.037500000000001,0.09432067973143526,W2,P
