mjd,mag,emag,flt,class
56728.75217111111,9.279111111111112,0.01967200178733686,W1,D
56919.78980545455,9.361636363636366,0.019541014294795808,W1,D
57087.83105111111,9.332555555555556,0.02143782281188054,W1,D
57282.01871545455,9.416363636363636,0.020571182603803043,W1,D
57446.854149,9.3618,0.02218039675028371,W1,D
57646.91667,9.577363636363636,0.021765086911484453,W1,D
57811.067413,9.4385,0.020230175481196298,W1,D
58013.391209090914,9.368363636363638,0.026713354446514726,W1,D
58168.250438888885,9.394555555555556,0.019802419106491484,W1,D
58377.43730499999,9.4291,0.023876557540818168,W1,D
58535.25065625,9.4315,0.02022992832414394,W1,D
58742.138730833336,9.404916666666667,0.0207911239074114,W1,D
58899.390104000006,9.5127,0.01930414463269477,W1,D
59108.85615181818,9.53690909090909,0.020974797943253822,W1,D
56728.376835,8.821200000000001,0.04448606523395829,W2,D
56919.77186181818,8.930545454545454,0.04353482504542238,W2,D
57087.87481333333,8.923555555555557,0.04261107489495773,W2,D
57282.01871545454,8.965727272727275,0.044447666320317776,W2,D
57446.88036800001,8.8993,0.04245303287163341,W2,D
57646.9285809091,9.093727272727273,0.01862061418770264,W2,D
57811.100151,8.9993,0.028725772400407162,W2,D
58013.313845454555,8.93527272727273,0.04129494796307081,W2,D
58168.21401999999,8.963000000000001,0.0415359430842884,W2,D
58377.411137,8.9974,0.030246983320655185,W2,D
58535.2097825,9.00575,0.021856420681346696,W2,D
58742.14964000001,8.936583333333335,0.0403941518044382,W2,D
58899.324754,9.0617,0.015886157496386635,W2,D
59108.84421727274,9.100272727272728,0.0164123013731663,W2,D
