mjd,mag,emag,flt,class
56728.96930099999,15.224799999999998,0.18462437542209875,W1,P
56920.379531000006,15.305399999999997,0.19501251241907544,W1,P
57088.504162727266,15.56309090909091,0.2352525282884664,W1,P
57282.81350000001,15.443499999999998,0.23039924587550176,W1,P
57447.61758125001,15.44425,0.1896347228885047,W1,P
57647.59578545454,15.405272727272724,0.22310906053444343,W1,P
57811.88653222222,15.064333333333334,0.16738013953606085,W1,P
58014.10558199999,15.264000000000001,0.1908717108426495,W1,P
58169.26828666666,15.33775,0.19817900157853913,W1,P
58378.12453399999,14.903400000000001,0.1657155394041249,W1,P
58535.90474499999,14.978375,0.1416681862663597,W1,P
58742.88729818182,14.645999999999999,0.13978948162702998,W1,P
58900.142239999994,15.146799999999999,0.1905456638184138,W1,P
59109.528113636356,15.206545454545454,0.20620147813916587,W1,P
56729.002229999984,13.703700000000001,0.16658241203680535,W2,P
56920.320345,13.738,0.1664591241115969,W2,P
57088.52207181819,13.755454545454546,0.15927052198556338,W2,P
57282.79708875,13.556875,0.15215570766487843,W2,P
57447.61758125,13.808375000000002,0.2572984344588982,W2,P
57647.60769818181,13.676545454545453,0.15950172931003767,W2,P
57811.791934444445,13.279333333333334,0.12427856007303584,W2,P
58013.974641,13.593399999999999,0.14769184134541766,W2,P
58169.284617499994,13.52816666666667,0.11941617236464348,W2,P
58378.059096,13.108699999999999,0.10877600838420202,W2,P
58535.831143749994,13.138125,0.10908991417633414,W2,P
58742.38175545454,12.895727272727273,0.1234711128259534,W2,P
58900.135682,13.530000000000001,0.17937248952947044,W2,P
59109.48055818183,13.701545454545455,0.15873614991316942,W2,P
