mjd,mag,emag,flt,class
56728.8839,14.37,0.172,W1,D
56919.35326875,13.16625,0.10617438485811924,W1,D
57087.62677,13.274000000000001,0.10560197809595179,W1,D
57282.304879999996,13.290999999999999,0.07,W1,D
57446.6073,13.225500000000002,0.12482988424251636,W1,D
57647.19988142857,13.272428571428568,0.14583111562939585,W1,D
57810.831770000004,13.297,0.102,W1,D
58012.992395714275,13.209999999999997,0.09516902257112247,W1,D
58168.56487875001,13.241875,0.2226486511861232,W1,D
58376.95302,13.087250000000001,0.16024590478386716,W1,D
58534.944875999994,13.188600000000003,0.07882689896221942,W1,D
58741.3809775,13.157625000000001,0.11581336008854919,W1,D
58899.01956000001,13.277666666666669,0.1339228633704244,W1,D
59108.443414,13.0488,0.10144850910683706,W1,D
56728.02793,12.949000000000002,0.10400000000000001,W2,D
56919.279285,12.87275,0.18214468836614495,W2,D
57087.58301,12.661666666666667,0.2721978447134853,W2,D
57281.8457,12.919,0.188,W2,D
57446.6073,12.785666666666666,0.21547466981836477,W2,D
57647.19988142857,12.871857142857142,0.18823102392365307,W2,D
57810.70074,12.942,0.287,W2,D
58012.9023875,12.799625,0.2178261921808304,W2,D
58168.62214875,12.749249999999998,0.2170177484101247,W2,D
58376.95302,12.805250000000001,0.17781574030439518,W2,D
58534.89254000001,12.8934,0.14251666569212185,W2,D
58741.47092625,12.879624999999999,0.16122494960458186,W2,D
58899.106680000004,12.844833333333334,0.16453115206549804,W2,D
59108.46957,12.944799999999997,0.153353187120451,W2,D
