mjd,mag,emag,flt,class
56729.93101636364,9.864363636363636,0.017783593516134583,W1,D
56921.774174,9.897699999999997,0.017505998971780956,W1,D
57089.303859090905,9.939,0.020708524216047207,W1,D
57283.637014,9.9221,0.021448776188864736,W1,D
57448.507598888886,9.908888888888887,0.018906201216649765,W1,D
57648.42387818182,9.925545454545455,0.019367477211906542,W1,D
57813.39973777778,9.937888888888887,0.022377788811648903,W1,D
58014.90935363637,9.908181818181818,0.019819641314064673,W1,D
58169.857146,9.8779,0.019563741973354684,W1,D
58379.073712,9.8746,0.01926343686884544,W1,D
58536.804780909086,9.815636363636365,0.021343510829885882,W1,D
58743.7725,9.788800000000002,0.033849224511057485,W1,D
58901.098442500006,9.758125,0.02198543551990744,W1,D
59110.314249999996,9.8424,0.026281742712385182,W1,D
56729.95495545454,9.393727272727274,0.018447602814099684,W2,D
56921.780758,9.4328,0.016239458119038323,W2,D
57089.32772818182,9.492727272727272,0.01732050807568878,W2,D
57283.64357200001,9.4571,0.020441379601191495,W2,D
57448.51488555555,9.484,0.018888562088676116,W2,D
57649.03132909091,9.499272727272727,0.02030511070300167,W2,D
57813.38516333333,9.505222222222223,0.0183100862712129,W2,D
58014.921241818185,9.46309090909091,0.01767311073283953,W2,D
58169.79823899999,9.408600000000002,0.01728120366178235,W2,D
58379.06062200002,9.4274,0.01633799253274416,W2,D
58536.78100272727,9.34590909090909,0.02059727976904463,W2,D
58743.746331999995,9.3083,0.027582965757873168,W2,D
58901.07392999999,9.287624999999998,0.017003676073132124,W2,D
59110.30116000001,9.379,0.026727513913568385,W2,D
