mjd,mag,emag,flt,class
56715.19269125,13.458625000000001,0.05640298640143092,W1,III
56906.34252571429,13.434571428571429,0.04568213154896731,W1,III
57074.90837499999,13.450375,0.04777159197682225,W1,III
57269.58129249999,13.4521875,0.055581303061371365,W1,III
57434.58438,13.4184375,0.05861527104774013,W1,III
57635.23952444445,13.41077777777778,0.05571521502413116,W1,III
57800.47620444444,13.426666666666666,0.051545497103092836,W1,III
57999.470563333336,13.472222222222221,0.052089310768105704,W1,III
58157.485371250004,13.443874999999998,0.048553289023504795,W1,III
58365.44354714286,13.463214285714285,0.05253050620004192,W1,III
58521.85321777778,13.452666666666667,0.06020981832078755,W1,III
58730.587008888884,13.436555555555554,0.053347567544949494,W1,III
58888.95470285713,13.463428571428574,0.0436168381640458,W1,III
59094.79556555554,13.451,0.049143528767815296,W1,III
56715.22562375,13.118499999999997,0.13941624950126874,W2,III
56906.267360000005,13.031714285714285,0.09527607576010343,W2,III
57074.900146249995,13.070125,0.08834378868941493,W2,III
57269.527994375,13.128499999999999,0.11359441626352065,W2,III
57434.727762500006,13.123312499999999,0.13104877431704595,W2,III
57635.21766555555,13.085333333333335,0.10080974624643976,W2,III
57800.447086666674,13.111222222222223,0.08509014827424709,W2,III
57999.42691555555,13.170222222222222,0.13231639970022485,W2,III
58157.50173375,13.085125,0.10901999529902782,W2,III
58365.43419642856,13.130428571428572,0.14154491967468938,W2,III
58521.90228625,13.128125,0.0943155441854628,W2,III
58730.49978333334,13.180777777777779,0.11251748835263392,W2,III
58888.89863125,13.095625,0.11582334339415348,W2,III
59094.82462666666,13.149444444444441,0.10821594779894837,W2,III
