mjd,mag,emag,flt,class,ra,dec
56728.02793,9.493,0.025,W1,D,83.771378,-5.340187
56724.537979999994,9.624,0.022000000000000002,W1,D,83.771398,-5.340158
56728.752360000006,9.627,0.022000000000000002,W1,D,83.771546,-5.340184
56729.01569,9.635,0.023,W1,D,83.771431,-5.340111
56919.94504,9.373,0.019,W1,D,83.77139,-5.3401309999999995
56920.4712,9.462,0.024,W1,D,83.771443,-5.340091999999999
56919.61625,9.547,0.023,W1,D,83.771346,-5.339965
56915.73576,9.548,0.023,W1,D,83.771566,-5.340045
56919.879329999996,9.602,0.024,W1,D,83.771486,-5.34007
56920.07657999999,9.634,0.022000000000000002,W1,D,83.771511,-5.340078
56919.8135,9.65,0.027000000000000003,W1,D,83.771491,-5.340121
56919.484710000004,9.651,0.024,W1,D,83.771436,-5.340082
57087.49552999999,9.453,0.018000000000000002,W1,D,83.771458,-5.340101
57088.08663,9.456,0.023,W1,D,83.771451,-5.340147
57087.692520000004,9.504,0.027000000000000003,W1,D,83.771413,-5.3400669999999995
57087.95522,9.507,0.021,W1,D,83.771472,-5.340098
57087.364239999995,9.514,0.027000000000000003,W1,D,83.771402,-5.340044
57087.823939999995,9.516,0.023,W1,D,83.77144200000001,-5.340134
57087.10155,9.536,0.024,W1,D,83.771422,-5.3401629999999995
57087.626939999995,9.536,0.024,W1,D,83.771454,-5.340143
57281.71441,9.329,0.027000000000000003,W1,D,83.77130600000001,-5.340071
57282.17359,9.375,0.018000000000000002,W1,D,83.771419,-5.340023
57281.779989999995,9.399,0.017,W1,D,83.771427,-5.3400989999999995
57282.04244,9.422,0.019,W1,D,83.77149,-5.340134
57281.58325,9.478,0.019,W1,D,83.77145,-5.340075
57281.97686,9.488,0.028999999999999998,W1,D,83.771461,-5.339997
57281.32094,9.498,0.027000000000000003,W1,D,83.771408,-5.340129
57281.4521,9.503,0.022000000000000002,W1,D,83.771456,-5.340105
57446.782179999995,9.491,0.018000000000000002,W1,D,83.771394,-5.340084
57446.323379999994,9.508,0.018000000000000002,W1,D,83.771443,-5.340143
57447.04437,9.532,0.018000000000000002,W1,D,83.7714,-5.3400669999999995
57446.58557,9.584,0.024,W1,D,83.77141800000001,-5.340013
57446.65115,9.601,0.023,W1,D,83.771445,-5.3401629999999995
57446.7166,9.61,0.024,W1,D,83.771498,-5.340039
57446.847760000004,9.616,0.024,W1,D,83.771438,-5.340114
57447.17552999999,9.635,0.024,W1,D,83.771473,-5.340112
57654.26541,9.318999999999999,0.02,W1,D,83.771513,-5.340012000000001
57645.88017999999,9.448,0.026000000000000002,W1,D,83.771472,-5.340066
57646.20782,9.567,0.022000000000000002,W1,D,83.77141,-5.340129
57645.81473,9.571,0.023,W1,D,83.771424,-5.340103
57646.07679,9.587,0.024,W1,D,83.771479,-5.340094000000001
