mjd,mag,emag,flt,class
56727.36959333334,13.142333333333333,0.4559934210051717,W1,P
56920.164293333335,13.283333333333331,0.477699260344135,W1,P
57087.72543833333,13.108166666666667,0.5390567121267381,W1,P
57281.91115,13.264000000000001,0.34700000000000003,W1,P
57447.0445,12.855,0.231,W1,P
57646.20782,13.787,0.479,W1,P
57812.94384,13.36325,0.4430646115410258,W1,P
58169.69412,12.85,0.48610139117266504,W1,P
58377.345507499995,13.10125,0.5485118503733531,W1,P
58535.084590000006,13.43,0.5168259969381483,W1,P
58741.4462375,13.523,0.4844620728189154,W1,P
58899.11784333333,13.187333333333333,0.46855442586747614,W1,P
59108.6003,13.615,0.28800000000000003,W1,P
56727.45737333334,10.352666666666666,0.06433765097773889,W2,P
56919.48465714286,10.305714285714286,0.07144685480288462,W2,P
57087.65977500001,10.329333333333333,0.0893159187006066,W2,P
57281.91115,10.343,0.052000000000000005,W2,P
57447.0445,10.433,0.06,W2,P
57646.09312499999,10.377749999999999,0.10211145871056797,W2,P
57812.52142600001,10.394,0.06682694067514997,W2,P
58012.99231,10.530999999999999,0.071,W2,P
58168.193481428585,10.461857142857143,0.08078972454363682,W2,P
58377.24735166667,10.409833333333333,0.07416760299034421,W2,P
58535.1445675,10.341000000000001,0.06803491750564554,W2,P
58741.482216,10.3432,0.08458132181516187,W2,P
58899.32031142858,10.392999999999999,0.07671561584374931,W2,P
59108.66575,10.448,0.063,W2,P
