mjd,mag,emag,flt,class
56731.769241999995,8.6398,0.039686269665968874,W1,P
56923.16681,8.704,0.0376342965628133,W1,P
57090.919681249994,8.758624999999999,0.03656137818791839,W1,P
57285.150581999995,8.8244,0.037615555292990176,W1,P
57449.83926500001,8.8935,0.03752020289124254,W1,P
57649.790152999994,8.9165,0.03748519707831354,W1,P
57813.992614999996,8.8885,0.0360979570059026,W1,P
58016.28645222223,8.852222222222222,0.04036851847604284,W1,P
58171.828156363634,8.827272727272728,0.03518592881787915,W1,P
58380.45697285713,8.821142857142858,0.038698731719976356,W1,P
58538.17511777778,8.75788888888889,0.0402864741569675,W1,P
58745.07769444445,8.681000000000001,0.040378915167738845,W1,P
58902.32373444445,8.499333333333333,0.04161211243417697,W1,P
59111.78495714285,8.468428571428571,0.038943182055032645,W1,P
56731.815339,6.799899999999999,0.05785576894312274,W2,P
56923.22710416667,6.822250000000001,0.057675998763205935,W2,P
57090.89504125,6.889374999999999,0.051491504153597975,W2,P
57285.11123400001,6.890599999999999,0.050214340581152705,W2,P
57449.9048125,6.964375,0.05043111019004047,W2,P
57649.70499,6.9781,0.05037985708594255,W2,P
57813.984433749996,6.942125000000001,0.049778101359935316,W2,P
58016.30099666667,6.856222222222223,0.05338909122403559,W2,P
58171.762703636356,6.871454545454546,0.054712320518589964,W2,P
58380.54108857144,6.871714285714284,0.05277947962407123,W2,P
58538.124225555555,6.825111111111111,0.05741209060945397,W2,P
58744.77962555555,6.740888888888888,0.06453451559982228,W2,P
58902.38181444445,6.597333333333332,0.07550136945859623,W2,P
59111.71957857143,6.502142857142857,0.07922610371717198,W2,P
