mjd,mag,emag,flt,class
56720.00448142857,6.4802857142857135,0.14397895254345414,W1,D
56899.0047211111,6.294444444444445,0.16358268947628982,W1,D
57081.90808444445,6.308777777777778,0.17103656384773264,W1,D
57260.775328749995,6.055125,0.17876940454115745,W1,D
57447.141934,6.061999999999999,0.1881435622071614,W1,D
57619.69459375,6.039000000000001,0.19175765956018548,W1,D
57813.19514249999,6.033250000000001,0.17325112734120948,W1,D
57980.23588374999,6.431500000000001,0.26759720780493945,W1,D
58177.39806125,6.198125,0.18790922010375122,W1,D
58340.44131124999,5.968125000000001,0.18230640416617297,W1,D
58544.43303875,6.1615,0.2176713405572723,W1,D
58707.235367142865,6.063571428571429,0.1813417677610259,W1,D
58908.758225714286,5.994857142857143,0.18176633351641325,W1,D
59071.791488571434,6.1888571428571435,0.29146757442085286,W1,D
56719.94803571429,5.181,0.2013921446292465,W2,D
56899.004721111116,4.991444444444444,0.23586083467446084,W2,D
57081.922671111104,5.099333333333334,0.19079133453417987,W2,D
57260.865515000005,4.94825,0.23005478287790498,W2,D
57446.787983999995,4.9676,0.21938824034118143,W2,D
57619.71915374999,4.825124999999999,0.2488528681771621,W2,D
57813.16240125,4.84475,0.24568577492398694,W2,D
57980.2604925,5.060624999999999,0.23731410488000917,W2,D
58177.33845142857,4.987,0.22045134592097043,W2,D
58340.465838749995,4.8389999999999995,0.24495819158582963,W2,D
58544.37579750001,4.885125,0.23335096287566504,W2,D
58707.711902857154,5.001,0.20792154132494015,W2,D
58908.64618714286,4.832,0.24275922395725044,W2,D
59071.84755428572,4.858142857142858,0.2552720837355583,W2,D
