mjd,mag,emag,flt,class
56727.97526200001,9.727799999999998,0.021361647876510046,W1,D
56919.88875571429,9.958857142857145,0.031980861623853656,W1,D
57087.536533750004,9.578750000000001,0.09147788325600914,W1,D
57281.878489,9.640799999999999,0.040154825363834024,W1,D
57446.651068750005,9.61325,0.020819537098600516,W1,D
57645.886248181814,9.735090909090909,0.03413040136770508,W1,D
57810.87760300001,9.547999999999998,0.08472166192893067,W1,D
58013.070910999995,9.0916,0.06392534708548686,W1,D
58168.60673444445,9.781222222222222,0.02321956390951718,W1,D
58377.21469285715,9.725428571428571,0.0328204764357462,W1,D
58534.89548,9.497555555555556,0.12265453845035326,W1,D
58741.41544555555,9.911555555555557,0.030645524112799066,W1,D
58899.19107272728,9.831000000000001,0.026615567432464474,W1,D
59108.57658818182,9.723,0.032808107242363896,W1,D
56728.67325199999,9.128200000000001,0.029998666637035612,W2,D
56919.90754714286,9.488142857142856,0.025472273842236166,W2,D
57087.5201075,9.043625,0.06505610559355683,W2,D
57281.83912900001,8.9951,0.0522766678356606,W2,D
57446.65106875,9.042749999999998,0.018803673178397894,W2,D
57645.886248181814,9.236454545454547,0.023706539182259182,W2,D
57810.910341999996,9.0318,0.06744716450674572,W2,D
58013.142921,8.492799999999999,0.08407764268817251,W2,D
58168.643096666674,9.336,0.03721824190990502,W2,D
58377.21469285715,9.27657142857143,0.021561492508258045,W2,D
58534.917283333336,8.978444444444444,0.09723263436308364,W2,D
58741.45905222223,9.285555555555554,0.024608038433722414,W2,D
58899.25053909091,9.225363636363637,0.019850890439465696,W2,D
59108.61226636365,9.120636363636365,0.02518362317128037,W2,D
