mjd,mag,emag,flt,class,ra,dec
56728.884020000005,11.684000000000001,0.1,W1,D,83.919802,-5.186708
56728.48902000001,11.828,0.08900000000000001,W1,D,83.919951,-5.186678
56724.603820000004,11.862,0.09,W1,D,83.919917,-5.186636
56729.01582000001,11.955,0.085,W1,D,83.91983499999999,-5.186713
56920.14241,11.73,0.105,W1,D,83.920103,-5.186756
56920.20812,11.77,0.079,W1,D,83.919919,-5.186767
56919.879329999996,11.799000000000001,0.078,W1,D,83.919881,-5.186667
56920.010870000006,11.800999999999998,0.077,W1,D,83.91998000000001,-5.18663
56919.484710000004,11.808,0.09,W1,D,83.920017,-5.186797
56920.07657999999,11.809000000000001,0.092,W1,D,83.919938,-5.186694999999999
56920.602739999995,11.894,0.10400000000000001,W1,D,83.919913,-5.186796
56919.61625,11.898,0.102,W1,D,83.919956,-5.1866959999999995
56920.4712,11.922,0.10800000000000001,W1,D,83.919989,-5.186575
56920.339660000005,11.934000000000001,0.105,W1,D,83.920103,-5.186758
57087.95522,11.668,0.077,W1,D,83.91999799999999,-5.186659
57087.23282999999,11.753,0.081,W1,D,83.920051,-5.186767
57088.08663,11.818,0.084,W1,D,83.91985,-5.1866900000000005
57087.75822999999,11.82,0.08800000000000001,W1,D,83.919874,-5.186712
57087.823939999995,11.84,0.098,W1,D,83.919855,-5.186707
57087.69265,11.876,0.09300000000000001,W1,D,83.919956,-5.186706
57087.88964,11.917,0.1,W1,D,83.919931,-5.186705
57087.561239999995,11.927,0.105,W1,D,83.919988,-5.186743
57087.692520000004,11.958,0.11599999999999999,W1,D,83.919878,-5.186736
57087.364239999995,11.964,0.11900000000000001,W1,D,83.920024,-5.186781
57282.17359,11.806,0.1,W1,D,83.920039,-5.186483
57281.779989999995,11.807,0.1,W1,D,83.91986,-5.186714
57282.43591,11.878,0.096,W1,D,83.919873,-5.186691000000001
57282.5672,11.88,0.083,W1,D,83.919915,-5.186623
57281.91115,11.927,0.105,W1,D,83.919926,-5.186646
