mjd,mag,emag,flt,class
56731.62140333333,10.46288888888889,0.03996248240537611,W1,D
56923.035306666665,10.491,0.036386810797320125,W1,D
57090.702467272735,10.490636363636362,0.035838711237159704,W1,D
57285.01944799999,10.5063,0.028618525468654208,W1,D
57449.772017999996,10.4786,0.0325743764330188,W1,D
57649.619889999994,10.5223,0.03337693814597141,W1,D
57814.32743545454,10.508181818181818,0.04826416633555507,W1,D
58016.16647,10.4854,0.038006315264703036,W1,D
58171.54394166667,10.52375,0.03227529154700916,W1,D
58380.29468727274,10.528999999999998,0.03447169158398193,W1,D
58538.04057125001,10.522000000000002,0.032043915179016676,W1,D
58745.27072545455,10.439363636363636,0.04658875826521033,W1,D
58902.216755,10.460099999999999,0.031595094555959144,W1,D
59111.62927888889,10.536333333333335,0.03847381665368307,W1,D
56731.67260777778,10.247222222222222,0.038228197207406764,W2,D
56923.06453777778,10.336444444444446,0.03263036531730439,W2,D
57090.624861818185,10.31009090909091,0.03680897752514017,W2,D
57284.940728,10.3381,0.04080122547179192,W2,D
57449.80480600001,10.282699999999998,0.03746531729479942,W2,D
57649.724715,10.333699999999999,0.03633868462121332,W2,D
57814.351247272716,10.305727272727275,0.0393809535706313,W2,D
58016.11409600001,10.282599999999999,0.03190736592074001,W2,D
58171.483953333336,10.286833333333334,0.033918611737838396,W2,D
58380.2947,10.36809090909091,0.03643549717714097,W2,D
58538.056935,10.330125000000002,0.040837138428151655,W2,D
58744.91384454546,10.247272727272726,0.035328330120328426,W2,D
58902.262546,10.2924,0.03828158826381162,W2,D
59111.57841444445,10.333666666666666,0.029610433596585117,W2,D
