mjd,mag,emag,flt,class
56718.99791285714,12.885,0.04540947487213749,W1,D
56897.97059625,12.941125000000001,0.046599356218729016,W1,D
57080.914144,12.854500000000002,0.046319974093256784,W1,D
57258.76641583334,12.928916666666668,0.04867836617362316,W1,D
57445.07559500001,12.87575,0.04002440661646331,W1,D
57618.6300475,12.879499999999998,0.04743152959793709,W1,D
57812.12391285714,12.95442857142857,0.048572478980238636,W1,D
57979.113062000004,12.894300000000001,0.06140765424603041,W1,D
58176.291217142854,12.841571428571429,0.04349829928648156,W1,D
58339.525275,12.916,0.044037625957810016,W1,D
58543.0762211111,12.905,0.06993047693915899,W1,D
58705.069886250014,12.8139375,0.04801899851881517,W1,D
58907.59123600001,12.925700000000003,0.050847320480041217,W1,D
59070.79192285715,12.904142857142856,0.039324656024287995,W1,D
56718.913270000005,10.906428571428572,0.02903657088878723,W2,D
56897.9952675,10.926375,0.03460671900079558,W2,D
57080.855046,10.8343,0.024619098277556668,W2,D
57258.493094166675,10.903500000000001,0.03283925496515816,W2,D
57445.132945,10.84025,0.027994698158758623,W2,D
57618.507215,10.827,0.0243929421144724,W2,D
57812.226819999996,10.890714285714285,0.02789667524627105,W2,D
57979.080324,10.840599999999998,0.03920561184320417,W2,D
58176.28186714287,10.81,0.034161680406023104,W2,D
58339.386176249995,10.903875000000001,0.03187671564010292,W2,D
58543.11256888889,10.915777777777777,0.05192337659510482,W2,D
58705.06578750001,10.750937500000003,0.03799007888580911,W2,D
58907.67625900001,10.903699999999999,0.041221596281561065,W2,D
59070.80125571429,10.894999999999998,0.026019615834275252,W2,D
