mjd,mag,emag,flt,class
56748.868420000006,13.46,0.042,W1,E
57110.57822,13.395999999999999,0.059000000000000004,W1,E
57841.84036,13.982000000000001,0.07200000000000001,W1,E
58206.28056,13.591,0.06,W1,E
58569.50969,13.855,0.061,W1,E
59100.78405,13.573,0.054000000000000006,W1,E
56748.73676,13.296,0.102,W2,E
57110.57822,13.35,0.099,W2,E
57841.84036,14.097999999999999,0.205,W2,E
58206.28056,13.862,0.406,W2,E
58569.50969,13.743,0.18600000000000003,W2,E
59100.78405,13.142999999999999,0.14300000000000002,W2,E
