mjd,mag,emag,flt,class
56748.76614222223,12.633222222222221,0.04341701322105238,W1,F
56928.68544916666,12.932333333333332,0.07055066146630647,W1,F
57110.658657777785,13.209555555555555,0.08832243119305454,W1,F
57289.918759,13.3088,0.0991292590509984,W1,F
57475.25444099998,13.395900000000001,0.09310021482252345,W1,F
57649.194287777784,13.083333333333336,0.07031674369909682,W1,F
57841.97958874999,12.568750000000001,0.054085580333393606,W1,F
58009.54739099999,12.2246,0.03488051031736799,W1,F
58206.02618444444,12.159888888888892,0.03583759664560854,W1,F
58370.03947875,11.674500000000002,0.031798437461611276,W1,F
58572.53147727272,11.527181818181818,0.028648482284234056,W1,F
58737.28391714285,12.149142857142857,0.03614935006613644,W1,F
58937.37406625,12.702875000000002,0.052361722660737214,W1,F
59101.465818571436,13.10842857142857,0.08588946384743595,W1,F
56748.69299333333,9.904222222222224,0.02314580728904755,W2,F
56928.65256416666,10.217833333333331,0.02253269229857403,W2,F
57110.614882222224,10.509999999999998,0.024883680010484317,W2,F
57290.207383,10.849899999999998,0.029398129192178196,W2,F
57475.195471,11.142599999999998,0.03075841348314321,W2,F
57649.21613333333,10.842222222222222,0.028822359290344553,W2,F
57841.865,10.171125,0.02219058077203033,W2,F
58009.56698799999,9.7179,0.02292465921229812,W2,F
58205.99709333333,9.524888888888889,0.024926311152160575,W2,F
58370.194942500006,9.182125,0.01854344560754565,W2,F
58572.58498363635,9.376818181818182,0.020418554193965422,W2,F
58737.38671428571,9.938142857142855,0.019946356631153045,W2,F
58937.357718750005,10.096125,0.021409329158102827,W2,F
59101.297660000004,10.584,0.024926422338800318,W2,F
