mjd,mag,emag,flt,class,ra,dec
56748.078420000005,10.182,0.013999999999999999,W1,D,277.530203,-1.988832
56748.73676,10.184,0.015,W1,D,277.530173,-1.9887810000000001
56748.60509,10.222000000000001,0.017,W1,D,277.530219,-1.988822
56748.47342,10.232000000000001,0.017,W1,D,277.53022200000004,-1.9888400000000002
56748.27592000001,10.232999999999999,0.018000000000000002,W1,D,277.530181,-1.9887650000000001
56747.88092,10.243,0.015,W1,D,277.530176,-1.988833
56748.34175,10.255999999999998,0.015,W1,D,277.530221,-1.9888099999999997
56927.54011,10.221,0.017,W1,D,277.530209,-1.9888689999999998
56927.27703,10.227,0.015,W1,D,277.530187,-1.9888400000000002
56927.67165,10.269,0.015,W1,D,277.530213,-1.988825
56927.93472999999,10.282,0.016,W1,D,277.5302,-1.9888139999999999
56928.00056,10.284,0.017,W1,D,277.5302,-1.9888259999999998
56927.737479999996,10.293,0.019,W1,D,277.530189,-1.988848
56928.000439999996,10.293,0.017,W1,D,277.530149,-1.988845
56928.1321,10.295,0.02,W1,D,277.530211,-1.9888419999999998
56928.26352000001,10.298,0.016,W1,D,277.530202,-1.988791
56927.869020000006,10.3,0.019,W1,D,277.53019,-1.988846
56927.73735,10.317,0.02,W1,D,277.53024500000004,-1.988811
56927.80319,10.329,0.016,W1,D,277.53020699999996,-1.9888080000000001
57110.64393,10.109,0.015,W1,D,277.530165,-1.9887970000000001
57109.92167,10.117,0.017,W1,D,277.53025,-1.988795
57109.6591,10.136000000000001,0.016,W1,D,277.530194,-1.98882
57109.98737,10.148,0.017,W1,D,277.530214,-1.9888270000000001
57109.79038,10.151,0.015,W1,D,277.530196,-1.988846
57110.05295,10.154,0.018000000000000002,W1,D,277.530187,-1.988819
57110.51264,10.166,0.019,W1,D,277.53018199999997,-1.988796
57110.05308,10.167,0.02,W1,D,277.53020499999997,-1.9888099999999997
57110.24995,10.176,0.017,W1,D,277.530203,-1.988793
57289.81401,10.232999999999999,0.022000000000000002,W1,D,277.530192,-1.9888549999999998
57289.945170000006,10.248,0.019,W1,D,277.53020699999996,-1.988839
57290.076329999996,10.251,0.016,W1,D,277.530189,-1.9888540000000001
57289.87959,10.253,0.021,W1,D,277.530188,-1.9888560000000002
57289.35483,10.255999999999998,0.018000000000000002,W1,D,277.530219,-1.988821
57289.813879999994,10.27,0.019,W1,D,277.53015899999997,-1.988795
57289.55157,10.288,0.017,W1,D,277.53015899999997,-1.988865
57289.617139999995,10.290999999999999,0.018000000000000002,W1,D,277.53022799999997,-1.988853
57289.48599,10.290999999999999,0.018000000000000002,W1,D,277.53016099999996,-1.9888299999999999
57286.33755,10.299000000000001,0.019,W1,D,277.530213,-1.9888759999999999
57286.33742,10.3,0.02,W1,D,277.530188,-1.9888580000000002
57289.22367000001,10.309000000000001,0.019,W1,D,277.530211,-1.98885
