mjd,mag,emag,flt,class
56727.58349,8.655999999999999,0.04167733196834942,W1,D
56919.60216428572,8.576857142857142,0.03682667622298617,W1,D
57087.52473333333,8.630777777777778,0.036836475481863466,W1,D
57281.73413700001,8.6568,0.03971095566717082,W1,D
57446.55642333333,8.741333333333333,0.04014556845614056,W1,D
57646.69913833333,8.643583333333334,0.04024430601546847,W1,D
57811.54026090908,8.68909090909091,0.035445220218862164,W1,D
58013.011953,8.616299999999999,0.036736494116886106,W1,D
58168.45699,8.6248,0.03699621602272314,W1,D
58377.142684000006,8.6728,0.03756288061371236,W1,D
58534.964575000005,8.649000000000001,0.04083216409890608,W1,D
58741.27183833334,8.615083333333333,0.039778204529057934,W1,D
58899.115601000005,8.5952,0.03585526460647031,W1,D
59108.48259800001,8.692400000000001,0.038035246811345964,W1,D
56727.61640499999,8.3265,0.04841745553000455,W2,D
56919.57865214285,8.233500000000001,0.04374217131122328,W2,D
57087.53932,8.322333333333333,0.04252188978762718,W2,D
57281.760368,8.3607,0.04561195018851955,W2,D
57446.694797777775,8.450111111111113,0.044362146025637594,W2,D
57646.63909916667,8.358833333333335,0.04858476270052842,W2,D
57811.64742181818,8.380818181818182,0.044042991769031044,W2,D
58013.05777,8.2738,0.04447032718566408,W2,D
58167.867934,8.3057,0.043545952739605986,W2,D
58377.123048,8.3472,0.042981972965418794,W2,D
58535.054538749995,8.317375,0.04514005981387269,W2,D
58741.21732666667,8.267583333333333,0.04468003531282799,W2,D
58899.161392,8.2954,0.04427414595449569,W2,D
59108.53490700001,8.3652,0.043416241200730274,W2,D
